mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_best_epoch,sd_best_epoch
0.8852884615384615,0.052226101170689765,0.8528489106732444,0.07309558092329478,13.005548523310853,2.860847210698537,0.00890083309884852,0.00818574754751028,0.6088107954543727,0.12072427309790629,51.2,14.837789592793126
