mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.8262980769230769,0.044702645931247044,0.803329972983535,0.04450405037095983,7.569827018426278,1.1708925905037424,0.06505931573518345,0.04261726532009033,0.6940008941467237,0.09273277875434191,0.17242736965606403,0.0428435939141485,24.2,7.652450587883597
