mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.9132211538461539,0.03694735780161702,0.8840368530085089,0.06736481616575539,15.547128852160757,1.8394406210359198,0.0018543343665627474,0.0011191389299094155,125.6,23.80420130985285
