,A1-A0SQ,A2-A04N,A2-A04Q,A2-A04T,A2-A0CM,A2-A0CS,A2-A0EU,A2-A0EX,A2-A0T6,A7-A0CH,A7-A0DA,A8-A08O,A8-A08P,AC-A2FB,AN-A0FV,AO-A0JM,AO-A1KR,AR-A1AQ,AR-A24Q,AR-A24Z,AR-A250,B6-A0IO,B6-A0RG,B6-A0RH,B6-A0RN,B6-A0RO,B6-A0RU,B6-A0RV,B6-A0X1,BH-A0B7,BH-A0BT,BH-A0DP,BH-A0DT,BH-A0GY,BH-A0RX,BH-A18M,BH-A1EO,BH-A1EY,BH-A1FH,BH-A1FL,BH-A1FM,C8-A12Z,C8-A134,C8-A137,C8-A1HG,C8-A1HL,C8-A274,C8-A278,C8-A27A,C8-A3M7,D8-A143,D8-A145,D8-A1JF,D8-A1JL,D8-A1JS,D8-A1X6,D8-A1X9,D8-A1XB,D8-A1XG,D8-A1XT,D8-A27H,E2-A14N,E2-A14Q,E2-A14X,E2-A156,E2-A1BD,E2-A1IU,E2-A1LK,E9-A1N5,E9-A1NA,E9-A1R7,E9-A1RB,E9-A1RE,E9-A1RI,EW-A1P3,EW-A2FW,GM-A2D9
A7-A0DA,0.010756328927804034,0.01129924651638027,0.012317786009721584,0.01588096491313911,0.015685656606892293,0.011190547684080938,0.010676830275323918,0.010862593407390115,0.010681728088241771,0.010998992037165534,0.5771064797063828,0.010818464529147394,0.0128038645668525,0.010889358594884683,0.011712049250481492,0.01161558480603321,0.013146095561849357,0.014844963809572974,0.01572927657961396,0.010820385542187689,0.011280724059462396,0.010647157693286662,0.011529444474902957,0.011164357683378902,0.010626759019127909,0.010662799367784826,0.014825679364989252,0.010751266370039755,0.015736774972822526,0.011224202794393248,0.010896442083400529,0.01067023514342166,0.011048218658092319,0.011864563292958426,0.012093558353039692,0.01066872112617722,0.0112413304869565,0.01186350933651334,0.010960135830352512,0.01060186409239152,0.010887413839525874,0.011807059812731231,0.01739352413845717,0.011978672070318228,0.011669543378041419,0.010859924878975373,0.010968633832383261,0.012177671541181538,0.011231989022201468,0.010655014765919374,0.013898641002875575,0.01054594969916151,0.011825337393957615,0.015258733380971251,0.010603165332881047,0.010745502424696098,0.011327206816754046,0.011515046995860437,0.011112058803238702,0.013453884617578946,0.016936451757050427,0.014068464080172715,0.01065713238922136,0.013963303350051203,0.010579804343365687,0.010637014602381128,0.010562614828609687,0.014954312757630563,0.01068298478685524,0.012670051908390153,0.01175374709313545,0.011740410795490833,0.010678652635134546,0.010707044809478686,0.010639135697367975,0.010596532999991581,0.01058252839735785
A8-A08O,0.012350683663728596,0.01385469984149371,0.011845394480901536,0.010204511818850404,0.010576383006467247,0.01290548753801958,0.013905873319374599,0.013716964940033754,0.013576446608382977,0.013525769749946197,0.010818464529147394,0.5686281940316659,0.012421865645420846,0.012792537780478973,0.01152368756517968,0.011741423653816519,0.010455971627082592,0.010435187616102848,0.010876112286016282,0.012643820549464155,0.014366397560981849,0.013196509431586036,0.013416018714257984,0.011980398490526876,0.013881190546812796,0.012477667678635344,0.010954569993515295,0.014146913728673835,0.010166275684485963,0.012054319105856623,0.013746212007027525,0.01312623066716049,0.014146748694959903,0.01229389022334296,0.01194637974914042,0.014679207976734299,0.013071204733707976,0.012060425015412171,0.01292869490949293,0.01464168243411763,0.012684591451352506,0.011802907910548992,0.010481745975858355,0.011536239180551692,0.011132774635947595,0.011615572049417364,0.013219885144295436,0.010996433704404597,0.011690497953338734,0.012880374203292662,0.01044123764953482,0.013514844169042117,0.012315342134288804,0.01026651323572727,0.012429817862375882,0.012672948762233516,0.013151336429101667,0.014355271607604955,0.013032371367179385,0.011638274906253538,0.010851033822031788,0.01066916663292514,0.012959995923438862,0.012278705185733664,0.013564083046393068,0.01282642375698445,0.014056770080215362,0.010403370625313286,0.0134577732159128,0.01205201865978562,0.013195983753912677,0.01121624122452847,0.013732621457550484,0.013967855026971052,0.012890662126099482,0.012185019708587813,0.01249317877706017
A8-A08P,0.011134282364930066,0.011718008917200203,0.012263850426422872,0.012834752539667288,0.013496720609372268,0.011130882274286687,0.011366824185657211,0.011329814462667816,0.011136335636106914,0.011049284376508973,0.0128038645668525,0.012421865645420846,0.5729171584216863,0.011514556442845138,0.013473892349007508,0.012925254250220196,0.012505134636475733,0.013143694080498043,0.012145647434616536,0.012026455492807436,0.013928340277350935,0.011117583814981728,0.013100981637522732,0.012262723895377185,0.011206683350951475,0.011090605506488348,0.012761040781112438,0.011799082930078147,0.013842908208674806,0.013014183780622843,0.012155447802562783,0.011333157645024716,0.011147652289052365,0.01283813221166944,0.01202263474900293,0.011352921407797768,0.011422120074467475,0.012296954815774792,0.011245252335536667,0.011363370947421306,0.011985703184565651,0.013034352249401113,0.013074837092081855,0.013304801880147819,0.013203322200517984,0.012417363870243324,0.011183792458987495,0.014174733919443886,0.01146557110815193,0.011192355453318936,0.01237287772042229,0.011014943300963222,0.013658447227458933,0.01311813444274674,0.011062155609536991,0.011902365329223234,0.012507551129685402,0.011207492366147615,0.011104651765319657,0.013522100688816353,0.012022470115212028,0.012588530513774426,0.011047791531466275,0.012259992593845546,0.011007504050032965,0.010998853921629564,0.011170973531249758,0.01279307638588146,0.012104588356766768,0.013409804922613419,0.01170263802448214,0.012521914178527107,0.011329477213931783,0.011148732241749908,0.011253340600881893,0.01167213804049463,0.011012773615444081
AC-A2FB,0.012273815170640644,0.014063562677461198,0.0157391151504741,0.010511656462319129,0.010887101605023817,0.01383647657775936,0.014260463561194738,0.01397135548966787,0.014775057943662476,0.01391315125442879,0.010889358594884683,0.012792537780478973,0.011514556442845138,0.5605552950658357,0.01103070847062116,0.012763682115050655,0.010823575693143194,0.01098768319341531,0.011249988593962274,0.011488348224530548,0.012036758777525546,0.012223894413759394,0.012155252268053487,0.012617170923107622,0.014932296701297424,0.01233911532928004,0.010924939807946404,0.014027625050848046,0.010480872799129147,0.012803365916890085,0.01295036189060762,0.014915860873579746,0.01452427564053091,0.012166175466561971,0.015876383883231694,0.013719279698116902,0.013411024546260877,0.012873189303030046,0.015756672147978646,0.013237516254371421,0.011476081032936195,0.011278074038884728,0.010745106372152658,0.011362805739310568,0.011305502680024195,0.011525534659512848,0.012553039168635618,0.011228934862681155,0.011154803036308494,0.01572394329471826,0.010765000755393064,0.01445617756808508,0.011283470080607729,0.010865209601336643,0.013198175767526226,0.013103202708765749,0.011652024956060629,0.01328841244157963,0.013339658574303557,0.011022739238911256,0.010988557385123974,0.011312766288923793,0.012928820184741816,0.012425642027228742,0.013173653181455818,0.013553277367546883,0.014299623068421382,0.010684241470444968,0.013486619611691557,0.011501221328821174,0.011666707560421189,0.011320720944934538,0.011882598798978013,0.013368493543973632,0.014615968047235736,0.011886939129421278,0.0126357399509782
AN-A0FV,0.01113501949846419,0.011037316238788748,0.011087053292935207,0.011513956462774937,0.011664383434514553,0.01128995531329094,0.011088680606565482,0.011396237800711669,0.010986873049777962,0.011084388119222887,0.011712049250481492,0.01152368756517968,0.013473892349007508,0.01103070847062116,0.581557546482477,0.01308370423194179,0.011948151053377888,0.011421676234341732,0.011360695215839758,0.011571404330746247,0.01408763130065796,0.011174275695992324,0.012336491106244168,0.01249528158228324,0.010956288348362016,0.011153048961946747,0.012003109997509242,0.011015960620489252,0.011623832503517373,0.013891518550063993,0.011307598037704841,0.011016512991479571,0.010954580184395265,0.011679462883921422,0.011144907234893642,0.011003576327777589,0.011256646398521546,0.011382538528906118,0.010953842318218557,0.01099947336322829,0.011836439033207084,0.015592432041317454,0.01143716790847881,0.015617892007775596,0.011467475696590707,0.013809393279970501,0.011259209721059649,0.014816003881314722,0.011903514335750964,0.010923287691583242,0.013186326373480769,0.010833605270548826,0.016141272879264923,0.012014694654617013,0.011757798397801927,0.011441244656046786,0.012237433570956847,0.011203845830343421,0.011154002740569567,0.014681610823623783,0.011708133601686564,0.01137958168734008,0.010979969120247273,0.011403528250403127,0.010904826324700172,0.010990106862010426,0.010947467954109419,0.011577290176056397,0.01115907231227541,0.01355206693070565,0.012104624066397875,0.012058269147271965,0.011319772284789264,0.011058818533507077,0.011075284116732035,0.011510548524308644,0.011349183783601976
AO-A0JM,0.012119252775780494,0.011889033934266685,0.012712719044882392,0.011327280864122354,0.011616258695894404,0.012371934428297308,0.013020324485742887,0.01274504764202602,0.011983740415464229,0.011784697034854623,0.01161558480603321,0.011741423653816519,0.012925254250220196,0.012763682115050655,0.01308370423194179,0.575299333645221,0.011263618251667797,0.01103389900236812,0.011714435991697195,0.011543451210704925,0.01315881426794071,0.011692150538479516,0.012849739604941318,0.013663319841881339,0.012579670802109163,0.011733610694449483,0.011610451768869122,0.012123014641199024,0.01138874561802786,0.01232219785415325,0.012658768740542867,0.01362715879423635,0.011786231008409219,0.013266312452748598,0.012932371036859274,0.011751678368800603,0.011823396612774987,0.01210807299339877,0.012967873056784207,0.011803938916348731,0.0121454911369277,0.013532546709486079,0.01110138889364623,0.01376498313563004,0.011517083469119909,0.013192216315653012,0.011718789399773437,0.01249857979544421,0.01134945173000609,0.01295613180486745,0.011106500846039596,0.0118217299519369,0.011680656319321067,0.011071718919875313,0.011773207362089894,0.011704836019963343,0.012532981271122644,0.011617194664972887,0.011679389641678863,0.012479722804674579,0.011162508788199983,0.011092126726321313,0.012406037523252547,0.011743789543169885,0.01163557627990398,0.011827306101268541,0.012084560466640604,0.01100028539916044,0.0117270432265307,0.013216706011055193,0.011747019197815322,0.012305109866688802,0.01209976128223561,0.011749317476436068,0.012973734872801988,0.011837018316924339,0.012142577461865253
AO-A1KR,0.010411786270101343,0.010571365126397439,0.012346664208207937,0.015856405808210728,0.01487513945011361,0.010603099751410085,0.010479448660546724,0.010661722298756258,0.010381338037971179,0.010426027933527062,0.013146095561849357,0.010455971627082592,0.012505134636475733,0.010823575693143194,0.011948151053377888,0.011263618251667797,0.5840164234068275,0.016656192153631212,0.013100542469029378,0.010709619773034081,0.010988941664881877,0.011296213691384744,0.011502907716590629,0.012733728775866331,0.010537819401849589,0.01051836263548915,0.014256698710472429,0.010558460179010307,0.015305109756298837,0.011584143503412648,0.01156724660948668,0.010502554369575128,0.010384541931514757,0.010895615468921276,0.012509799583547213,0.010274208697815068,0.01057280518609514,0.011416125899001709,0.010776524441352995,0.01037208304485215,0.010770109077200423,0.012369295936469198,0.01435687456290732,0.012261214374893494,0.013900063425825379,0.011031848837880085,0.01059427113796072,0.013925507072052055,0.011555128328905161,0.01063928325789389,0.014638970543369732,0.010462240596784335,0.011377602275244085,0.01505009543815605,0.011125251455702208,0.010899114816363624,0.010912835697461678,0.01042081470980764,0.010479087998806006,0.011995666564439126,0.012734531669266662,0.016572772312496493,0.010433387923512404,0.012802564588114532,0.010357644082536227,0.010682081835176258,0.010358930702784971,0.0150451423199136,0.010646694067609985,0.01124613684227263,0.010606589739204069,0.012445085661866874,0.010610900670219662,0.010375863478888216,0.010824399456760371,0.010756752344217664,0.010813049617771898
AR-A1AQ,0.010276029633178644,0.010575182525989917,0.013267991913181211,0.01745170209865591,0.017148333756590306,0.010473455945983388,0.010472658880864148,0.010506473519387306,0.010387205864325486,0.010426095325673741,0.014844963809572974,0.010435187616102848,0.013143694080498043,0.01098768319341531,0.011421676234341732,0.01103389900236812,0.016656192153631212,0.5764195087885391,0.014252420007916738,0.01063534644456399,0.01101301448254953,0.010263724651845298,0.010907518245807872,0.0111518094708386,0.010526464230489564,0.010462326940375449,0.01536446140509289,0.010529876404339493,0.017129359209417085,0.011423623553937876,0.011200265638319138,0.010483077940108759,0.01037081462826664,0.011000641567506832,0.012771470903326077,0.010200820133112548,0.010643088638089507,0.011051539269584913,0.010824178256718907,0.010385825080736627,0.010670923709772104,0.011765527402333283,0.016006543252372104,0.011594753597869371,0.01445821597802681,0.010800283086053207,0.010472004648169938,0.013962584026352087,0.011366776909404228,0.010581034801405164,0.0154164598379809,0.01030793853325769,0.011539436525047051,0.016479684499541514,0.01036972577985409,0.01091800140506496,0.011143057422792809,0.01043771277683794,0.010499427776300474,0.012673529960362806,0.01340822457361004,0.01651358227771315,0.010233591677328529,0.014450323946783262,0.010251441761348703,0.010319835581126226,0.010293519086369132,0.015700994274925828,0.010416699592104589,0.011379465321769151,0.010626439508920754,0.01261658445324271,0.010521770144252159,0.010426121576179788,0.010558292954200814,0.010946313307900659,0.010183595126846714
AR-A24Q,0.010527717267069683,0.011126603399730388,0.012607353958252816,0.014926235035294798,0.01450142069518235,0.010795956028539451,0.010774196094172987,0.011545515952560655,0.010822498907187856,0.01067099939066837,0.01572927657961396,0.010876112286016282,0.012145647434616536,0.011249988593962274,0.011360695215839758,0.011714435991697195,0.013100542469029378,0.014252420007916738,0.5769489291289022,0.010710980550750683,0.01133345393204839,0.01073981399658152,0.011922341379712145,0.012322862616835947,0.0108384115992468,0.010951938942664843,0.014688085442204412,0.011338698169540657,0.014721972128048632,0.011430167479933293,0.011106441207469472,0.010886173470557127,0.010742577631998578,0.01178907235562106,0.012261551676013688,0.010903241572607155,0.012103099637105456,0.014416831443265981,0.012085494791168109,0.010763965172791153,0.011135651870357664,0.011521576474678278,0.016173984554610867,0.011901937440586293,0.012758049371415066,0.010837441687421175,0.01114919621105077,0.012413547893443741,0.011143724005821292,0.010940963835530306,0.013530370833113568,0.010674826059920761,0.011804907132205432,0.01456038792486549,0.010562331381653332,0.0107519265869496,0.010938626092200818,0.01151401301906551,0.01067758723356613,0.012623308759197253,0.017772281655855402,0.013790401514835113,0.010552294195697965,0.013614910133478476,0.010528154998790673,0.01060244497915503,0.010712913792312314,0.013487512716870272,0.010586256577331045,0.011176609514839453,0.011292478009947239,0.011994200328451533,0.010758271743548903,0.011289467696775045,0.010801879669422152,0.010721805884305467,0.010566019641247952
AR-A24Z,0.013592688452741317,0.01170545924935018,0.011134557019952033,0.010465335135362597,0.010704085878427935,0.011990368358167214,0.012074105685213658,0.011599692925823142,0.011818265844561181,0.013022148757506184,0.010820385542187689,0.012643820549464155,0.012026455492807436,0.011488348224530548,0.011571404330746247,0.011543451210704925,0.010709619773034081,0.01063534644456399,0.010710980550750683,0.5782570859575524,0.012306870184979675,0.012220691973613824,0.01165915598324812,0.011260701143559336,0.011749757993076,0.012248331287181766,0.010649602759702663,0.011830452298313402,0.010866088724961875,0.011475358839765172,0.011501439365631569,0.011686649531259264,0.012006170230965275,0.011712769633889716,0.011182529528095762,0.012024534977878405,0.01163159316690491,0.011288660779331171,0.011517960733880506,0.01216225151975988,0.014133228793824094,0.011809918927609752,0.010521415410461421,0.011741730359444374,0.01206723390802866,0.013434377211727081,0.012905136292860317,0.011525891705103009,0.014049868779554685,0.011533714355136497,0.010866421090106401,0.01184171885631452,0.012384810532474515,0.010542778539281664,0.012745267078506584,0.0130018160044955,0.015079501800402793,0.012129719758254482,0.01389246537268776,0.011802514380749859,0.011149112056633173,0.011167605401355037,0.012736724161190932,0.010806384158539451,0.013431844677858504,0.012437386930585596,0.011902398959543627,0.01050679090753525,0.013329335489771605,0.013721226831501006,0.014333329914327841,0.01364015477302893,0.013300364164301394,0.012282384004393895,0.011692987360174635,0.013991221438675608,0.012344176545158642
AR-A250,0.011961910815064739,0.01230503471311968,0.011618512551791357,0.010692420818978372,0.011330067952907686,0.011930574142063567,0.012810463111186247,0.012665322668197155,0.012531786108534507,0.012003058649922703,0.011280724059462396,0.014366397560981849,0.013928340277350935,0.012036758777525546,0.01408763130065796,0.01315881426794071,0.010988941664881877,0.01101301448254953,0.01133345393204839,0.012306870184979675,0.5717810180594913,0.011994016927342789,0.012834837418759832,0.012361932957529787,0.012514097220194101,0.011934128244334326,0.010876330144139214,0.012361960613352811,0.010844841929777655,0.013456968833399554,0.012569504174101256,0.012148292643471881,0.012126333775923686,0.012796652742874892,0.011647490640677598,0.012511627202686726,0.01314120247349541,0.012029264830936841,0.01227821014192463,0.012701473403496847,0.012543414408316376,0.013015298132392286,0.010900116206410522,0.01355299458590008,0.011341408331456033,0.012917159863891355,0.0119493337722744,0.012890853328340588,0.011998111521598274,0.011996834809099952,0.010988450894954373,0.011966626577338633,0.013216455163863968,0.0109989521524805,0.011699781751305177,0.012019489124467785,0.013823761394503668,0.012649310619398623,0.01212159311750281,0.014755949137135717,0.011258128363189616,0.01104132852565641,0.011760068654738646,0.01162308778996466,0.011879013917643559,0.011780759558987178,0.012645517941410816,0.010845759857294256,0.012538739538941353,0.01287095744018921,0.012538022698026471,0.011886199101298886,0.012903411987048537,0.013113688554098623,0.01252848893131232,0.012025953459033917,0.011679650076919948
B6-A0IO,0.013307209941450501,0.013484462992520665,0.011560999935532324,0.0100355707741593,0.010516676028240843,0.0135155074069544,0.013196387954563177,0.012809572754069918,0.013086438053336327,0.012927586343098835,0.010647157693286662,0.013196509431586036,0.011117583814981728,0.012223894413759394,0.011174275695992324,0.011692150538479516,0.011296213691384744,0.010263724651845298,0.01073981399658152,0.012220691973613824,0.011994016927342789,0.5764346733255421,0.01386539460505974,0.012750953631048906,0.012934880124262771,0.01415399358914865,0.010379260427184636,0.01252232244880674,0.009988903901825063,0.011530265279571409,0.013545120005446503,0.012645583168534024,0.013426561144660218,0.012271194298901784,0.01172185506710307,0.013389007388432884,0.012940695309100424,0.012075215149356215,0.012184993298039772,0.014100938742911982,0.013075180794620342,0.011434425373385362,0.010280026605990904,0.011441327881790194,0.01115925940178503,0.012611097616192184,0.013712114092760252,0.01097603632981077,0.011522965652875462,0.01259386019404828,0.01045646409450714,0.012673247073876986,0.01124789226019629,0.01026793356396248,0.013304457042440598,0.01238887597139925,0.01184366136332254,0.013206601252711853,0.012742788050140976,0.010954619991399713,0.011160028394841075,0.010426930470895419,0.013086098872235961,0.010961802906793851,0.01271433286175525,0.013521830752132624,0.013003145332595426,0.010600148997466023,0.012570596889618226,0.012010647097626049,0.013316972587751486,0.011256429194392983,0.013636724735728337,0.013509335708334744,0.013339398781571653,0.013315434870394155,0.014221876191289428
B6-A0RG,0.01270341149692717,0.013172509101990078,0.011752208517611568,0.010655989741927444,0.010942008422263647,0.012918698657836798,0.013112910445255262,0.013144363739073534,0.012195860013399866,0.012135341067153716,0.011529444474902957,0.013416018714257984,0.013100981637522732,0.012155252268053487,0.012336491106244168,0.012849739604941318,0.011502907716590629,0.010907518245807872,0.011922341379712145,0.01165915598324812,0.012834837418759832,0.01386539460505974,0.5709690238000038,0.014314618794596091,0.012958960844502893,0.01240193777112825,0.01089425173251393,0.013061672336219266,0.010678454568786494,0.012324495416859916,0.013946083516142693,0.01250097801127742,0.012415680255910692,0.01285247367655594,0.011807871779501211,0.012754713575826986,0.012353958505417869,0.012849155134277396,0.012341599810684348,0.012727765324246257,0.012771156207540312,0.01228747240228192,0.010906947687263777,0.013302030250180058,0.011745214489851823,0.012659037847787512,0.012122865010088964,0.012033952772196616,0.011943781616956493,0.012396537553228781,0.011575627876402483,0.011988426683074281,0.012444569782903151,0.010835651817601141,0.012745794206424596,0.012137705346767783,0.012074331914073637,0.01216062129963044,0.011924607460131747,0.011483397002844445,0.011909592564129682,0.010851365962754241,0.012796737314302531,0.011564597982288113,0.012053355629673265,0.01275728207327052,0.012397272824557055,0.010851329404116499,0.01214177840440422,0.012535197698414609,0.012828109321936693,0.011394926305930645,0.012714797837585237,0.012139420164328726,0.013104208834215128,0.012867790589859204,0.012319364958718191
B6-A0RH,0.011672516239412647,0.0129556447955663,0.012533610624893565,0.011103295472083946,0.011310304059907225,0.01306341864844936,0.012356556468313629,0.01309810182047821,0.012134343862329387,0.012080484323660786,0.011164357683378902,0.011980398490526876,0.012262723895377185,0.012617170923107622,0.01249528158228324,0.013663319841881339,0.012733728775866331,0.0111518094708386,0.012322862616835947,0.011260701143559336,0.012361932957529787,0.012750953631048906,0.014314618794596091,0.5732133708823389,0.013058409488236777,0.011872474263933445,0.011070849395919182,0.012916186325078537,0.011108462097357791,0.011990546684383995,0.014240812437646109,0.012641025650029957,0.012119503639152165,0.0118497687018623,0.013097563573490883,0.011993249773469227,0.012987617514719095,0.013348541873808378,0.013080409226036503,0.012157533193234333,0.011669075451140147,0.013318114279976572,0.011122570878703577,0.01391551611597361,0.01218592649680018,0.01248860250454191,0.01193272108184418,0.012700749351004233,0.011131955947321966,0.013032635301431488,0.011077853580908242,0.011946111733490954,0.01152370393465468,0.01106954029671952,0.012820307490208929,0.01196339398680217,0.011392087439584898,0.01194643597941443,0.011849208496180244,0.011480301156588997,0.011949183278373014,0.011270192463168151,0.011994345853918096,0.012200431799224205,0.01184522139622067,0.012742112065159834,0.012324380409888482,0.011365985196579897,0.01181159863956385,0.011920824684522588,0.01161665854568096,0.01210954665459173,0.01156291607934283,0.011940342317015736,0.013572199150108951,0.011714502825269354,0.01308446716271313
B6-A0RN,0.012628241445349762,0.015008971339498179,0.013777107518098965,0.010084629614653324,0.01046389432007732,0.014492451117620108,0.014703102516738332,0.015026417463337476,0.014521379386706775,0.014641249009391764,0.010626759019127909,0.013881190546812796,0.011206683350951475,0.014932296701297424,0.010956288348362016,0.012579670802109163,0.010537819401849589,0.010526464230489564,0.0108384115992468,0.011749757993076,0.012514097220194101,0.012934880124262771,0.012958960844502893,0.013058409488236777,0.5600211712986162,0.012923035999912295,0.010566672311077586,0.014804714037319184,0.010020470902384518,0.011987662638719056,0.014254147888388939,0.0149467774155469,0.014638901846195339,0.012220907096178443,0.014008792837653088,0.01389643296735522,0.013253949101180752,0.012188308643507166,0.014343965251664259,0.014888433213750924,0.011574863888608952,0.011227693490233755,0.010384011761650727,0.011451522004521361,0.011189877074945068,0.011645158067076347,0.013437501357020355,0.010884349461285055,0.011221129192981419,0.015247260461915817,0.010347966871080482,0.014009626141848388,0.011241100063672002,0.010193124247771397,0.013570779312864755,0.013247768452708211,0.011749475051621081,0.013938977676450262,0.013523444216450745,0.010860049754415922,0.010686782443446514,0.0108673898315713,0.013716254538856287,0.012024842997524527,0.013701991503712128,0.014457964807352949,0.014731367222116907,0.010306874969446074,0.0135692612996028,0.011565495031271219,0.012003472096573873,0.011248301702201377,0.012246142311149618,0.01375139365843561,0.015290465893336158,0.012238053887555486,0.013431880680534596
B6-A0RO,0.012924021614743056,0.012732681195853236,0.01163163415308505,0.010137511197350096,0.010924440525485805,0.013780584296782035,0.012798706143016775,0.012969260294913666,0.013305797080813102,0.012907023763464658,0.010662799367784826,0.012477667678635344,0.011090605506488348,0.01233911532928004,0.011153048961946747,0.011733610694449483,0.01051836263548915,0.010462326940375449,0.010951938942664843,0.012248331287181766,0.011934128244334326,0.01415399358914865,0.01240193777112825,0.011872474263933445,0.012923035999912295,0.5750280494844854,0.010886943153304456,0.013327396467375055,0.01010255109178713,0.012448802298220936,0.013022178627563639,0.012802318685787895,0.012959309408015955,0.013027207158602505,0.011748096124321143,0.01361063984849905,0.012357115167517807,0.012854249465599142,0.012648446120269052,0.013055805386756983,0.012334881400494584,0.012013586717173227,0.010745169425223439,0.011378627430036616,0.011152595313353695,0.012031300518382259,0.016210884803208273,0.01105558078583692,0.011283601644331013,0.012500859839041053,0.01033907417405031,0.013474421006195645,0.011201825871443707,0.01026715004460246,0.013486329396048997,0.01242611846342806,0.011960602249747692,0.012610872433579702,0.01254741290563853,0.011376266804647615,0.010727538471716917,0.010493941116132235,0.01347186619394887,0.011103535803508415,0.012750179958909109,0.01285465788332302,0.013970272048517557,0.010290546380804722,0.012607657418379655,0.011525716321466964,0.01254867875576697,0.011761956769010802,0.012550151164432376,0.014352545076758198,0.012702895717625562,0.013246706034282478,0.01377469823491796
B6-A0RU,0.01098357091947379,0.010634131479630118,0.012116030034244779,0.01733308151592871,0.014995734482612391,0.010493855790524441,0.010502757986327958,0.010825199983431778,0.010500720397146116,0.010437016451905742,0.014825679364989252,0.010954569993515295,0.012761040781112438,0.010924939807946404,0.012003109997509242,0.011610451768869122,0.014256698710472429,0.01536446140509289,0.014688085442204412,0.010649602759702663,0.010876330144139214,0.010379260427184636,0.01089425173251393,0.011070849395919182,0.010566672311077586,0.010886943153304456,0.5765747769192993,0.01094391239229867,0.015934379065012577,0.011760030236612701,0.01099862107340195,0.010565698204902368,0.010501475774895148,0.011668697517178538,0.012254923540237765,0.010573011033862217,0.01074349832411265,0.011112906584522221,0.011383927896919877,0.010420265996446878,0.010816080441617349,0.0126162703173839,0.015767901095738293,0.011611190570601193,0.01258716046208477,0.010875008827489312,0.010958490616987112,0.012684734852382407,0.011798154109517876,0.010672554551287326,0.016404507914740782,0.010430109145198967,0.012673095562419223,0.015535151287760117,0.010439413602722873,0.010743385188223327,0.01108414395851123,0.010559200687734728,0.01045453133109481,0.01210368817678036,0.013847720189790604,0.015276701652669537,0.011220326239797941,0.014984721260091378,0.01036197188739527,0.010381827888957395,0.010407665163776485,0.015775323655963264,0.010460894413851264,0.011054471993281094,0.01067252535849603,0.01247753702188033,0.010709765524531824,0.010442271226216118,0.010536369908524953,0.010588361754353705,0.010945701820562845
B6-A0RV,0.012564175352300703,0.014214028617703964,0.012715322582532216,0.010282070938598733,0.010630158423190192,0.013140323515539593,0.013611566190092236,0.014823037410023476,0.013724515223714127,0.013535291539374338,0.010751266370039755,0.014146913728673835,0.011799082930078147,0.014027625050848046,0.011015960620489252,0.012123014641199024,0.010558460179010307,0.010529876404339493,0.011338698169540657,0.011830452298313402,0.012361960613352811,0.01252232244880674,0.013061672336219266,0.012916186325078537,0.014804714037319184,0.013327396467375055,0.01094391239229867,0.5684356436009509,0.010221779317910355,0.012206317311576152,0.01356497556522292,0.014129982358683273,0.014022288327915333,0.012664501960498516,0.012662585731752487,0.014353856082030051,0.012961068658914207,0.012485613008200915,0.013845310038248994,0.014644656488978863,0.011500709434993026,0.011314663040116038,0.010977078864063773,0.012065746791567853,0.011364451954492573,0.011880439525264613,0.013321304081004895,0.010961867398618071,0.01139699552844163,0.01462002304982414,0.010454270667494811,0.013792982409296141,0.01127921821282731,0.010322743400982059,0.012760162185558553,0.012844214961174358,0.011706506355211492,0.013220008195207031,0.012831784397520002,0.010979306041372231,0.010815234613088977,0.010709910529393157,0.013665655505047909,0.01245519801979676,0.01348573821287274,0.013184348724451721,0.014661110402016262,0.01056660739692503,0.013301310000979597,0.011557188099027393,0.012169661335445756,0.011633774473813089,0.012353224577426065,0.013004156891675354,0.013830175480964943,0.012423767081294921,0.013029142130112789
B6-A0X1,0.010137246983275698,0.010175024555395712,0.012380817710692004,0.017818836911922202,0.0167817759953246,0.010050025023445647,0.010030193527129421,0.01016786376899612,0.009933058916679848,0.009973691403765344,0.015736774972822526,0.010166275684485963,0.013842908208674806,0.010480872799129147,0.011623832503517373,0.01138874561802786,0.015305109756298837,0.017129359209417085,0.014721972128048632,0.010866088724961875,0.010844841929777655,0.009988903901825063,0.010678454568786494,0.011108462097357791,0.010020470902384518,0.01010255109178713,0.015934379065012577,0.010221779317910355,0.5815813418025528,0.011547189837160002,0.010517947434499578,0.010034890936904801,0.009922921122585814,0.01092703917238121,0.0117355857393839,0.009853766573925584,0.010411063996128817,0.011040698780036558,0.010469183120223512,0.00990195313906319,0.010568292277584306,0.012239085647563576,0.01709676644045291,0.012102371641673298,0.013479940493383535,0.010878885797150017,0.01024420465598925,0.0136614820231315,0.011099649725667411,0.010145354887648537,0.015075421161935627,0.009885761680483126,0.012041550603132865,0.01749307747104513,0.01001413782812215,0.010442361662701401,0.010705269846902343,0.010114028153853358,0.010060363319668992,0.013226989826444643,0.014331370798952286,0.01735417701898275,0.010050519537413972,0.013613019837871838,0.009890276665774161,0.009919857140074685,0.009876970701073677,0.015963513628026574,0.01016705747847282,0.011489862236994405,0.01051852989790793,0.012941653544528541,0.010239532894843747,0.009961838116914899,0.010069469725744707,0.010309169239437324,0.00992392807276758
