Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AR-A250,0.30628753,0.39874512,0.28951848,0.2622235,0.7054396,0.80388486,0.36874506,0.46094555,0.40802264,0.48743698,0.52960455,0.39420968,0.5780787,0.38243976,0.73021454,0.7408962,0.33296075,0.6434927,0.43706673,0.5850457,0.24848734,0.6128859,0.6526431,0.5540797,0.5587357,0.48551956,0.5107006,0.3989998,0.81565535,0.42445862,0.52839965,0.7189983,0.8709426,0.49512714,0.41621703,0.5484064,0.4461981,0.30487755,0.30833712,0.5014924,0.5764838,0.77287674,0.79491305,0.76008,0.7137716,0.6210054,0.8472437,0.36879683,0.55056465,0.4091167,0.6835736,0.5565103,0.35386613,0.5649626,0.7187745,0.7474181,0.61580926,0.73746103,0.3482548,0.23017533,0.5882174,0.5141261,0.381353,0.54520243,0.43547168,0.49154323,0.47557652,0.47984803,0.7448429,0.7101859,0.74282885,0.7207483,0.78759515,0.82466745,0.3711061,0.6688675,0.57571435,0.6883855,0.41735685,0.1983488,0.43790635,0.49169964,0.5201126,0.77777916,0.8106148,0.43491185,0.38920408,0.39201492,0.7551237,0.47052145,0.5517996,0.46225372,0.51533914,0.4569558,0.51278424,0.52394336,0.71120834,0.25953135,0.42254242,0.5628694
B6-A0IO,0.51053435,0.4832345,0.73996437,0.40894112,0.5542303,0.64676416,0.2926818,0.6949632,0.49262446,0.4648038,0.676496,0.71449304,0.4474386,0.67509174,0.4439845,0.2589344,0.33852398,0.8018416,0.5942939,0.6722007,0.5220325,0.46331,0.3452512,0.4107163,0.6219748,0.5162978,0.5480791,0.37888733,0.5923834,0.7861914,0.45719227,0.6157754,0.6920234,0.29432577,0.807168,0.7398383,0.6427903,0.56460536,0.48886508,0.576803,0.37888113,0.77908576,0.60365415,0.6106745,0.45658043,0.7842839,0.44812945,0.6229654,0.46347088,0.5710496,0.61887443,0.43980223,0.5327251,0.6308104,0.5371436,0.49663717,0.45277074,0.2579923,0.4305318,0.51339835,0.30437937,0.51803535,0.71482986,0.6043065,0.70027924,0.4280569,0.5397604,0.5137476,0.69385874,0.53032255,0.5192249,0.39547586,0.37819734,0.45718056,0.69226897,0.28545213,0.44210523,0.6854874,0.62422574,0.5912845,0.38071147,0.48346424,0.35564834,0.5752981,0.45928872,0.46731305,0.69943875,0.41275626,0.7643583,0.77275395,0.31961533,0.73662496,0.4756475,0.4126432,0.31803417,0.10857567,0.7570165,0.7231605,0.67051244,0.38935465
B6-A0RG,0.58942753,0.7400856,0.56620777,0.44025785,0.45243222,0.72106504,0.15328635,0.59587216,0.5699052,0.5739579,0.75788033,0.6221971,0.5892895,0.77414,0.6184291,0.27153325,0.5244697,0.6859232,0.5830619,0.52963394,0.4278047,0.44789287,0.4541004,0.4305811,0.6810148,0.57310486,0.5203904,0.56699026,0.63018996,0.68928134,0.2820752,0.7733503,0.67540264,0.25048926,0.6374724,0.72874504,0.5663466,0.62832546,0.5205454,0.76299214,0.4242807,0.6169835,0.81784415,0.6626389,0.46332863,0.75803775,0.49352032,0.3961789,0.50262386,0.41760537,0.6968656,0.6969438,0.17411987,0.60304385,0.4290759,0.753083,0.58215976,0.36099195,0.5094243,0.7026356,0.39213806,0.32547295,0.5781429,0.53431743,0.6309079,0.3240978,0.41831067,0.5257399,0.7872527,0.5524648,0.5206461,0.5043434,0.5882871,0.5875435,0.5825496,0.22390664,0.42331296,0.6878454,0.48532987,0.61302257,0.2501375,0.45789847,0.45473504,0.568728,0.50714487,0.32780245,0.3872749,0.45147932,0.66332495,0.7821778,0.57180953,0.7002161,0.36742377,0.43014956,0.634974,0.20010087,0.8391079,0.5215077,0.565082,0.24056423
B6-A0RH,0.74553597,0.49311906,0.70949095,0.41844076,0.77712375,0.6091604,0.18669763,0.3258022,0.18610036,0.27529827,0.6099783,0.51137716,0.40899807,0.76461565,0.4076189,0.41535106,0.6586659,0.86100733,0.5457712,0.53808457,0.800198,0.35882944,0.5533213,0.7572596,0.827878,0.772309,0.48378783,0.42261213,0.31218192,0.4482871,0.28143033,0.6986888,0.24787375,0.12024976,0.84092844,0.45105436,0.7439665,0.54128814,0.82527715,0.81234735,0.60327965,0.7152285,0.5823175,0.5325881,0.5945544,0.5023344,0.18415056,0.4904366,0.5402735,0.9368713,0.528584,0.72371054,0.27178878,0.8585068,0.2634462,0.8264472,0.71614325,0.332532,0.57631624,0.69080067,0.26723117,0.51121736,0.58431506,0.513035,0.6730116,0.39257365,0.3014214,0.36302295,0.4626325,0.19821343,0.44914615,0.5572626,0.6465402,0.5439249,0.5765978,0.4962582,0.67285144,0.47273326,0.36761695,0.8688067,0.27605146,0.6834896,0.7625852,0.5789525,0.66247433,0.26679826,0.52636206,0.58105934,0.5933976,0.6790139,0.63938195,0.7607592,0.5038118,0.30859286,0.49987882,0.14383112,0.8166465,0.5127957,0.566003,0.53086716
B6-A0RN,0.6013834,0.3478824,0.55968624,0.46602032,0.45846608,0.5113871,0.5314812,0.3880313,0.19563393,0.62051374,0.7143594,0.22069809,0.44370493,0.6979345,0.71029824,0.5081089,0.4925971,0.5810717,0.6265076,0.7271264,0.6318936,0.5724389,0.4622505,0.5220087,0.49761677,0.63665557,0.72316533,0.6430472,0.5380597,0.76814336,0.27738768,0.5567932,0.35760045,0.54311305,0.67576396,0.63224775,0.81013435,0.5792969,0.584417,0.47488227,0.45541126,0.59711075,0.7707135,0.71751803,0.39117444,0.402419,0.17147312,0.55181456,0.7142338,0.549502,0.4699894,0.525419,0.46386516,0.7520827,0.39251453,0.4402277,0.5190613,0.48137185,0.45911765,0.54941154,0.27767852,0.7307071,0.70863676,0.64782983,0.54713905,0.2922153,0.5528098,0.39948696,0.7567896,0.48013037,0.56036484,0.65695137,0.4138403,0.4996907,0.57804203,0.7243681,0.58950216,0.727709,0.71873564,0.79399604,0.2624697,0.57282585,0.2889065,0.42537072,0.53029567,0.6058378,0.7767703,0.33978462,0.6457304,0.356525,0.55187786,0.63073516,0.75643766,0.42167515,0.15556848,0.3218629,0.5960914,0.7094183,0.6667845,0.47509134
B6-A0RO,0.54507935,0.36981845,0.73976535,0.418286,0.56814826,0.70509666,0.36467397,0.87420666,0.59679854,0.17557411,0.65642107,0.50095654,0.45571214,0.7343808,0.59688514,0.296776,0.21790151,0.7367294,0.62704706,0.7910162,0.3750921,0.41183448,0.49984068,0.26444572,0.67840296,0.6793783,0.59051716,0.74042386,0.5633361,0.7615133,0.4920434,0.6231304,0.58213425,0.54333895,0.79538715,0.8139795,0.64596343,0.3610971,0.6675827,0.7508981,0.28605795,0.63986796,0.44488397,0.5372263,0.52293146,0.68482214,0.48147413,0.76349187,0.37139618,0.5726468,0.58171576,0.3949749,0.662848,0.5575374,0.6680871,0.41097453,0.5135416,0.4599771,0.7218642,0.46698552,0.47730643,0.36743787,0.8321586,0.6953714,0.7536789,0.43743467,0.22495392,0.5436808,0.7409005,0.49223968,0.6611894,0.5197717,0.50688875,0.52399343,0.7737772,0.39686614,0.42112875,0.6008846,0.6195781,0.5372365,0.29019746,0.4275581,0.44978318,0.6540981,0.45422035,0.5961006,0.6043811,0.47307226,0.7119283,0.49813455,0.62503344,0.6140669,0.53710556,0.37079835,0.26003626,0.33912864,0.82261795,0.6433579,0.61179996,0.47714466
B6-A0RU,0.6306656,0.6079274,0.43002403,0.6627271,0.33269686,0.29738128,0.7614967,0.74726903,0.51624787,0.7519934,0.5465035,0.54163325,0.76755834,0.7775248,0.28674513,0.505923,0.75493467,0.54920447,0.5179309,0.47111002,0.50387955,0.342332,0.31944445,0.5409083,0.75557804,0.8188263,0.6610425,0.35918283,0.38830453,0.41830546,0.70921874,0.3654368,0.25387928,0.685925,0.38558325,0.5512508,0.6084837,0.7766561,0.43273282,0.6980094,0.40926826,0.5112021,0.8134255,0.4443756,0.74939275,0.61479086,0.7822423,0.7205949,0.30438733,0.49644583,0.6875253,0.6432042,0.7379323,0.2784856,0.4038208,0.69521487,0.34457588,0.39646068,0.39793098,0.6793934,0.79571515,0.32931557,0.6031182,0.45989478,0.5480193,0.8573689,0.7678276,0.5009997,0.2679041,0.18056254,0.39318937,0.4259994,0.35564995,0.26955944,0.74701244,0.5148957,0.520239,0.6683562,0.40378353,0.6544508,0.5044306,0.8035715,0.62535787,0.142017,0.8384867,0.73929626,0.69496727,0.78362906,0.28224704,0.45577428,0.83193684,0.22778557,0.5982045,0.5945943,0.7292228,0.3328937,0.45576227,0.59277487,0.31318563,0.88739884
B6-A0RV,0.41194987,0.6123152,0.67479,0.5167581,0.52392936,0.72319865,0.81706196,0.73054934,0.44468412,0.57692516,0.45066422,0.3315334,0.4646571,0.68430156,0.57607573,0.4606524,0.5501745,0.40036792,0.7279744,0.76537764,0.5794108,0.6383488,0.35217482,0.5631634,0.6815814,0.4460562,0.5740151,0.8423017,0.6910144,0.64798725,0.67789584,0.6532164,0.56001455,0.74438417,0.52528965,0.69401264,0.43734205,0.37087685,0.5232276,0.4795056,0.36427063,0.5317185,0.78826725,0.4163727,0.27048042,0.48727298,0.29557472,0.5684112,0.6344156,0.5513572,0.37395293,0.41510555,0.47217512,0.50394607,0.60603094,0.30272406,0.5151077,0.6207909,0.56322,0.5117567,0.43870384,0.792441,0.83609986,0.7465788,0.42610863,0.47599155,0.8282118,0.43941426,0.53260446,0.65718085,0.5919973,0.45612603,0.5177272,0.53441226,0.49908298,0.46711692,0.36458036,0.71700615,0.82700956,0.5290942,0.55969024,0.5534564,0.46343878,0.570063,0.70801264,0.6703319,0.76639485,0.3875523,0.4649495,0.4366392,0.5323564,0.669691,0.5465485,0.546291,0.3835241,0.3560786,0.58383065,0.5492163,0.58249176,0.64109224
B6-A0X1,0.7926569,0.7126991,0.50247854,0.84422904,0.51277137,0.6357974,0.7119375,0.7703864,0.9263536,0.80784225,0.54808605,0.68088484,0.70255625,0.12332024,0.3358565,0.5174517,0.66435987,0.6531319,0.3627033,0.35451463,0.7597065,0.47629333,0.49091876,0.53342944,0.69004375,0.67896295,0.15757507,0.36703554,0.47936243,0.2745826,0.91373146,0.28905126,0.5830297,0.67190975,0.5118612,0.479743,0.2452227,0.5722593,0.69294465,0.611743,0.36849713,0.30326235,0.36019844,0.2803104,0.81411266,0.9231136,0.86028934,0.6350037,0.14212273,0.7194544,0.4531748,0.5913933,0.80913776,0.25063986,0.36614913,0.7670618,0.56911236,0.7335676,0.526515,0.90940773,0.6674347,0.23676051,0.43609363,0.48783436,0.3085057,0.67387414,0.81651694,0.7138942,0.39146698,0.6169211,0.18810697,0.31095704,0.52850825,0.45047143,0.89621013,0.46679333,0.45803642,0.22370099,0.23440443,0.58607733,0.61394656,0.38302547,0.86555386,0.25696975,0.5054161,0.69098943,0.14409964,0.788371,0.3276793,0.76175857,0.65331644,0.6625057,0.5633355,0.9145392,0.8808743,0.82421273,0.5145616,0.8111433,0.44469097,0.7849034
BH-A0B7,0.35385376,0.52882457,0.5118653,0.29441926,0.7519136,0.57867914,0.6219201,0.55767155,0.2393021,0.11910288,0.42337397,0.72646934,0.6894797,0.7795664,0.82237947,0.64143264,0.4504881,0.6005259,0.36558464,0.39313143,0.46471983,0.5596876,0.573982,0.53393203,0.44888827,0.7100889,0.61353475,0.5850651,0.39530152,0.32245183,0.50624293,0.6867926,0.41771853,0.5305309,0.6289836,0.3127701,0.16418426,0.26951557,0.80137026,0.40852576,0.7487135,0.7725216,0.5192464,0.382742,0.6956118,0.18680549,0.44059813,0.7770792,0.7013466,0.5835774,0.3878901,0.66756773,0.50785714,0.4597271,0.75266516,0.7535411,0.71322244,0.7937847,0.68129843,0.18762739,0.6755491,0.7562699,0.42361018,0.67223835,0.65416944,0.5780246,0.23368932,0.30102015,0.32291293,0.7668041,0.7376902,0.54443336,0.8857417,0.7139052,0.37133217,0.81459975,0.92053246,0.41097227,0.31507105,0.5599724,0.54613364,0.4791151,0.735507,0.8316889,0.8131645,0.22892171,0.60571134,0.75686157,0.43968564,0.34959918,0.7779723,0.38353595,0.51292646,0.5050415,0.6248188,0.86031914,0.43226182,0.55957794,0.34843042,0.8157588
BH-A0BT,0.56366307,0.620003,0.740545,0.54062533,0.61152244,0.6003941,0.4031604,0.5572587,0.23880266,0.4219536,0.6743007,0.39591995,0.33591893,0.8900267,0.38502243,0.50107855,0.64595175,0.73759866,0.57847565,0.69484365,0.532028,0.6862695,0.5414057,0.77748054,0.7170263,0.60626304,0.62565863,0.4483347,0.51112735,0.6992522,0.20811474,0.67577744,0.37264055,0.19538152,0.698301,0.6954381,0.81056964,0.3962419,0.79760104,0.6212518,0.51580685,0.7729123,0.63675416,0.49678737,0.28344914,0.6652334,0.20306575,0.631535,0.7105171,0.8076675,0.5626622,0.7419603,0.41596878,0.6802979,0.3430055,0.603401,0.41720557,0.27998558,0.6500387,0.674704,0.35042867,0.63734925,0.76465136,0.7643854,0.5275273,0.38627684,0.44610155,0.4762725,0.6924998,0.26918635,0.4973881,0.27761376,0.43219373,0.5204464,0.49895135,0.3168903,0.44134128,0.5496187,0.5916964,0.76755786,0.26082194,0.5405223,0.6919066,0.3441519,0.59659946,0.5178365,0.75925046,0.473056,0.47731432,0.60797346,0.7490891,0.7400312,0.54141635,0.24514464,0.22440106,0.19944935,0.78255165,0.7230935,0.67171854,0.5095086
BH-A0DP,0.5635399,0.5713024,0.6904903,0.62873995,0.48538506,0.3298203,0.71152544,0.503687,0.31420073,0.52885044,0.69942313,0.3632732,0.55559576,0.7583242,0.7414779,0.45804682,0.6942782,0.5481194,0.6958393,0.535758,0.7982221,0.5795589,0.65435386,0.4674256,0.40850973,0.42079166,0.7052138,0.76238406,0.40546772,0.70386356,0.30924678,0.5605153,0.34455124,0.69951236,0.5442134,0.52654445,0.5707943,0.68683183,0.6655538,0.31566164,0.61093,0.24096695,0.48251238,0.5890157,0.5423494,0.3495302,0.3111183,0.6993943,0.60084355,0.55364156,0.34383357,0.5326052,0.73432183,0.6418296,0.60261697,0.71926975,0.5237081,0.6283308,0.7350718,0.51533616,0.40862507,0.850814,0.63302577,0.67435217,0.60218155,0.28918752,0.4506544,0.21412537,0.5785068,0.49659416,0.5937216,0.51362103,0.57001007,0.4028957,0.55561805,0.48667818,0.47537422,0.591403,0.5629969,0.6463627,0.5063269,0.47370994,0.37912297,0.53454953,0.49265552,0.5778983,0.6662861,0.66746795,0.45832908,0.55264926,0.41452816,0.60637665,0.76450187,0.45236236,0.49159074,0.68276596,0.5042156,0.6574965,0.6083802,0.51404124
BH-A0DT,0.6404554,0.51758426,0.7458422,0.29028243,0.4751279,0.41030428,0.4878223,0.5752771,0.422214,0.69998944,0.8198468,0.5354707,0.54021955,0.756313,0.7054552,0.6010736,0.6409749,0.4248231,0.6838428,0.49796718,0.78874964,0.830732,0.5278261,0.6112194,0.4478189,0.48591566,0.7548771,0.7409986,0.4655561,0.79494494,0.2996733,0.5023643,0.42505145,0.7747682,0.49622643,0.39817086,0.77207434,0.6949588,0.7257944,0.34410924,0.6442005,0.56121135,0.74484664,0.7620698,0.18591154,0.29060256,0.12308239,0.5101483,0.8607302,0.7251457,0.4847601,0.60841334,0.64150715,0.67810446,0.5059344,0.38129234,0.6672623,0.74275404,0.69409335,0.69370425,0.27687365,0.8277283,0.53814757,0.4205482,0.7193437,0.49636608,0.6085732,0.39863935,0.62110645,0.5259506,0.47081906,0.57715696,0.34571266,0.35899162,0.4017435,0.46956897,0.68095875,0.7291317,0.7057135,0.8001493,0.32410643,0.7295283,0.2681828,0.64499587,0.50289375,0.43199962,0.69378996,0.47523826,0.39028597,0.3770005,0.36581495,0.5343148,0.4609641,0.5644254,0.3673228,0.44745728,0.36005914,0.7928225,0.7573126,0.36851847
BH-A0GY,0.676996,0.38901654,0.6199516,0.6224712,0.4787034,0.6725239,0.42126608,0.6256373,0.40341848,0.41418836,0.6668429,0.6647079,0.64011645,0.40015924,0.57839304,0.63706696,0.5653337,0.53885245,0.52892345,0.64042056,0.4681059,0.6491705,0.6879479,0.5381994,0.7199718,0.7240846,0.6172398,0.71268487,0.6016711,0.3616962,0.3474813,0.67419326,0.55602086,0.45832253,0.43545642,0.77348375,0.6387994,0.53979874,0.41384125,0.8583961,0.45513517,0.49834114,0.7796034,0.66630334,0.72969115,0.79386616,0.5867515,0.48468113,0.37498367,0.6178404,0.738385,0.80175483,0.5303024,0.55746526,0.7479496,0.5891801,0.49484792,0.64224494,0.7498725,0.6605877,0.4961365,0.46770346,0.5334017,0.7031457,0.3136976,0.37075314,0.7144078,0.5345564,0.5404175,0.40237778,0.27586973,0.71902627,0.6873945,0.54221016,0.31149948,0.30432123,0.39096826,0.43581977,0.58858275,0.53485,0.46081966,0.7238716,0.5429059,0.6291442,0.4674315,0.2532162,0.38425773,0.5117754,0.51902723,0.5533631,0.7035769,0.4510467,0.45225763,0.6271,0.6778464,0.33704993,0.7409853,0.25616163,0.68811536,0.45353046
BH-A0RX,0.5552014,0.74516463,0.7650803,0.49209422,0.66549325,0.45868745,0.4545344,0.70808077,0.49985415,0.37899494,0.4110435,0.74487907,0.5556556,0.71188664,0.31031173,0.6331457,0.7808039,0.5949044,0.52564424,0.42766184,0.827596,0.5555575,0.43978035,0.66299844,0.52895766,0.6964773,0.3598711,0.3254181,0.45570678,0.3721227,0.54254115,0.45737886,0.21876577,0.4573937,0.6766531,0.27873388,0.46389073,0.48879072,0.5646303,0.6088666,0.4244662,0.44373748,0.43165135,0.59384376,0.5435232,0.64622706,0.36093992,0.7580571,0.32435113,0.6550217,0.5510984,0.65687996,0.57100576,0.3615352,0.56251276,0.6232946,0.41653818,0.38807893,0.46720397,0.6295845,0.60592955,0.73480105,0.51266825,0.69397795,0.36177856,0.45256615,0.4890597,0.41901326,0.27474302,0.33583868,0.43213794,0.34278512,0.8558767,0.50394624,0.6477051,0.33127895,0.4326349,0.505829,0.31870678,0.7918385,0.42566037,0.5728828,0.5271209,0.3885407,0.7697444,0.2966217,0.6684514,0.63298917,0.3067969,0.77860194,0.7562755,0.38369074,0.46895587,0.522223,0.7035667,0.39571774,0.58468735,0.63441765,0.4908536,0.6754771
BH-A18M,0.41528326,0.4806487,0.6575855,0.4444096,0.4807124,0.40189278,0.70458764,0.50058603,0.32873788,0.6110982,0.802587,0.43630433,0.50919133,0.664574,0.70884216,0.6468594,0.69255555,0.27107427,0.77471113,0.5392759,0.78648484,0.6851543,0.50878966,0.50826037,0.40379292,0.5189652,0.7190029,0.68385565,0.6117033,0.6681162,0.3773519,0.58535355,0.58652735,0.71953,0.39580226,0.6730263,0.6728869,0.6556999,0.41194063,0.5134068,0.67709553,0.36922547,0.6546378,0.8804317,0.60735756,0.34932438,0.38153854,0.56749284,0.45004925,0.5000316,0.5768292,0.6227656,0.7312894,0.6289995,0.63922644,0.6278914,0.49833366,0.7260934,0.72630394,0.6201681,0.350075,0.5506023,0.4535503,0.5662956,0.50385565,0.3755653,0.60417897,0.24307582,0.6976226,0.42063877,0.6248728,0.7705997,0.62935305,0.42303312,0.2810276,0.51856893,0.52120847,0.64693856,0.7356144,0.71035236,0.2936186,0.63200366,0.33545446,0.51151496,0.39051294,0.4582867,0.52023935,0.4446633,0.50311685,0.5668862,0.32817438,0.5616983,0.7470904,0.4781214,0.5401011,0.50498754,0.57304585,0.48620057,0.72560906,0.42554352
BH-A1EO,0.5217087,0.561091,0.61334884,0.7419334,0.44377932,0.56969947,0.6396098,0.12941554,0.2261791,0.4883239,0.7727134,0.28995478,0.8086459,0.397144,0.7478912,0.8289194,0.7249322,0.29853025,0.5800148,0.5084388,0.7720542,0.8549872,0.84501314,0.739524,0.4230618,0.3110993,0.76884234,0.787135,0.71736217,0.31455594,0.25480312,0.4531541,0.47979003,0.5991736,0.32159787,0.58027184,0.74580777,0.8789467,0.283974,0.2716177,0.74591184,0.42493525,0.78417355,0.7984903,0.60831356,0.47506607,0.6651598,0.21453437,0.65589595,0.5724763,0.74754095,0.6697444,0.6628315,0.82695115,0.63351595,0.61368185,0.51867783,0.80833155,0.33601576,0.43980646,0.48831838,0.6881787,0.21653494,0.53835505,0.2800197,0.36930352,0.8482113,0.36827224,0.6070357,0.4396435,0.67011136,0.6615014,0.3919142,0.28965667,0.32748243,0.45750093,0.6261846,0.6102736,0.66165274,0.6626413,0.47109452,0.71298397,0.60352635,0.6958072,0.35492477,0.35616684,0.43514788,0.2547853,0.5147299,0.44758594,0.28565302,0.29456073,0.75087035,0.5741216,0.46594107,0.5120357,0.5832809,0.33236492,0.6653343,0.3938165
BH-A1EY,0.5435974,0.3549828,0.6377015,0.65290797,0.72488666,0.7028324,0.40290058,0.52343565,0.27073956,0.22838232,0.5707405,0.40806216,0.54239374,0.57278264,0.63419,0.52482104,0.44048,0.47684565,0.61051506,0.5463097,0.68295026,0.68563807,0.71115524,0.5380647,0.5813645,0.47068512,0.54433584,0.7529128,0.47504336,0.34022367,0.33286536,0.6887654,0.477206,0.43619293,0.71225595,0.4806019,0.45020017,0.56454587,0.46701926,0.7842989,0.78292966,0.42612332,0.30667588,0.64627546,0.43707204,0.4073041,0.53766096,0.35239437,0.6276186,0.72163475,0.622928,0.6287069,0.61884546,0.8015069,0.63675237,0.36227876,0.68364596,0.64559805,0.82361907,0.43112296,0.5050792,0.5212431,0.57648593,0.61862034,0.639369,0.32137674,0.51554173,0.4768156,0.5450324,0.4278906,0.659515,0.68342054,0.6187243,0.44427848,0.3704059,0.5115241,0.6187246,0.53227496,0.6883298,0.6302974,0.3603027,0.6409106,0.56109995,0.8297398,0.35853407,0.41713846,0.5142569,0.48664176,0.6293917,0.42427516,0.32306197,0.44878122,0.66867614,0.4835974,0.4267925,0.48330808,0.5788468,0.5003396,0.60395926,0.3975351
BH-A1FH,0.24105902,0.8238754,0.3261116,0.4198358,0.13936332,0.54943025,0.83889127,0.5041538,0.26166928,0.17747997,0.71811914,0.48066774,0.89710385,0.62357205,0.77725524,0.7476086,0.61482525,0.23553257,0.7697145,0.44735235,0.65403664,0.615451,0.6599569,0.3274485,0.381058,0.59654355,0.7420827,0.65427434,0.70095646,0.41784418,0.52051973,0.41891032,0.43239808,0.91344506,0.32652408,0.610371,0.46685904,0.74690586,0.16368541,0.15645897,0.50248045,0.34499276,0.8183085,0.76149344,0.49315235,0.3079761,0.646587,0.7211534,0.7144502,0.21337973,0.58267254,0.33112136,0.6521801,0.39403546,0.7799612,0.46765327,0.36988312,0.8840558,0.378888,0.22639629,0.47053844,0.7465025,0.41348127,0.6486423,0.4260402,0.46720368,0.7103479,0.1828417,0.3392254,0.68932986,0.80984735,0.6613414,0.59622,0.20179439,0.48553324,0.7115594,0.7224399,0.7484108,0.6769054,0.5859092,0.29849094,0.4751898,0.26784056,0.4163611,0.74622756,0.4839936,0.7990309,0.7011837,0.34422162,0.263416,0.5495917,0.20055956,0.83895934,0.65430903,0.4236158,0.68288136,0.38622642,0.31603527,0.3851413,0.67192465
BH-A1FL,0.651481,0.34361923,0.35294494,0.42348525,0.39299542,0.6084068,0.70405483,0.6214602,0.32184198,0.72463256,0.5525613,0.11980127,0.24542835,0.7033091,0.69728506,0.6074963,0.5823185,0.29869738,0.6698589,0.79151636,0.47408485,0.76113796,0.44198823,0.46775872,0.46938112,0.54295963,0.6896049,0.8394333,0.5931785,0.77188945,0.4680694,0.7249856,0.62256557,0.6895237,0.4771567,0.65388834,0.83461314,0.55271345,0.6461575,0.38342074,0.5901881,0.34942067,0.847309,0.5846047,0.19976033,0.33717993,0.16121614,0.53309333,0.84212184,0.6575964,0.25316337,0.5076105,0.5531695,0.63291013,0.60949457,0.24755841,0.5204679,0.60843873,0.7184154,0.7788569,0.27795577,0.7938491,0.75920117,0.63633585,0.50698376,0.42839384,0.8162466,0.53338736,0.74577713,0.64797056,0.5074277,0.6278087,0.2190571,0.5177154,0.5103442,0.73445445,0.5772543,0.68311584,0.8227256,0.6575575,0.58778816,0.4235939,0.19292215,0.37765202,0.4749273,0.79968,0.8043119,0.29809028,0.65262544,0.41657165,0.47414553,0.80320734,0.6019655,0.60264826,0.26127383,0.52478755,0.38387883,0.77949506,0.6175532,0.5736294
BH-A1FM,0.42209876,0.29400894,0.21747589,0.35813782,0.48447326,0.6654501,0.23325555,0.19722848,0.4595729,0.7159997,0.7084351,0.41188818,0.74562,0.22091103,0.5627607,0.6808359,0.18767565,0.67310786,0.43228352,0.47326672,0.4279985,0.60971653,0.9010505,0.30305424,0.6276629,0.13619125,0.616686,0.29429355,0.6070466,0.39555073,0.2959865,0.5429064,0.865584,0.50852275,0.41438514,0.66026235,0.46222562,0.7752508,0.18312919,0.55659544,0.77108544,0.8225301,0.69949836,0.850544,0.6641871,0.7654167,0.8121335,0.111706086,0.38874546,0.58022714,0.756172,0.4444861,0.5730354,0.81746656,0.75550556,0.6871167,0.70358574,0.5373327,0.231821,0.22674586,0.33254138,0.18093154,0.25619185,0.4928462,0.7761812,0.6353658,0.55403966,0.80001885,0.9017349,0.6241689,0.3698527,0.9024881,0.34233087,0.40241647,0.38274893,0.3656255,0.63859844,0.49332923,0.5333159,0.21472324,0.6564497,0.7096584,0.540099,0.92399913,0.31139886,0.33797994,0.17717601,0.22544171,0.7924942,0.73240244,0.22480711,0.42188722,0.33130503,0.68740904,0.7696111,0.5176549,0.5132866,0.21369287,0.43985885,0.21808083
C8-A12Z,0.73873115,0.29792982,0.20353304,0.44556558,0.7017539,0.64072853,0.18344852,0.18110776,0.17607392,0.23563269,0.3571287,0.23129459,0.43204588,0.54519826,0.73471147,0.5907399,0.19286461,0.8758888,0.14566553,0.50710714,0.20638955,0.3796278,0.68095344,0.5041987,0.82200116,0.8311647,0.6250629,0.6054864,0.3614568,0.22977555,0.50147855,0.6907792,0.6634295,0.21948496,0.6846654,0.5850767,0.59647524,0.332173,0.8735174,0.6601029,0.79630196,0.8187439,0.70695156,0.3315149,0.82749045,0.36686152,0.4295947,0.37623867,0.6690456,0.90816,0.42960888,0.6293527,0.31873858,0.78503543,0.53470784,0.8721421,0.8637936,0.6126941,0.55972123,0.3206609,0.4074255,0.49590945,0.37981898,0.3701593,0.8889121,0.7545041,0.22114736,0.60931146,0.3885344,0.67243457,0.5288616,0.58497757,0.56433004,0.68917274,0.60469997,0.87674916,0.8813194,0.25169268,0.25176427,0.57357496,0.53405404,0.51807743,0.7808629,0.7603836,0.5847127,0.48379362,0.31771016,0.4808753,0.7614478,0.31970572,0.8572007,0.77262825,0.17440471,0.6410486,0.42859897,0.45631212,0.6239345,0.350967,0.3130619,0.6521458
