mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.9380288461538463,0.03074871611790332,0.9175033568090003,0.03909722179859864,11.252629828403798,2.027686950456611,0.014994169175772695,0.011513090914924126,51.6,29.493050028777965
