mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.8760096153846154,0.055542143762442306,0.8280643650741274,0.06740007559811799,14.8301617513932,3.152938558090188,0.006919723634247357,0.011439261761136275,0.6522741780897807,0.05571667267930317,0.18001840338006161,0.03830659760535969,23.2,6.305553108173779
