,A1-A0SF,A1-A0SJ,A1-A0SK,A1-A0SO,A1-A0SQ,A2-A04N,A2-A04P,A2-A04Q,A2-A04T,A2-A04W,A2-A0CM,A2-A0CP,A2-A0CS,A2-A0CX,A2-A0D0,A2-A0D2,A2-A0D3,A2-A0EO,A2-A0ES,A2-A0EU,A2-A0EV,A2-A0EW,A2-A0EX,A2-A0ST,A2-A0SX,A2-A0T0,A2-A0T1,A2-A0T2,A2-A0T3,A2-A0T5,A2-A0T6,A2-A0T7,A2-A0YC,A2-A0YD,A2-A0YE,A2-A0YF,A2-A0YI,A2-A0YJ,A2-A0YL,A2-A0YM,A2-A0YT,A2-A1FV,A2-A1FW,A2-A1FX,A2-A1FZ,A2-A1G0,A2-A1G1,A2-A1G4,A2-A259,A2-A25B,A2-A25C,A2-A25D,A2-A25E,A2-A25F,A2-A3KC,A2-A3KD,A7-A0CD,A7-A0CE,A7-A0CG,A7-A0CH,A7-A0D9,A7-A0DA,A7-A0DB,A7-A0DC,A7-A13D,A7-A13E,A7-A26E,A7-A26G
A2-A0EV,0.014566405261225105,0.01522944429916662,0.010971760763363255,0.011276767213489722,0.014456657295118703,0.015286191239347324,0.011269389176429265,0.012931456088430035,0.0109974554450913,0.012555424747295037,0.011448008440189256,0.014514350113828825,0.015025114631420153,0.013586645590199647,0.011115164349215462,0.011306869089757168,0.014796260138041507,0.015261195291172949,0.014700049571772008,0.01492546547414199,0.5770221047741735,0.015764843828548387,0.015726634433949355,0.012896637054533169,0.011941682186801486,0.01131193693211292,0.012926294444923861,0.011703978920356725,0.0142235123022159,0.014558450302591064,0.016986378004055662,0.016568679759891167,0.01516981391146216,0.01531028852157679,0.011325753261426104,0.014404375870109945,0.017705428919337095,0.011321210184087976,0.016634660694762497,0.011432152620483662,0.015299756996653781,0.014167113376231832,0.013902589925604319,0.014525196679052211,0.015118201587928863,0.015234076182298623,0.01267905128088629,0.01545715742814274,0.014429880782578793,0.014608516783957316,0.01518965314127458,0.014731269943931029,0.014382999450677643,0.013397235692107021,0.015143181206034143,0.014570841846759237,0.01574578025262991,0.01102436933319731,0.0172696443326574,0.015314697667054379,0.014122336295094802,0.011522931315374976,0.015074074533340379,0.013765613095791697,0.011385750478754824,0.011224883326994013,0.014522994429677381,0.01404037343691171
A2-A0EW,0.014715088199902193,0.014694440239930051,0.010812867405470104,0.010865564401813355,0.01398074350682545,0.015166037057154594,0.011078461328793233,0.013311172190304109,0.010782992909069793,0.012483311511507549,0.011232516459954326,0.015121326452197423,0.014600521417346315,0.012431059829016676,0.010908566408726353,0.011144133401289634,0.014667080195546788,0.015089840719370654,0.016945670687306374,0.01582951282300705,0.015764843828548387,0.5742020809421924,0.015658195439866896,0.013067923787796663,0.011682556687376989,0.01106035584240131,0.012439996219481712,0.011203141885523044,0.015123148171181926,0.01471302215447014,0.017355132461435996,0.016259298483066224,0.015032566341765278,0.015831203875829897,0.011254820698745328,0.014377129380117353,0.016886734879203343,0.010936520614791199,0.017887647100336763,0.011029929793886041,0.014569516576819368,0.015356864329208287,0.01346490979869886,0.014034809923597532,0.01580787576385667,0.015624930986293913,0.013379630676126327,0.01404398733269923,0.01611034357866635,0.013163006232448524,0.014271221707453437,0.013424776423663113,0.013993759181901131,0.013742727141988393,0.017559181687488247,0.015128020981761216,0.014836570441745339,0.010822655608996864,0.016959570128164125,0.014926830126838635,0.01656162144986106,0.011315071418329579,0.015550023656843902,0.014748329903971213,0.011327902837208536,0.011136466262417545,0.01543670308949196,0.01319727020087607
A2-A0EX,0.016107802973869108,0.015717976820080592,0.011109783187124345,0.011164322467137007,0.014573968532223449,0.016248476516237214,0.011559014238870721,0.01405059493812496,0.011067801202732847,0.013448916265115013,0.01148780007883991,0.016744657499720397,0.015527070628665467,0.013761952459568787,0.011301623613725973,0.011540208834642456,0.015099239958422788,0.016608139594866744,0.016784433504280265,0.015527969303549227,0.015726634433949355,0.015658195439866896,0.5720195422340631,0.013394899119895047,0.01185927659724166,0.011532947272517087,0.013709341053165684,0.011662501562632708,0.015114499277943214,0.015519772099003157,0.01559825033149526,0.014742591305910907,0.014931020372158793,0.015106678216475222,0.011527178285888087,0.014198840506046787,0.014360800058123194,0.011399187938290402,0.015846025363450113,0.01120661830081433,0.013813644328041545,0.014975040835190485,0.013273160942642394,0.013968491642400323,0.014817599830888518,0.015317016486036453,0.013775820581439596,0.013971835604170087,0.01523853937485326,0.01333536767291726,0.014148525976409091,0.01505786491492945,0.014566201710842896,0.01374722350956073,0.015626266062595894,0.01563936536066937,0.01567812148871578,0.011170121066677382,0.015470699742656295,0.015045464733898587,0.015070538548357229,0.011800675234700807,0.015172265264793462,0.014634042975668674,0.01182786176428382,0.011372160205424213,0.01575726894169399,0.013726031242772968
A2-A0ST,0.013011864304953755,0.012601745288940694,0.01424252450353149,0.01395295373383773,0.01310956199216115,0.014317857007368633,0.014339403035891748,0.016148714401460616,0.015560720514018623,0.01430325261737771,0.015309302749304445,0.014037488881639323,0.013895735122702932,0.013404578748894955,0.01606253861815135,0.015611525445406978,0.013815750843288038,0.013817609906358705,0.013804511930669125,0.014144418054981579,0.012896637054533169,0.013067923787796663,0.013394899119895047,0.5702891062525933,0.016882808993106763,0.013934847439667667,0.014239230788545065,0.014376416445361272,0.01289986521861156,0.01379419454599785,0.01377671735266324,0.012736695804936683,0.013368275188684501,0.013808513488880075,0.013812242670064659,0.012934476770228989,0.01311801079222097,0.013851764123642887,0.013089091332877695,0.015320653332196706,0.012527736718470016,0.012590680140293862,0.012305172056629727,0.013207728672435932,0.013467707518274287,0.01288257661330374,0.014834947812798113,0.012501003846047978,0.013256960167409298,0.012742434184704847,0.012868030625151454,0.014282219516065967,0.013401602013765536,0.016405516117152442,0.01305491406188166,0.013742219400099679,0.013708889993061591,0.01419875926187829,0.013577246901008214,0.013759484669841452,0.012620276121915942,0.014006564192613188,0.013821766887452321,0.012491013297254654,0.013829229803145313,0.014075543304577446,0.013966289449649234,0.015115751433198725
A2-A0SX,0.012356230402248867,0.011551216079461104,0.0161896630504264,0.01644549478561578,0.011751214693079246,0.012203914807401586,0.016046123283218652,0.014730487673134299,0.017544040218714693,0.014127759509428038,0.018707951524762217,0.012136131759740192,0.012111155500160852,0.013533025155489478,0.015433058701724298,0.017223236024209127,0.01216666836899585,0.01202182217660617,0.011904392865421764,0.011920049251175659,0.011941682186801486,0.011682556687376989,0.01185927659724166,0.016882808993106763,0.5839915362550326,0.015165708873431305,0.014204443013269966,0.015657962995456416,0.01199740306669327,0.012079226392077265,0.012044304678576399,0.012478153475463861,0.011993365865035539,0.012132861419067342,0.01588120920996777,0.011998145434295622,0.011923975057649094,0.016355074324509618,0.011917968302960477,0.018757235907499066,0.011809461513665426,0.011494779112270335,0.012085152668092469,0.012078089119336517,0.012683512364463436,0.011753592946700218,0.014813237840677979,0.01142814327815414,0.011956206972091904,0.012638687341808608,0.012216133692339416,0.012905738354234027,0.012447360161195206,0.015206073436553552,0.011742616422491891,0.011964918775584702,0.011804990879641182,0.016318038580731616,0.012060627119620089,0.011927758167518305,0.011624091257357935,0.01663463563371608,0.01194218916506943,0.011424127864276074,0.015825215199459192,0.01749270535126648,0.012028837622996402,0.016807374069051792
A2-A0T0,0.012361052631028373,0.01127818564855671,0.015527060352232159,0.01843019716494071,0.011458213542139079,0.011764269129579726,0.01926072827266225,0.013980766887797078,0.018236362171766666,0.015384576981972955,0.018345985271915076,0.012025542272689376,0.01246390694420106,0.01655673386003291,0.017722168884662853,0.017475162939400855,0.012103481086941786,0.012200406231073239,0.011398103700964664,0.01145747330602014,0.01131193693211292,0.01106035584240131,0.011532947272517087,0.013934847439667667,0.015165708873431305,0.583020075524082,0.01613567134055901,0.01927584376084114,0.012035812113131893,0.011939110102900378,0.011341559055822193,0.011916724956889316,0.011402534149016381,0.011675263726340682,0.018522679272532348,0.011583345349810023,0.011391976163420643,0.019141423575720802,0.011124470378713641,0.016895153119852468,0.01154653388591946,0.011169562789328066,0.011837225166675947,0.011440054993189674,0.011474612448216634,0.011394960998241555,0.013758807636773333,0.011139255444601568,0.011246293537419834,0.012855131644661275,0.01140163660610024,0.013395996438562818,0.012138508829779467,0.013809788132742418,0.011206628661126337,0.01151972298205243,0.011506917474458646,0.019041067785255904,0.011313057539448034,0.01168585301337367,0.011300832861700118,0.019000283486942566,0.011668372636986484,0.011133021591527797,0.016961783465157948,0.017276705165100905,0.011554748909471318,0.013378705886449368
A2-A0T1,0.01408845589125848,0.012914104775831256,0.01312904495971506,0.014625312455819935,0.013164998283380271,0.013386617714255405,0.015594961548883596,0.01447382649122246,0.014240433594225338,0.0173479325165452,0.015002878590824765,0.01403318161015894,0.014006728467021655,0.018244722062458356,0.014233576236785738,0.014549461828608046,0.013562893252569656,0.013977216723244361,0.012829708526575802,0.012778632148075725,0.012926294444923861,0.012439996219481712,0.013709341053165684,0.014239230788545065,0.014204443013269966,0.01613567134055901,0.5811124638762271,0.01591491830100201,0.012460009920918598,0.013502813568380255,0.012803195943794827,0.013410547132710806,0.012519533958524568,0.013055174524743588,0.015091728085642232,0.012722069377003594,0.012762247082504698,0.015845977836200783,0.012565638143049639,0.014108348900202725,0.012825981435563353,0.012269013724425279,0.012488523673804697,0.01252039837259358,0.01262379899111704,0.012852195695531397,0.013023909861299768,0.012283492416117994,0.012465961300713937,0.013091154949872999,0.012348195242245867,0.014775155828217276,0.012762263013222294,0.014638572396196271,0.01265550793094556,0.012939717147781169,0.013094421176352792,0.015084271710038682,0.013035428892705862,0.01340969626104567,0.012362840806582514,0.015624050038816468,0.01303443813449513,0.012201833102839808,0.014255968733981106,0.013554555523486878,0.012778971012288535,0.013481903092873988
A2-A0T2,0.01219005106229413,0.011446561496934949,0.015984879482073933,0.017777597873916758,0.012032309086534186,0.012010675805874923,0.0191444696743652,0.014000972064540998,0.01822083095792886,0.016253835076137826,0.017896033371247448,0.01264338963343466,0.01263116554192702,0.015821296242785284,0.017864111611925287,0.017256914258316984,0.012193890753899927,0.011995691318244696,0.011559602381152195,0.01161771832281436,0.011703978920356725,0.011203141885523044,0.011662501562632708,0.014376416445361272,0.015657962995456416,0.01927584376084114,0.01591491830100201,0.5815220234461779,0.012115072141781359,0.0121849192431733,0.011450607114037215,0.012035754753584878,0.011587453452633808,0.011755965518264688,0.018388901773579724,0.012048424904510767,0.011335400176102569,0.01852993811131366,0.011248955033675477,0.016814069650364725,0.011605530679821143,0.011568644222022355,0.011545547728934336,0.011948483139070583,0.011615312572687414,0.01130648242069516,0.013335985260913879,0.011184144990856435,0.011398322938441046,0.01232205419260775,0.01148687684074276,0.012914350682883519,0.011838751682702988,0.013771549231043251,0.011323694284871132,0.01168827976717049,0.011586566753210965,0.01913901448322359,0.011539724842578966,0.011736084351593474,0.011789273890226822,0.01799006448711503,0.011692511570781616,0.011160830884247686,0.016517322195935956,0.016649518588145,0.01167132895057853,0.013649640867422434
A2-A0T3,0.013848346231389207,0.014998475636369335,0.011965831714006527,0.012802422565714153,0.014672210876213981,0.014047011508842954,0.011653006541693458,0.014998058684070517,0.011602426432887416,0.012506294662157663,0.011967671800948761,0.01399308767196822,0.01376977873945464,0.012587454630189147,0.01171240875144638,0.012406793808927404,0.014025274094892922,0.013820529643023678,0.01513279939010747,0.015868893560207407,0.0142235123022159,0.015123148171181926,0.015114499277943214,0.01289986521861156,0.01199740306669327,0.012035812113131893,0.012460009920918598,0.012115072141781359,0.5813246294178146,0.013929185264620766,0.013996571582165529,0.013941037242785358,0.016548467346986243,0.013821910302473038,0.01175987295104583,0.016228410166057382,0.013704520504317905,0.01167793977747002,0.014400912952435715,0.011685088595297023,0.015327725428411373,0.013997865779229984,0.013630753626955015,0.014633173196013797,0.015072668739315183,0.014091351081143922,0.015077089834558636,0.01494095743025381,0.014918957630359723,0.014188786814423886,0.014444673036510102,0.013376105139259624,0.015086353189344773,0.01300935961560586,0.013884716069704676,0.01421080865208603,0.014246664157481107,0.011901735770614682,0.013794171292853364,0.013879482463936582,0.016961156326830176,0.011828297328144156,0.013860019126614935,0.013621672411005807,0.01220877784790538,0.012193867077950192,0.014681729462297646,0.012804113786682354
A2-A0T5,0.016659945328763318,0.015174386039312433,0.011177322544626157,0.01181219502373351,0.01554477419787963,0.01648534904754003,0.012194779072930432,0.01368295071672282,0.011398663472008767,0.013451704445910359,0.01182533819073326,0.01628984331857533,0.017118420656365062,0.014247202538835048,0.01144157840219117,0.01159064375323461,0.018474902358785718,0.017116508572589888,0.015674044479515835,0.01564862214945529,0.014558450302591064,0.01471302215447014,0.015519772099003157,0.01379419454599785,0.012079226392077265,0.011939110102900378,0.013502813568380255,0.0121849192431733,0.013929185264620766,0.5634863498615427,0.015757439517318027,0.01452598544677183,0.014726931465962437,0.01664509668232847,0.011831212149912108,0.01387136742319486,0.01431333350370487,0.011509414129904805,0.015171539517767734,0.011447418199559377,0.013629792589582046,0.014125180714885622,0.013588063537661055,0.01462318714479473,0.014835946106397057,0.015867484582014955,0.01280489668982849,0.014846790033913128,0.014645944934367272,0.014235008254563085,0.013967798488054843,0.0141577578772753,0.013750050954675182,0.014664852029825336,0.015682769733795433,0.016476271396256188,0.016805805584626278,0.011604071814923003,0.014578706017497691,0.01743702148228124,0.013835701711697117,0.012048209930164703,0.016543356962356343,0.01481026601630237,0.011693411830653193,0.011694121606634906,0.015578479986049566,0.012905538015401449
A2-A0T6,0.014919318614342895,0.014585874468386575,0.010891716260570467,0.011055329453431255,0.01432216567177527,0.01631587757687073,0.011312700574887952,0.013647906403215365,0.01099728746161716,0.012877378162388648,0.011450505466835232,0.015856591883788938,0.015721687229794445,0.012789210041701063,0.011086687935787536,0.011373163970905216,0.01575093894171227,0.01635201374724444,0.016512195597399856,0.0158929701670655,0.016986378004055662,0.017355132461435996,0.01559825033149526,0.01377671735266324,0.012044304678576399,0.011341559055822193,0.012803195943794827,0.011450607114037215,0.013996571582165529,0.015757439517318027,0.5645200978113375,0.015939090863680665,0.014930074151263859,0.01697968389073144,0.011396187053722378,0.014123976982019042,0.01802656786165996,0.011140883761325777,0.017621521774998896,0.011232200826313217,0.014229555650374964,0.014546626672251654,0.013436567998093573,0.014140378674608321,0.01588413803600703,0.015771894939624616,0.012945794002086517,0.0143001986209769,0.015457283921987794,0.013391503314190041,0.014403232660499846,0.013492347643910933,0.013709197476838332,0.014924699009790762,0.01665920585074718,0.015763170771187246,0.01591605253880896,0.01103402634206795,0.01680015194025745,0.016238653167643217,0.01472846167716153,0.011621709988048814,0.016699178174485865,0.01406708481357868,0.011459636267686465,0.011379740945004897,0.01608681942715641,0.013598342628339984
A2-A0T7,0.0150346377113018,0.015254652038429182,0.01135205699990375,0.011590503084995953,0.013924550431386034,0.014735857273903271,0.012016450209994433,0.01286598288393357,0.011407780845645712,0.012665501687289889,0.012327250233087401,0.01480960063040693,0.014178851349076505,0.013748142614328648,0.011563840148969308,0.011710011539521498,0.0140870697116225,0.014660045116362486,0.01481575536584135,0.014356476664874312,0.016568679759891167,0.016259298483066224,0.014742591305910907,0.012736695804936683,0.012478153475463861,0.011916724956889316,0.013410547132710806,0.012035754753584878,0.013941037242785358,0.01452598544677183,0.015939090863680665,0.5761773975120608,0.013965354794309312,0.014812540934225866,0.011865638460545915,0.014089780259515128,0.016191969551948272,0.011867803657012168,0.01712187979066885,0.012373709310907515,0.01746353016406496,0.01474074953810685,0.014643983412290056,0.014684956620272391,0.014733688159815447,0.014257357624204974,0.012670641995502758,0.0138572506937144,0.014894390767462974,0.014016077415239917,0.014745676557290435,0.014399960752182306,0.01421316061708618,0.01313455475496592,0.01615266639848772,0.014809330284476362,0.014150512260712757,0.011685498006836232,0.01575769419911946,0.01421951270978113,0.01524625998609309,0.012384272083397214,0.01423405997869905,0.013706706164930957,0.012025392164037703,0.01153292044022439,0.013996499307787503,0.014019235002671888
A2-A0YC,0.013989754291530963,0.014343548193583376,0.011177565261653245,0.011316101099019277,0.014313680692072676,0.015038015784864184,0.011448743767094129,0.01563395608615577,0.011224601793419168,0.012551378056189465,0.011643477286046772,0.014568392973262023,0.014829838661722626,0.012506813620913645,0.011474075719202,0.01174049018458121,0.015174023157299665,0.014577200375048033,0.015552843999835149,0.01577722525259045,0.01516981391146216,0.015032566341765278,0.014931020372158793,0.013368275188684501,0.011993365865035539,0.011402534149016381,0.012519533958524568,0.011587453452633808,0.016548467346986243,0.014726931465962437,0.014930074151263859,0.013965354794309312,0.5719181893787492,0.015210365937022621,0.011469542321561875,0.019171995411155135,0.015043032826849545,0.011319684580240602,0.016117527289489685,0.011384625996006086,0.014055186794717045,0.014156932041734476,0.013748625368892695,0.014779427482125341,0.01744101725291805,0.015120044952949208,0.014192933683955095,0.015134203490507456,0.016910201265238067,0.013698777554769021,0.014992482352672944,0.013306157171856693,0.014579572739982897,0.013806443662897676,0.014723435628865035,0.015371003459372996,0.015366196926339955,0.011252573109255573,0.01459699314683727,0.01541917874257991,0.014971433026876764,0.011558811549106792,0.014913520572047933,0.01370320161302302,0.012280858409683274,0.011459944672638257,0.01531223027646655,0.012905705021972913
A2-A0YD,0.015601290313732866,0.014418314645146372,0.011000977099611307,0.01126921528059581,0.014761192221214034,0.016711461047572245,0.011555940853521313,0.013669685708736494,0.011179021438669445,0.013127926130656567,0.011755618334589657,0.016136856089488137,0.017076838786178314,0.01319208382607899,0.011218118925701147,0.011505404911500707,0.016816569396831488,0.016994987499379388,0.016338357592653046,0.015725209567005342,0.01531028852157679,0.015831203875829897,0.015106678216475222,0.013808513488880075,0.012132861419067342,0.011675263726340682,0.013055174524743588,0.011755965518264688,0.013821910302473038,0.01664509668232847,0.01697968389073144,0.014812540934225866,0.015210365937022621,0.5639476330665768,0.011841323639398788,0.014119594909442666,0.015440736981775973,0.011335042602548924,0.015838503214381676,0.011328753176772717,0.013514220933136013,0.014232895674345925,0.013321737262233633,0.014183790288103982,0.016047316035609993,0.01615298021807443,0.012870935020231927,0.014408188059013834,0.015221756241949297,0.01370137389279446,0.014527243301426455,0.01342481184479553,0.013677529526279694,0.014854636290143622,0.016939013021284977,0.016315622848008672,0.01661528025188977,0.011271554778860934,0.01591769675702599,0.017372105920992253,0.013991874426360316,0.012050634629312381,0.01752677321579861,0.01412390741702595,0.011620951454463764,0.01155493049807577,0.015898522094897838,0.013189382088771354
A2-A0YE,0.01208856221863846,0.011243302028385001,0.01602566723469446,0.018480463238373546,0.01134619795208424,0.01182917631738368,0.01757387334402192,0.013610835386338444,0.01813553519429737,0.016079830688358984,0.01739663643975252,0.011996648035709018,0.012365063808587907,0.015363244040851636,0.017143342929315193,0.017340546255691393,0.011852955376584328,0.011916681271577271,0.011487579901892551,0.011496047664837156,0.011325753261426104,0.011254820698745328,0.011527178285888087,0.013812242670064659,0.01588120920996777,0.018522679272532348,0.015091728085642232,0.018388901773579724,0.01175987295104583,0.011831212149912108,0.011396187053722378,0.011865638460545915,0.011469542321561875,0.011841323639398788,0.5864367931062499,0.0119129237847738,0.011292905540886551,0.019002802235089225,0.01118483035725475,0.017920080366600293,0.011483281711677677,0.011121752319414377,0.011661857446905831,0.011558116390612654,0.011709928537615565,0.011390431914430385,0.01429149727187446,0.011095535237454636,0.011363165277957943,0.0126836758531165,0.011453073382412315,0.012302672681035208,0.011669095447472553,0.01410937905966889,0.011340400739811804,0.011578827784930806,0.011469801266337662,0.019412421251678042,0.011388506431000226,0.011633147495041397,0.01131437002803904,0.017958334650000518,0.011682521795797787,0.011095840157280108,0.017105181814327006,0.016833960874500245,0.011589188779726147,0.013725516961804962
A2-A0YF,0.013513678421376813,0.01369986371681474,0.011388783001021831,0.011674510295801509,0.014391351456116603,0.013921852638750324,0.011576700064731922,0.015616000467906593,0.011429418144198653,0.012357810341427578,0.012179095143185681,0.01373316356122267,0.014193920404015233,0.012529105683203982,0.011684313040428933,0.011828744164931994,0.014403069014054415,0.01383782184214802,0.014738891995396713,0.015424323787105183,0.014404375870109945,0.014377129380117353,0.014198840506046787,0.012934476770228989,0.011998145434295622,0.011583345349810023,0.012722069377003594,0.012048424904510767,0.016228410166057382,0.01387136742319486,0.014123976982019042,0.014089780259515128,0.019171995411155135,0.014119594909442666,0.0119129237847738,0.576866911919448,0.015185608384846328,0.01183813124522474,0.014212711603126978,0.01192808938296475,0.014442175376604503,0.014564761688529708,0.014529499400194278,0.01516554971550464,0.017010507009645785,0.013972572917870659,0.014365879874496439,0.0153301475973054,0.015438174053159615,0.014577077321886742,0.015716392886018546,0.013322321192942917,0.014905741263809887,0.013154571196427125,0.014403352883301981,0.014069673813391565,0.014596101712859483,0.01189880231869622,0.01680505531607793,0.014698923610251283,0.014931232967829968,0.011707449688388775,0.014512604473871878,0.013772848320979554,0.012618177429228418,0.011595539147024377,0.015087271969100452,0.012844908880447752
A2-A0YI,0.014068193129147304,0.014166152481540805,0.01095290339758508,0.011089780004997976,0.013855120048078751,0.014441579747276192,0.011354571101796263,0.012953493097329589,0.011182426728889404,0.012331861812553805,0.011927400464074058,0.014116026606679433,0.014249203909122803,0.012923254027482347,0.011256344391076957,0.011802229179840217,0.014418359528175863,0.014601554425597345,0.015217439928052662,0.014444956369848815,0.017705428919337095,0.016886734879203343,0.014360800058123194,0.01311801079222097,0.011923975057649094,0.011391976163420643,0.012762247082504698,0.011335400176102569,0.013704520504317905,0.01431333350370487,0.01802656786165996,0.016191969551948272,0.015043032826849545,0.015440736981775973,0.011292905540886551,0.015185608384846328,0.5803250492405626,0.011182938422702397,0.017577465352505692,0.011744872045267408,0.014560628644203925,0.014289060988614082,0.014494097237322536,0.014099480455107723,0.015492655491639647,0.015317688452251055,0.012714943454958796,0.014617573563107437,0.015269710282734803,0.013584047469767234,0.015124291433056686,0.013237649742369968,0.013524200687220309,0.013622372590404127,0.015698242983804168,0.014562729985992813,0.014660114319077048,0.0110375954346222,0.017633515787296,0.015088717941381127,0.014199561727555784,0.011441976818411078,0.015253378748545467,0.013646407100942531,0.011445222115847378,0.011255145833508973,0.014883640124567893,0.014211783359845713
A2-A0YJ,0.011598545364420641,0.01108974499600805,0.016031176924677457,0.018112197599084195,0.011184283453761386,0.011594852277826358,0.0168501577123686,0.013345191735354058,0.01862274050728549,0.015323842859218065,0.01806308557770087,0.01171504705856221,0.011746477394148313,0.015940551563279573,0.017628164678720817,0.017803240044767334,0.011599962883606494,0.011552653215491282,0.011224932246767051,0.011288894347233992,0.011321210184087976,0.010936520614791199,0.011399187938290402,0.013851764123642887,0.016355074324509618,0.019141423575720802,0.015845977836200783,0.01852993811131366,0.01167793977747002,0.011509414129904805,0.011140883761325777,0.011867803657012168,0.011319684580240602,0.011335042602548924,0.019002802235089225,0.01183813124522474,0.011182938422702397,0.5834331675132862,0.010999678988517742,0.019086740336757023,0.011702117931475534,0.011159181474672151,0.011454684007854585,0.011443332772250831,0.01138177108669234,0.010981727179604463,0.01507422285574136,0.010918943264460645,0.011228570689241758,0.012341619377908782,0.01154664497534797,0.012345573299350723,0.01228937221647451,0.014168284128599006,0.010978063448627177,0.011387588953040081,0.011174311795770272,0.0194261011796873,0.01133936557435445,0.011307989697856118,0.011236871226904997,0.019131049294241413,0.011295565024313586,0.010979308578088754,0.01842159199143418,0.018717036911535402,0.011419837253814702,0.014607543556750775
A2-A0YL,0.01522091628483365,0.015328053627280423,0.010799506901491214,0.010898545212665764,0.014142488046073834,0.015417158969005272,0.011138937854359371,0.013188157852577287,0.010812190667614541,0.012549762006334016,0.011270065623022327,0.014943812789023975,0.014763945097217318,0.01259114702560377,0.010943713030434062,0.011215707602907897,0.015008533093157892,0.015492213758592678,0.016292851106372026,0.014993979944794181,0.016634660694762497,0.017887647100336763,0.015846025363450113,0.013089091332877695,0.011917968302960477,0.011124470378713641,0.012565638143049639,0.011248955033675477,0.014400912952435715,0.015171539517767734,0.017621521774998896,0.01712187979066885,0.016117527289489685,0.015838503214381676,0.01118483035725475,0.014212711603126978,0.017577465352505692,0.010999678988517742,0.5711491089437094,0.011130136769984976,0.014977476139857985,0.015089230944175188,0.013729315447359579,0.01444807971558421,0.01559605882926672,0.01573756727187392,0.012863346194266458,0.014269084335051346,0.01632262998444712,0.01333051912337741,0.014545028702860745,0.0135612491341385,0.013852187892720164,0.013797589342697088,0.01705353051981385,0.015464765052900661,0.015086951095082998,0.01086930122925571,0.01680679745345172,0.015325730774117195,0.014997294781664415,0.011393866708627057,0.01536575899247215,0.013944023580178481,0.011333914138816847,0.011121101437183055,0.015129846437919217,0.014109592033060283
A2-A0YM,0.011451910172339928,0.011085841514107346,0.018694492400184674,0.01886231448685078,0.011135903223748491,0.01147262478865165,0.01625684542439778,0.013870949301089399,0.019474000936831305,0.013743384361139904,0.019095897716756474,0.011537302875199516,0.011541348161121626,0.014044659009571064,0.017749710631703604,0.017634156051721157,0.011462125663303228,0.011364098844117366,0.011205062035406249,0.011306109296934402,0.011432152620483662,0.011029929793886041,0.01120661830081433,0.015320653332196706,0.018757235907499066,0.016895153119852468,0.014108348900202725,0.016814069650364725,0.011685088595297023,0.011447418199559377,0.011232200826313217,0.012373709310907515,0.011384625996006086,0.011328753176772717,0.017920080366600293,0.01192808938296475,0.011744872045267408,0.019086740336757023,0.011130136769984976,0.5843227980646456,0.011586225281152003,0.011375222633989655,0.01187591428139272,0.011548248097791525,0.011474515919129612,0.010997087816329864,0.015115113906894921,0.011127696076989843,0.011286099729184984,0.012523013812457602,0.01189913117316922,0.012182426061115616,0.011775071803848944,0.014674577175567695,0.011056309656632783,0.011292151107124268,0.01116912191265641,0.01862902572571231,0.011585132108204228,0.011241745935584274,0.011254572027166732,0.017169807066925974,0.01124050853044906,0.010989696767493146,0.017291092989979016,0.018999081384743266,0.011405635676153016,0.015209998969014869
A2-A0YT,0.013846954350168944,0.016595857988085265,0.012264962602118519,0.011605313508093396,0.014916563433928226,0.013500773000274571,0.011561449050591699,0.012726907363718409,0.01176503588288664,0.012414490545965471,0.011670524291879147,0.013580120755829162,0.013422538645780172,0.013404734103655693,0.01225070807226061,0.012296232631145085,0.01390067540401296,0.013528205627992614,0.01379175776324098,0.014650921042068818,0.015299756996653781,0.014569516576819368,0.013813644328041545,0.012527736718470016,0.011809461513665426,0.01154653388591946,0.012825981435563353,0.011605530679821143,0.015327725428411373,0.013629792589582046,0.014229555650374964,0.01746353016406496,0.014055186794717045,0.013514220933136013,0.011483281711677677,0.014442175376604503,0.014560628644203925,0.011702117931475534,0.014977476139857985,0.011586225281152003,0.5820741145571178,0.014619174000229784,0.016973968978081917,0.016212148757957713,0.013455191260365536,0.013783199251209322,0.012609264388043686,0.01533117514639254,0.014354247526207786,0.015645684025274855,0.01576613106549031,0.015620748973381749,0.016095332125419297,0.012716652898724331,0.013929134038751241,0.013823152521199266,0.014288187737579287,0.011300597774459433,0.013784447935314264,0.013556156170995648,0.016360621944068773,0.011619419843585832,0.013520076472997938,0.015241757015545544,0.01200977903625124,0.011468473991449766,0.01367331059964657,0.01306468028806479
