Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
A2-A0EV,0.51178396,0.5489869,0.6765255,0.65801233,0.38704318,0.52781427,0.57329226,0.2684969,0.43694466,0.4641456,0.75625944,0.6859622,0.43162462,0.54212844,0.6106054,0.6046902,0.6235786,0.42022187,0.7026613,0.59116405,0.70505846,0.7843006,0.51947343,0.44447732,0.3979651,0.5316658,0.58406514,0.54312134,0.6983636,0.70049345,0.30528182,0.7051978,0.61244845,0.5350076,0.63010144,0.6615397,0.55813104,0.55760336,0.53668404,0.5087279,0.6130066,0.26810917,0.6093567,0.6641974,0.64542335,0.57302856,0.42872036,0.66525614,0.3238418,0.44435817,0.43046343,0.6390714,0.633821,0.62823206,0.5939838,0.6751582,0.528631,0.6226634,0.6812811,0.52434933,0.27643347,0.59144014,0.39541334,0.71103805,0.49399164,0.36591995,0.39683354,0.2938289,0.73134357,0.5454323,0.55126464,0.7042633,0.6231573,0.67854494,0.3875379,0.31490913,0.5803623,0.46823257,0.6178187,0.6558286,0.59935284,0.43494058,0.53824013,0.6448263,0.45737067,0.21921352,0.47283292,0.5630944,0.46085322,0.72062594,0.42246565,0.67727983,0.7108183,0.57842326,0.70238936,0.5174152,0.7193818,0.40344667,0.5458893,0.37579927
A2-A0EW,0.22439618,0.5343015,0.63469726,0.37435466,0.2848164,0.39312947,0.8725502,0.628044,0.2585592,0.32140487,0.5500863,0.57605916,0.57860893,0.7631765,0.8355423,0.68425846,0.70471126,0.3569096,0.70479393,0.5562619,0.70936155,0.4562067,0.4641583,0.3854131,0.39189434,0.720694,0.81675935,0.70892197,0.6256804,0.6941385,0.6059116,0.5657855,0.44450963,0.81916195,0.3412453,0.5323058,0.4923365,0.38572496,0.37822533,0.2990994,0.59459114,0.35837075,0.72198087,0.71700966,0.61653394,0.21925172,0.38002405,0.7505797,0.45279258,0.37658018,0.36953378,0.4617096,0.7978578,0.32062405,0.8903873,0.4941088,0.2873075,0.8011924,0.70165515,0.31026167,0.5289631,0.74079084,0.71628594,0.7478502,0.4363047,0.40455303,0.6275432,0.22964534,0.3763123,0.5231497,0.7251457,0.7074894,0.6356828,0.42144397,0.37484434,0.64588565,0.48833203,0.69131845,0.8302709,0.44055972,0.4597991,0.43231964,0.2695338,0.37510753,0.68224823,0.5620951,0.7970296,0.59062594,0.40173778,0.26080155,0.649008,0.49680716,0.7668239,0.5096017,0.31899455,0.74180365,0.37560654,0.41904008,0.58148646,0.70379585
A2-A0EX,0.43462753,0.6198461,0.587897,0.42148072,0.38369298,0.5886086,0.672354,0.37542403,0.31372857,0.5074438,0.7177745,0.31121606,0.6953163,0.72340995,0.72931826,0.739105,0.62653875,0.5935051,0.6047392,0.52752924,0.7208898,0.5536592,0.82169586,0.6563771,0.41296032,0.53283536,0.71731484,0.7421928,0.58534926,0.74368054,0.3321974,0.57437634,0.2745959,0.6057818,0.5786174,0.42965645,0.67316854,0.46306223,0.5717545,0.25784877,0.52178633,0.5954338,0.790898,0.6648459,0.34075302,0.320797,0.24325831,0.60902876,0.70381814,0.37163037,0.3787337,0.6106435,0.6705241,0.6187276,0.6004616,0.61220336,0.4547192,0.5599537,0.38068637,0.3437783,0.51644415,0.74854565,0.55366933,0.7802154,0.44089562,0.34690404,0.42432767,0.41538376,0.627227,0.44140378,0.4279205,0.5056031,0.57706374,0.53688186,0.45671988,0.47513098,0.4835769,0.70727897,0.7198458,0.49887657,0.26738286,0.6278638,0.5444506,0.40926433,0.7730473,0.4893645,0.7220438,0.5719894,0.6137521,0.3832428,0.67243916,0.39723903,0.485547,0.43342596,0.3255677,0.38705933,0.5954579,0.42052993,0.66895837,0.5117042
A2-A0ST,0.6050589,0.7096705,0.7503257,0.7583594,0.46663415,0.5202516,0.85373044,0.8364191,0.7921258,0.40225905,0.32636714,0.9136268,0.5938514,0.30209228,0.38515046,0.7415328,0.7293638,0.16419268,0.48564452,0.37275085,0.91484404,0.77846855,0.50307727,0.88631856,0.44056302,0.57299256,0.22932962,0.1762115,0.6967143,0.5360707,0.77858746,0.27854577,0.3153621,0.69805,0.66897434,0.10027119,0.21136567,0.22483297,0.6465131,0.35751176,0.30396923,0.50927603,0.2269958,0.39476115,0.4354732,0.714525,0.5419806,0.9157838,0.3215214,0.59675586,0.21258754,0.5529134,0.7781664,0.12074641,0.49810377,0.48898953,0.1916466,0.7237184,0.64050585,0.6905764,0.8514565,0.77731085,0.4296182,0.7110081,0.31139892,0.58390176,0.85451275,0.534272,0.17259644,0.5710068,0.3016088,0.36442137,0.8592539,0.65852934,0.44130695,0.32572654,0.4833808,0.29261088,0.38117883,0.6939899,0.6599215,0.22956467,0.6926356,0.36866596,0.6317035,0.21851574,0.6161172,0.8002665,0.112144694,0.50985026,0.6023132,0.36397535,0.5712971,0.8660363,0.8361404,0.90446764,0.28723237,0.6866707,0.31446072,0.74354595
A2-A0SX,0.6018587,0.78102887,0.48361266,0.639234,0.23393163,0.36359915,0.8796239,0.56353706,0.5608634,0.5279726,0.33549938,0.881144,0.65772074,0.31122953,0.46396208,0.6253988,0.850277,0.16763467,0.47945514,0.3601976,0.8002116,0.76439774,0.58528876,0.92467475,0.48975876,0.62694615,0.47860312,0.16665041,0.46326116,0.4232787,0.5211075,0.25987718,0.3399632,0.74051774,0.29224283,0.23399283,0.22298947,0.7999073,0.53682685,0.33120048,0.6384568,0.41687214,0.23110385,0.4375538,0.6565187,0.5095719,0.6997936,0.8991463,0.5814707,0.6303823,0.4256435,0.48112756,0.7029653,0.16047727,0.29919338,0.50132334,0.31717148,0.65772474,0.480973,0.6326943,0.8017817,0.7096689,0.22460423,0.7278168,0.17791826,0.6137109,0.81049657,0.55888927,0.21396516,0.28250355,0.31145686,0.40257037,0.75288033,0.52296364,0.5032886,0.41229793,0.85605156,0.4322145,0.41331878,0.73982453,0.74894375,0.57864463,0.58146596,0.2692083,0.75302905,0.50703084,0.6535299,0.88611585,0.23626873,0.5486591,0.51868737,0.28005433,0.7289855,0.8256986,0.88554263,0.94308937,0.23290402,0.7151445,0.24549547,0.7109513
A2-A0T0,0.7153864,0.7317296,0.5642233,0.7639274,0.40089053,0.21582612,0.29421034,0.40921563,0.56564385,0.72691065,0.5222138,0.83972645,0.570354,0.47658628,0.35890743,0.64255655,0.72415984,0.7600058,0.34511796,0.3103503,0.50704277,0.36176902,0.31471437,0.7612812,0.78927284,0.866014,0.45299134,0.23028432,0.1846602,0.35034364,0.75002116,0.30793402,0.3033783,0.23735327,0.32708994,0.4840208,0.64558625,0.81005746,0.8333397,0.79386675,0.7052835,0.40377167,0.5909028,0.37332267,0.8589362,0.8387089,0.6823621,0.66530305,0.30859953,0.8069122,0.79977983,0.819096,0.6245508,0.37201864,0.24040265,0.73162615,0.6238288,0.43063626,0.46608132,0.73722476,0.78308976,0.26909614,0.4072101,0.48028535,0.58840615,0.70971143,0.39577195,0.748992,0.2501825,0.16453522,0.10090526,0.16404353,0.34943736,0.24402052,0.80690444,0.23169522,0.6759673,0.43422148,0.17458665,0.79852605,0.54601645,0.84888554,0.81587464,0.19635299,0.6837354,0.7087334,0.5215544,0.60854036,0.35120577,0.6893829,0.80011725,0.32345033,0.20353389,0.5666325,0.77357197,0.28463396,0.5484509,0.8396896,0.37726563,0.7063238
A2-A0T1,0.5360612,0.7613046,0.58355004,0.39233443,0.7091387,0.6693005,0.39814964,0.38852552,0.3378148,0.18331979,0.36464667,0.7263208,0.6107111,0.6958237,0.7156033,0.6444118,0.6825354,0.7694672,0.3148491,0.43343404,0.568401,0.59952515,0.5285593,0.737967,0.45465457,0.90550613,0.5013052,0.525957,0.48243585,0.38182482,0.46980658,0.7113788,0.37711653,0.23241381,0.6835333,0.16255832,0.18623964,0.1525273,0.8145075,0.5692513,0.7133236,0.5691408,0.62146914,0.24702536,0.66630864,0.46731222,0.50944614,0.54956025,0.69530034,0.65231955,0.31283548,0.88759327,0.37216073,0.48279327,0.62072736,0.7955214,0.59505844,0.6739817,0.48724028,0.28704458,0.85673064,0.7478399,0.4216805,0.6486154,0.28642347,0.43884563,0.20242614,0.46227422,0.19565266,0.42351058,0.55127287,0.32020223,0.92859,0.85701317,0.5571635,0.56473863,0.6155776,0.40928757,0.20149946,0.34301317,0.47082347,0.3911885,0.85162544,0.56393445,0.7938721,0.17872496,0.6983695,0.9101907,0.49097264,0.37698054,0.8741254,0.32305336,0.38687176,0.38037103,0.7403798,0.7636994,0.80135375,0.48328382,0.46253994,0.8071238
A2-A0T2,0.73162305,0.76014924,0.75007796,0.6783568,0.1978295,0.4192314,0.34508812,0.6565248,0.5215083,0.45367438,0.5789959,0.8273355,0.6344358,0.8015723,0.33904448,0.36180693,0.8324825,0.81885034,0.32301483,0.4801354,0.5895027,0.3220262,0.26831937,0.7195026,0.745572,0.88021183,0.45037562,0.4216568,0.22877324,0.34888047,0.60888785,0.29159087,0.17015767,0.31221688,0.58228064,0.7393983,0.71445894,0.62509775,0.7945106,0.84726036,0.3010472,0.53421295,0.46387172,0.26107478,0.7023281,0.78634185,0.5286865,0.7672523,0.2069253,0.6248802,0.6404393,0.77034485,0.7382364,0.39507976,0.18670067,0.78093445,0.37211147,0.29005086,0.5036336,0.7661029,0.6168215,0.39003652,0.6186472,0.47589883,0.57343566,0.62712705,0.33605152,0.56418955,0.40189776,0.27201816,0.32675418,0.23875618,0.43287736,0.30219498,0.85062945,0.3086623,0.62854445,0.34409752,0.29962063,0.8478466,0.3216655,0.7151999,0.7707217,0.13932039,0.7296631,0.5017729,0.60844344,0.71443456,0.21531811,0.69046485,0.85307723,0.55239546,0.31686378,0.43589196,0.43008798,0.30287266,0.617434,0.8799666,0.3130708,0.63946986
A2-A0T3,0.6605341,0.6062905,0.4795889,0.31564984,0.26937813,0.63986754,0.44868135,0.67321813,0.7121283,0.686149,0.51194936,0.7740242,0.4211678,0.4363883,0.4820258,0.4740333,0.57344896,0.50683594,0.60356665,0.6075764,0.26110554,0.36997247,0.43731463,0.31513375,0.7673683,0.66723996,0.6245359,0.57453966,0.7173162,0.6539563,0.6892027,0.7731237,0.7235078,0.6219906,0.4971012,0.8872601,0.43961054,0.4036487,0.30542022,0.556242,0.30445138,0.5553485,0.883597,0.41036868,0.4026362,0.6772931,0.6396432,0.5804615,0.63972557,0.3015447,0.6314936,0.4882248,0.21317813,0.43769455,0.55666685,0.36748272,0.638526,0.4662766,0.5252928,0.525519,0.6227638,0.45765963,0.69143724,0.6024345,0.47924346,0.60191417,0.6258064,0.68469006,0.6603559,0.71031076,0.42761254,0.639514,0.44686538,0.7560647,0.59950453,0.39071643,0.3052177,0.75412506,0.79088414,0.4724828,0.6463223,0.64028114,0.3978879,0.60208666,0.7208606,0.5122522,0.53154075,0.44371015,0.7067511,0.4331674,0.5492569,0.6076847,0.48350948,0.52912045,0.56500864,0.24840564,0.71576965,0.2943567,0.5305839,0.46951222
A2-A0T5,0.64476115,0.43676686,0.6954271,0.3485617,0.52576166,0.36796382,0.32406458,0.67628086,0.621774,0.6426428,0.594169,0.45712715,0.5788334,0.7564261,0.49838325,0.4602744,0.42988753,0.71958655,0.6519034,0.5150543,0.6576915,0.31691617,0.59024644,0.57097876,0.5431434,0.70571315,0.656595,0.6880052,0.42099953,0.75650054,0.52741313,0.42930663,0.29057574,0.6481,0.62353027,0.38156945,0.8635335,0.56034267,0.7638447,0.63331914,0.5516044,0.65833807,0.7453182,0.53511304,0.26069602,0.29787767,0.17850432,0.5898677,0.8058303,0.79357874,0.46630958,0.46999544,0.5188414,0.6258969,0.42058313,0.3242247,0.80600667,0.36019266,0.54015017,0.73719716,0.30522776,0.7986564,0.6103481,0.2696531,0.8471165,0.6807146,0.40494055,0.51250935,0.5855879,0.3186822,0.340634,0.4833001,0.48524368,0.519391,0.66244394,0.55459434,0.70210165,0.7703393,0.65076566,0.7988992,0.31818098,0.8377591,0.373816,0.43339247,0.609197,0.5046832,0.77712005,0.6381165,0.42589462,0.39158812,0.63622653,0.63256997,0.28314003,0.42904347,0.36297047,0.2998848,0.37664443,0.75549614,0.7277408,0.41012236
A2-A0T6,0.42357224,0.44156554,0.61925125,0.5378445,0.4230146,0.26515496,0.831651,0.2672485,0.14229552,0.5117943,0.67963684,0.45244062,0.59397733,0.7119417,0.9129033,0.6369744,0.7120143,0.17988805,0.7273033,0.4255732,0.84832346,0.7062315,0.794212,0.6042514,0.32287085,0.41187245,0.71907735,0.76457715,0.6170043,0.6825894,0.28809988,0.43192142,0.3478628,0.8079691,0.3436858,0.35249752,0.6500287,0.7757555,0.6143985,0.15486275,0.8158666,0.41489702,0.7005017,0.77787936,0.6735189,0.13834308,0.25054312,0.6224535,0.644262,0.5241581,0.491488,0.55138737,0.6528673,0.64650726,0.6791271,0.62342906,0.5236636,0.900646,0.6030955,0.28154403,0.37602586,0.8272201,0.46641517,0.5462508,0.37984145,0.29137948,0.5476521,0.28646567,0.51673186,0.41754997,0.6589435,0.6896192,0.54960454,0.35508868,0.22135872,0.6661805,0.617656,0.5746956,0.7309527,0.59604573,0.56502414,0.62890625,0.4365501,0.5706014,0.5789282,0.42482328,0.5758674,0.60423875,0.4530129,0.24882331,0.3892381,0.3222049,0.7668693,0.4624087,0.32219094,0.83995,0.3585315,0.4406442,0.660274,0.514821
A2-A0T7,0.5765692,0.51397604,0.5992924,0.4760648,0.29631117,0.42111444,0.5893429,0.34722114,0.2156803,0.46255577,0.5915752,0.4480516,0.67124355,0.67509854,0.5821096,0.6187948,0.5844311,0.55646825,0.67226034,0.50115585,0.6611451,0.3329742,0.59014946,0.7242387,0.6298356,0.76118165,0.7558918,0.61345464,0.6308189,0.5264625,0.2072993,0.6169428,0.2998661,0.5937354,0.4489443,0.5320477,0.7255273,0.69493186,0.6249703,0.5965844,0.63844776,0.3404885,0.7960138,0.72191674,0.743273,0.5014484,0.60611385,0.6824788,0.51858157,0.6198392,0.6919838,0.6798641,0.57774234,0.49500185,0.58732754,0.6891513,0.58657646,0.6441191,0.61706746,0.5273281,0.3336395,0.5921994,0.41253227,0.52733666,0.48682877,0.58374286,0.60869503,0.42294833,0.478739,0.27873963,0.33549604,0.6947683,0.7921225,0.5661729,0.43797418,0.44504368,0.54872835,0.5629389,0.461865,0.75416946,0.3455427,0.7607322,0.5070454,0.6122808,0.65433544,0.32122713,0.71283865,0.6867993,0.4982484,0.4101389,0.7235673,0.56246597,0.67918074,0.39113638,0.6566049,0.49185836,0.55436176,0.4851332,0.52337,0.6170896
A2-A0YC,0.69784987,0.63349813,0.616598,0.73455733,0.5382774,0.5743798,0.46743673,0.5119176,0.611662,0.53709996,0.6827373,0.50415105,0.37672454,0.7214212,0.49328667,0.57473934,0.6289862,0.44715562,0.7422789,0.6716838,0.50790155,0.589313,0.52996004,0.49384868,0.3632003,0.63389635,0.47005025,0.65697306,0.6518358,0.7673415,0.37204552,0.7450955,0.71992373,0.5254663,0.75695276,0.7036281,0.6247456,0.5056807,0.43899754,0.44930613,0.5244237,0.46471944,0.43211824,0.575877,0.26695627,0.47655216,0.32843235,0.43474898,0.6738876,0.22666207,0.47136372,0.47050732,0.5024499,0.5775666,0.4922504,0.5004398,0.53562784,0.36563903,0.71010864,0.70857745,0.34200776,0.6660236,0.6193235,0.58342314,0.60077655,0.50637203,0.5020697,0.3812335,0.6619247,0.7533809,0.66701734,0.56659,0.4121278,0.6660954,0.65603,0.63142806,0.32884786,0.5504967,0.7448155,0.5368538,0.49724483,0.25428656,0.41010934,0.44330612,0.43174326,0.46923256,0.5835357,0.64672,0.6042451,0.6187825,0.51699674,0.7907617,0.5338023,0.5309161,0.5111233,0.56617004,0.60164875,0.39116117,0.6763274,0.22552195
A2-A0YD,0.4808366,0.580219,0.70568967,0.6685259,0.49868834,0.4212798,0.6765503,0.42767346,0.20262448,0.45928198,0.70836824,0.52060205,0.48404413,0.7548934,0.7895343,0.53554803,0.822575,0.22053766,0.7984425,0.4248628,0.89755076,0.66338396,0.53760815,0.68633235,0.35797346,0.43030363,0.7278094,0.6760949,0.63295394,0.7202124,0.22452572,0.6070437,0.504399,0.5743941,0.56009346,0.4622775,0.621191,0.74894613,0.5521555,0.16875982,0.82456577,0.30819285,0.45913583,0.7295961,0.48751813,0.20599736,0.28131127,0.5482513,0.7541303,0.5280359,0.26764274,0.45019394,0.6855277,0.6126528,0.44984674,0.71422327,0.44377473,0.6432119,0.7603276,0.60651934,0.29360175,0.8172339,0.5373703,0.5639681,0.50784814,0.2162166,0.6288043,0.2522546,0.57364243,0.6273305,0.7923161,0.64187044,0.5248457,0.27491572,0.32982767,0.71719646,0.68518806,0.52305925,0.6881447,0.8006519,0.35934302,0.4432634,0.27984747,0.45978126,0.5804378,0.48075402,0.7386494,0.5336294,0.50783604,0.49672627,0.29656866,0.5752156,0.731508,0.38371363,0.4238709,0.6917575,0.26215288,0.63523966,0.53027666,0.36647663
A2-A0YE,0.6861962,0.81208396,0.37831295,0.88382614,0.33990312,0.45369792,0.60447645,0.39908087,0.4807151,0.48551422,0.4903448,0.5430837,0.712035,0.7224925,0.28599125,0.35748115,0.807157,0.5291977,0.4325963,0.32920533,0.6655936,0.20280127,0.33601415,0.44537234,0.87947285,0.86332047,0.57480294,0.36759552,0.3444432,0.24774168,0.7662114,0.39555222,0.41047233,0.389655,0.23667726,0.68637276,0.54316807,0.79047006,0.5435888,0.6568423,0.5792569,0.4389344,0.5633565,0.395792,0.90623116,0.68219686,0.8062737,0.6295427,0.21346891,0.5651188,0.6802576,0.67060846,0.6638007,0.3127547,0.34987903,0.87111044,0.48672664,0.45452207,0.48414582,0.8301853,0.7340137,0.24077979,0.40662318,0.23899159,0.5548098,0.6531027,0.60417295,0.57627255,0.29648775,0.3430906,0.624286,0.35477588,0.3424729,0.2524302,0.8602978,0.75633514,0.8248482,0.43063933,0.28373557,0.87523645,0.3994869,0.7367076,0.6634912,0.18897411,0.799786,0.7312944,0.4579401,0.746758,0.34159258,0.5667008,0.8729546,0.29364318,0.6249676,0.56786543,0.56059223,0.4061779,0.60061985,0.54044706,0.3474887,0.68026423
A2-A0YF,0.6576695,0.3940724,0.5721078,0.51343966,0.53244793,0.5377051,0.56007975,0.6326633,0.7585946,0.49747938,0.4137675,0.5137768,0.50970495,0.6186482,0.53091204,0.6483269,0.31958896,0.42420307,0.5140458,0.6658069,0.44609714,0.54345703,0.7847606,0.32487637,0.4317534,0.3204282,0.6804843,0.5870223,0.5930328,0.7065115,0.70347786,0.7866629,0.7347218,0.73095167,0.60287833,0.46880972,0.38237482,0.353418,0.32083598,0.29770792,0.40433595,0.68164396,0.48424512,0.70909864,0.40377548,0.37821257,0.5507715,0.582609,0.61074424,0.44893146,0.447603,0.23519953,0.62580186,0.42844054,0.7520454,0.44463262,0.48617387,0.5060829,0.61608106,0.43231487,0.4860104,0.57008976,0.59719765,0.48038605,0.7063861,0.77853054,0.6177614,0.40665808,0.6424132,0.7312376,0.62366635,0.73222905,0.4335268,0.5604919,0.48402673,0.6956028,0.48901945,0.51929915,0.7248063,0.5709404,0.6372613,0.46089327,0.3091615,0.6698457,0.42749268,0.68017673,0.58944494,0.41579017,0.56434846,0.55942893,0.5621267,0.61155915,0.55964315,0.7728058,0.41584897,0.7370238,0.35152298,0.29843163,0.42217395,0.4374257
A2-A0YI,0.37895453,0.34495735,0.7841438,0.67194885,0.6530792,0.35945904,0.82798976,0.7635959,0.46775532,0.23072653,0.37531114,0.6968241,0.43827665,0.57043886,0.72668505,0.5468673,0.4458187,0.24008197,0.7317687,0.66447407,0.7156979,0.6715441,0.6968176,0.315733,0.3736654,0.4465001,0.693467,0.7136965,0.5575702,0.74541825,0.45919567,0.57008946,0.641474,0.8466351,0.45690322,0.5034139,0.40757602,0.35021144,0.40787616,0.44034693,0.480917,0.37105438,0.2929668,0.74936366,0.6703832,0.27368435,0.53043085,0.8227311,0.35591066,0.31580293,0.3543182,0.2178038,0.8494134,0.42726758,0.8270074,0.31842166,0.47930077,0.71710247,0.679524,0.22897615,0.53087825,0.6979193,0.55003035,0.6752381,0.71966946,0.51975846,0.49403122,0.14119464,0.3994246,0.6992337,0.7838243,0.7244231,0.739256,0.5331177,0.22544241,0.50012505,0.39093083,0.5643573,0.75633204,0.6098671,0.7530419,0.51663685,0.25666106,0.8237728,0.41097128,0.5663002,0.64342535,0.5273135,0.40581208,0.37612373,0.4946547,0.38417542,0.73022884,0.5204567,0.34133378,0.7733201,0.31559548,0.27661556,0.6985135,0.47740087
A2-A0YJ,0.7628701,0.8339387,0.37949044,0.9285786,0.20771176,0.26236257,0.37698418,0.3367652,0.8388748,0.6698857,0.33925283,0.41168562,0.6249305,0.4683844,0.4404265,0.45672545,0.73256207,0.7796351,0.13527997,0.38646674,0.30495676,0.20287728,0.37351763,0.7382951,0.76472396,0.8134104,0.73174226,0.6350832,0.2976447,0.3371941,0.7801152,0.37563848,0.22030506,0.34597963,0.18922444,0.47592747,0.5231813,0.83875996,0.79691875,0.69598246,0.4993655,0.34586886,0.55765814,0.17872296,0.835965,0.7849493,0.82004833,0.49144396,0.61861616,0.47134954,0.7528254,0.7143992,0.6993084,0.31262624,0.10891333,0.8556614,0.42123276,0.3936792,0.13582589,0.74016684,0.7127773,0.5532006,0.46970254,0.2474254,0.62462425,0.88773906,0.70726764,0.73282486,0.14198717,0.46814683,0.2689624,0.2306804,0.32569218,0.34169623,0.8750522,0.570541,0.76897955,0.25632036,0.14391336,0.87606764,0.74569446,0.74741566,0.81667346,0.23791955,0.51725924,0.83641106,0.57231027,0.7768111,0.23116842,0.41847908,0.89411235,0.30948532,0.3529113,0.8801954,0.5765175,0.34471828,0.42064896,0.53066605,0.30113804,0.8347157
A2-A0YL,0.5378322,0.4568517,0.57516026,0.42875344,0.37479165,0.22848657,0.85750103,0.60529816,0.23903754,0.50781405,0.58072335,0.5066008,0.6278448,0.71164906,0.6666949,0.65159386,0.67965424,0.2244858,0.7501797,0.39742142,0.850411,0.5332807,0.77640736,0.45352888,0.6450839,0.4786232,0.7698724,0.7173055,0.52300733,0.63961756,0.5185585,0.4746632,0.3592233,0.8734194,0.2832068,0.4545729,0.47326177,0.7874347,0.49546477,0.24186188,0.74399596,0.36560005,0.724426,0.715912,0.45083627,0.14857092,0.27826503,0.65220517,0.7002298,0.6645378,0.40702343,0.43167174,0.6849165,0.4468878,0.7040919,0.4665963,0.60935915,0.77023995,0.6145853,0.43630022,0.35372314,0.7233679,0.41775814,0.58841836,0.55102694,0.5145234,0.6910858,0.29118395,0.37268496,0.5063668,0.58598644,0.7059502,0.64486235,0.34143043,0.34127495,0.64816034,0.70274675,0.7799314,0.7805536,0.7434519,0.499763,0.78654444,0.1975946,0.54779893,0.7461416,0.5551246,0.782926,0.56527483,0.42873216,0.34358054,0.4992051,0.46266973,0.7379075,0.44264618,0.5388979,0.6864622,0.25229037,0.38796297,0.5237702,0.6746371
A2-A0YM,0.8011241,0.81756634,0.274743,0.7918771,0.2076123,0.2850702,0.7478309,0.42470646,0.7768346,0.87606275,0.23678198,0.8101016,0.68585813,0.23681673,0.3067484,0.32931262,0.90988827,0.3789016,0.32719317,0.23620749,0.59824693,0.59246737,0.40961283,0.9392233,0.81759393,0.6750402,0.36267823,0.2932613,0.4399112,0.26125938,0.6390366,0.19050828,0.30558383,0.65711033,0.22188772,0.34199756,0.297425,0.87115216,0.5279663,0.6444534,0.6033704,0.35741925,0.3659432,0.18994778,0.77514553,0.6941647,0.88581526,0.6971225,0.44302654,0.65001166,0.5192362,0.61489683,0.42854175,0.16919878,0.19160907,0.7012868,0.5753303,0.53577435,0.13205285,0.72501886,0.8110655,0.6459371,0.26366386,0.30682558,0.3215273,0.75215757,0.8092558,0.74095285,0.1684531,0.29739413,0.22670199,0.39007798,0.5005201,0.5162826,0.81585205,0.4326766,0.7324629,0.3401179,0.2710691,0.8280198,0.836434,0.64954793,0.83815265,0.1851468,0.78221464,0.68538886,0.48760712,0.8371066,0.20195247,0.58042586,0.7246686,0.25445837,0.60621953,0.7744473,0.8821816,0.70694387,0.380659,0.6638247,0.2669832,0.6812999
A2-A0YT,0.63250154,0.4191197,0.33805135,0.35352105,0.2893818,0.56012106,0.3895176,0.52775246,0.65674007,0.61842334,0.5324648,0.565366,0.76494616,0.48344302,0.62491536,0.45870042,0.26622972,0.80235875,0.70591927,0.64914805,0.2915738,0.33968017,0.7034734,0.3841176,0.7154119,0.66271967,0.39103973,0.7258473,0.76024497,0.52512145,0.5722745,0.7289004,0.64128596,0.46556687,0.5470643,0.60055506,0.5727215,0.46346608,0.41280004,0.8681126,0.2463573,0.4316571,0.7681967,0.6186221,0.62134147,0.7808278,0.66860557,0.48541284,0.40562606,0.64561105,0.77304447,0.4311685,0.2427504,0.6119016,0.82749224,0.47465545,0.6841281,0.60662365,0.5103939,0.52276015,0.48224387,0.34228578,0.6083907,0.44204772,0.5065819,0.75337315,0.54249036,0.7678689,0.69432276,0.4982438,0.30027255,0.8089012,0.6223656,0.8196931,0.66557205,0.2465286,0.2478849,0.5239117,0.57518065,0.20479622,0.6040714,0.43680513,0.5522217,0.7966846,0.5269399,0.3125631,0.4972759,0.6075673,0.6319768,0.64964193,0.7021749,0.6793093,0.29799178,0.60763013,0.78324234,0.31847027,0.6833239,0.20424552,0.5358367,0.36889887
A2-A1FV,0.6983402,0.36750203,0.25041893,0.38395572,0.21268411,0.31055427,0.7134013,0.57790285,0.6488175,0.8656134,0.431916,0.26832312,0.64302456,0.3687711,0.90735734,0.5797153,0.35402125,0.3972002,0.55238736,0.49457103,0.29929954,0.5090756,0.54174274,0.17343119,0.33609384,0.42703456,0.7664893,0.8726386,0.7968686,0.53866327,0.77714515,0.4901495,0.7094532,0.88770604,0.18829784,0.6858838,0.5800131,0.8516954,0.3330458,0.28341657,0.2131151,0.53389114,0.7061795,0.61315435,0.28193548,0.2522903,0.7237077,0.4669614,0.6821164,0.44075367,0.5995647,0.2611894,0.42715782,0.36282873,0.90806174,0.12260386,0.5931095,0.59705293,0.32823688,0.40842253,0.18109728,0.55746055,0.69953823,0.34745157,0.3662755,0.6914581,0.84604686,0.6242077,0.62841094,0.7662524,0.5169117,0.77700174,0.19899559,0.52768326,0.6254165,0.48681244,0.39120555,0.7636555,0.8039853,0.19870886,0.8156456,0.47932374,0.105608635,0.47455648,0.52386683,0.80483943,0.6415713,0.49150458,0.7535449,0.60067856,0.30155918,0.47624964,0.48077914,0.5890434,0.46601516,0.69522405,0.47206736,0.47662634,0.789049,0.6160728
