Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
A2-A1FW,0.4608171,0.34952888,0.11408961,0.20353056,0.5567865,0.63414234,0.7766909,0.6054787,0.6494067,0.7574303,0.44417068,0.4280364,0.70956826,0.195793,0.68782735,0.6395496,0.18449335,0.54891163,0.66706294,0.6092329,0.101152994,0.49757406,0.6484843,0.18806587,0.59710926,0.33225232,0.4571175,0.45709845,0.7345012,0.55704933,0.7986119,0.5900339,0.9039671,0.7025544,0.27812934,0.5397381,0.37714517,0.44199315,0.15328547,0.4857052,0.3197081,0.6604958,0.74643123,0.74571013,0.59880775,0.63059384,0.86635184,0.52207905,0.64856905,0.3630692,0.75594646,0.27311543,0.43080014,0.40639126,0.8390554,0.3050183,0.7171043,0.60603756,0.4235735,0.07377908,0.7486849,0.15248623,0.47874737,0.388264,0.57172674,0.7521779,0.59585446,0.6658621,0.8003901,0.8489057,0.53707314,0.86066175,0.6526276,0.7360444,0.3763904,0.54930866,0.28668982,0.70167357,0.70979387,0.09521778,0.8268785,0.501961,0.20414838,0.7521456,0.73803943,0.6684501,0.34343204,0.44161904,0.74227077,0.6887524,0.39235896,0.649498,0.52846795,0.5892662,0.83268976,0.7592075,0.69735116,0.24587986,0.47371244,0.47096518
A2-A1FX,0.5475577,0.6158847,0.6428559,0.32105064,0.48516992,0.5697676,0.50341177,0.5962624,0.81631225,0.85138893,0.59166485,0.60967934,0.39700627,0.4555763,0.6354636,0.5919017,0.56478494,0.6405972,0.6978035,0.64800227,0.35868895,0.4793713,0.6038108,0.5941418,0.34725916,0.4706888,0.5808183,0.76882243,0.8475803,0.5920968,0.6133239,0.60990804,0.638778,0.4057575,0.41158313,0.55167955,0.82095695,0.4225722,0.55340457,0.750119,0.36822373,0.4362738,0.53064036,0.51409346,0.17802082,0.64387715,0.57558244,0.49754703,0.6914841,0.5378776,0.67441607,0.44931477,0.33386654,0.5117954,0.8282647,0.3117133,0.63480335,0.37994426,0.48798913,0.6801399,0.47156104,0.67743874,0.67253876,0.407498,0.30492628,0.71768814,0.74182063,0.7585114,0.7404153,0.43343192,0.53979963,0.5775566,0.53798103,0.69568396,0.5326568,0.23879318,0.17775306,0.6688862,0.7732394,0.26755506,0.7701445,0.32181793,0.33934003,0.4201761,0.39214754,0.528196,0.6719551,0.48365,0.638449,0.9242078,0.30508062,0.79833543,0.42170912,0.22276044,0.6541989,0.71287096,0.55357635,0.4942855,0.7361799,0.29645026
A2-A1FZ,0.48438224,0.670015,0.6167114,0.6004638,0.38044003,0.55836904,0.7123148,0.40354228,0.33312398,0.22320399,0.56012815,0.61571515,0.625201,0.59799385,0.5672474,0.6378583,0.7587168,0.40418506,0.7972047,0.5701535,0.7380116,0.4618329,0.5098629,0.471488,0.38095343,0.6142089,0.59628046,0.5693264,0.5689045,0.54194224,0.4173767,0.5840765,0.5476615,0.7488316,0.5430805,0.6588391,0.55258316,0.584887,0.4460396,0.33903825,0.5429205,0.23733613,0.47811133,0.66100013,0.4892836,0.40766233,0.38808668,0.61782163,0.6266953,0.36920366,0.4322674,0.40136212,0.7362852,0.64026505,0.57919884,0.44966003,0.5637891,0.7656174,0.5862375,0.5006274,0.38649085,0.6635272,0.50422776,0.58375686,0.5056501,0.38137096,0.53007394,0.24092886,0.396891,0.6955296,0.75587595,0.5943075,0.6605849,0.38115835,0.522937,0.61339563,0.54264677,0.54589456,0.6619036,0.74609894,0.4582962,0.47529417,0.31357393,0.579206,0.573908,0.47142506,0.7707299,0.61405545,0.4363343,0.55483645,0.40118247,0.6222638,0.8122232,0.52068526,0.4927913,0.5105398,0.43041208,0.49682212,0.5701326,0.41377404
A2-A1G0,0.27477115,0.71726316,0.7345114,0.19461319,0.3266875,0.37909874,0.49473953,0.58502996,0.73358876,0.6780117,0.7792942,0.5260966,0.7598518,0.81567395,0.74357814,0.6040206,0.4302283,0.31374815,0.6707201,0.46737522,0.45456016,0.74890137,0.77229214,0.3556844,0.12756322,0.36681092,0.66313714,0.80283463,0.6190127,0.8040481,0.40725425,0.6081878,0.6436498,0.848824,0.26851404,0.39148897,0.63512677,0.75528216,0.53464985,0.18781471,0.63401866,0.6810818,0.68565947,0.8831027,0.21871823,0.26614696,0.40291053,0.46407014,0.7969864,0.25845608,0.6832552,0.5424213,0.659082,0.49890465,0.80166054,0.3199185,0.48905295,0.69456947,0.6028239,0.6215713,0.3562308,0.54274046,0.43270552,0.43865266,0.6074969,0.7918698,0.45275277,0.41732293,0.62402225,0.6620629,0.52936256,0.529256,0.2665293,0.5343711,0.3625145,0.2641631,0.5638329,0.82491815,0.79870343,0.227133,0.36348456,0.6179658,0.43235916,0.5959525,0.5598397,0.46656865,0.70677084,0.648647,0.4917515,0.40007424,0.36885315,0.39799353,0.27966306,0.56411487,0.5275171,0.65255666,0.34081742,0.45365658,0.7817577,0.33737123
A2-A1G1,0.5308424,0.54688096,0.4174332,0.614927,0.40531948,0.545883,0.6242362,0.17412345,0.6652485,0.63201916,0.43894562,0.7606435,0.6243408,0.15222901,0.41696665,0.84998316,0.6931332,0.43905535,0.23747228,0.35918963,0.7085151,0.7888992,0.84045434,0.7589734,0.42027485,0.35604513,0.5862557,0.25612622,0.47440648,0.24451716,0.75056016,0.3650364,0.69062793,0.6721579,0.19545491,0.3103664,0.28229406,0.6654018,0.2988497,0.2979931,0.7659971,0.4563263,0.2634076,0.57970184,0.6138613,0.53203034,0.8218664,0.3691877,0.62115526,0.64070857,0.67449224,0.6028149,0.74742913,0.40284565,0.4904065,0.7052939,0.5672596,0.795439,0.28333822,0.32885605,0.6522581,0.47612852,0.13133112,0.46947986,0.5146595,0.7798306,0.91224754,0.61045533,0.14192502,0.59095675,0.3875189,0.67539215,0.6730851,0.3626924,0.35713843,0.6575041,0.76111746,0.2687225,0.37244126,0.61515737,0.7257281,0.64302266,0.6834551,0.6998725,0.4033206,0.3810673,0.32456386,0.34105876,0.35444263,0.50373256,0.49653047,0.3262642,0.5996211,0.9015081,0.82541496,0.76293826,0.20022455,0.26716405,0.33453664,0.7151095
A2-A1G4,0.6094598,0.5316086,0.51505977,0.4632988,0.44378763,0.5509707,0.46713543,0.63688177,0.74074304,0.6879881,0.5192,0.41891676,0.56145275,0.36252135,0.7119199,0.38749617,0.32313123,0.4808293,0.5111431,0.7094813,0.19855398,0.5264431,0.60139716,0.3576814,0.5705307,0.27376077,0.6183804,0.8618259,0.7162032,0.510983,0.80393535,0.559798,0.78560066,0.8413148,0.32053307,0.5430708,0.5031605,0.5413912,0.47318324,0.54136515,0.43123707,0.8110098,0.6250552,0.44757122,0.20943338,0.42049214,0.609877,0.19457136,0.7278336,0.44128317,0.59228575,0.27953744,0.3823614,0.6384202,0.6701197,0.14421618,0.7709578,0.5819398,0.5938741,0.46205813,0.5129142,0.3929448,0.69835865,0.3408243,0.6835307,0.815238,0.64518434,0.66995156,0.6200544,0.804565,0.6981241,0.47207403,0.24484283,0.5201218,0.54165787,0.28243703,0.39063728,0.746331,0.85795385,0.3183242,0.7318176,0.65432787,0.44458053,0.72695845,0.3646018,0.7157257,0.48622236,0.34415215,0.5478773,0.4409088,0.28836596,0.63903713,0.28972235,0.62735265,0.57248044,0.33158055,0.46682614,0.3170004,0.803432,0.40151572
A2-A259,0.4733476,0.5851394,0.57536656,0.6389771,0.3559113,0.513134,0.81294215,0.50545263,0.5834672,0.6299516,0.74720764,0.35599524,0.6830507,0.5413256,0.72914046,0.74001956,0.736066,0.29716694,0.6530194,0.51428115,0.73127633,0.5010085,0.65691066,0.5208255,0.37765366,0.4450616,0.671878,0.7616045,0.70782906,0.5734465,0.60667133,0.59330237,0.5788883,0.6863723,0.2302191,0.56071854,0.5637032,0.53188014,0.30068594,0.47215256,0.3648799,0.42840636,0.7542811,0.6954627,0.47623783,0.5928564,0.48173472,0.48470226,0.4761422,0.33675593,0.60139036,0.55728626,0.805529,0.45613205,0.6861234,0.54526246,0.20659086,0.860953,0.50185144,0.74650013,0.5190139,0.71303505,0.66122246,0.49344146,0.43200272,0.5200122,0.77709305,0.44009152,0.37472433,0.65908235,0.5243198,0.7674588,0.44194698,0.25891995,0.4261111,0.45764226,0.23723486,0.45419732,0.67054874,0.44853443,0.5933847,0.38016826,0.45791394,0.43791115,0.5015596,0.48817173,0.6044673,0.56455666,0.30758578,0.538324,0.48387718,0.47624102,0.63446593,0.75298613,0.56740403,0.52031493,0.39681524,0.33092862,0.6858075,0.6651795
A2-A25B,0.47854808,0.40453205,0.2248174,0.33367172,0.5863069,0.5176538,0.4122632,0.4139725,0.530805,0.7707431,0.4187172,0.69510585,0.6607232,0.2283631,0.5736646,0.5948061,0.30547854,0.4418835,0.614452,0.43269557,0.34775582,0.7112795,0.7922774,0.3609585,0.65782464,0.2650193,0.50801,0.31220362,0.7562965,0.5562458,0.43232626,0.5993061,0.85731053,0.4675157,0.37319845,0.54952645,0.35267246,0.76897556,0.24703069,0.5601465,0.7066083,0.6288067,0.64228135,0.6897291,0.66837525,0.5753586,0.86765826,0.27990678,0.5863216,0.67917967,0.77640265,0.42357993,0.32537118,0.5397795,0.70360625,0.67249227,0.8673654,0.5065468,0.31718916,0.23812515,0.48567462,0.23067458,0.19639967,0.43587095,0.6625999,0.62544835,0.5932833,0.7467565,0.8214358,0.5142089,0.5001281,0.82938844,0.549691,0.6794908,0.29513854,0.48940432,0.65621775,0.4921842,0.49657503,0.28053117,0.74872124,0.7640704,0.43314108,0.93752944,0.5879133,0.49240416,0.37918806,0.31695706,0.81777406,0.67847663,0.2925423,0.5271531,0.36130047,0.55499,0.82734036,0.46717668,0.44527832,0.24448423,0.3877402,0.2144543
A2-A25C,0.60048246,0.4073385,0.23772877,0.5731505,0.60958105,0.5323292,0.7052555,0.43985024,0.5363056,0.64378077,0.5447916,0.6383224,0.5949444,0.53631634,0.6746025,0.56814504,0.40197727,0.36287257,0.70891917,0.47964472,0.4570415,0.61029714,0.7231308,0.33103472,0.69684976,0.29743642,0.5399766,0.6166211,0.6998035,0.7092627,0.53915757,0.54477715,0.7281725,0.802107,0.60403335,0.65636426,0.24775183,0.40782052,0.5353438,0.49023825,0.6544133,0.6145861,0.44033706,0.6108607,0.48152882,0.50443053,0.4861247,0.4175225,0.70299804,0.5874071,0.44299394,0.2795566,0.5368412,0.5650813,0.58229303,0.48046476,0.6346625,0.6865618,0.78886193,0.30369657,0.56583565,0.3902277,0.50886106,0.6184637,0.7683811,0.55289626,0.6581398,0.5587345,0.6894208,0.8550926,0.6803131,0.7525129,0.3874886,0.5799795,0.2669609,0.8116914,0.5020652,0.4557327,0.60913867,0.37994194,0.5049323,0.54852414,0.49612033,0.8097699,0.49862438,0.53608596,0.46161386,0.36852035,0.5354879,0.22009552,0.4392437,0.4861892,0.63988745,0.67765796,0.4737363,0.6469551,0.3698327,0.368292,0.4528837,0.28822768
A2-A25D,0.6316711,0.5030297,0.6406933,0.27515244,0.65405023,0.56453454,0.6399291,0.5954449,0.42648453,0.7092903,0.46714997,0.5909909,0.52139,0.607049,0.6458159,0.7085882,0.7268082,0.64742243,0.61015904,0.57737863,0.78964317,0.6141804,0.73868185,0.6548229,0.44947428,0.49042302,0.2499865,0.71852434,0.68760717,0.62265146,0.59031606,0.7078224,0.47311687,0.4973152,0.5539489,0.30361393,0.38265714,0.17493251,0.6571909,0.5471684,0.42520386,0.4158883,0.76645094,0.6464052,0.26546356,0.5770054,0.14223836,0.58121943,0.33736324,0.8018422,0.30654708,0.74691767,0.27450195,0.42521557,0.7625155,0.5512089,0.40502387,0.58123076,0.42720103,0.7774565,0.43022734,0.795479,0.74190545,0.8689543,0.24610454,0.4168651,0.5527019,0.6042085,0.5408664,0.36554694,0.22902036,0.5875472,0.7407112,0.7725112,0.39041245,0.18172026,0.16599679,0.58920276,0.55781436,0.15952793,0.47588852,0.33496612,0.5253084,0.5780947,0.7772503,0.2476337,0.61928415,0.4040571,0.69768107,0.85200816,0.58593214,0.70033723,0.3374508,0.45557636,0.7249607,0.4976064,0.7723474,0.57521766,0.7684415,0.6203215
A2-A25E,0.52123976,0.3568559,0.37180215,0.21692961,0.41310617,0.6335818,0.3692702,0.77976966,0.8907833,0.88483363,0.57767546,0.5772455,0.49327976,0.30216616,0.7042629,0.6103113,0.35863537,0.6274792,0.4500636,0.5466341,0.26791525,0.567857,0.4241246,0.27225184,0.49537358,0.63737476,0.45401618,0.5716072,0.7346722,0.68104875,0.73617613,0.7221779,0.87801635,0.6088593,0.32513297,0.7354686,0.5430957,0.64933896,0.42977995,0.631725,0.35800254,0.735448,0.63007474,0.60806113,0.51597965,0.7088115,0.7652849,0.45842513,0.3847552,0.25521758,0.68963945,0.58420527,0.5415906,0.35444415,0.81122726,0.41577476,0.5817566,0.48763022,0.35973024,0.66471887,0.55121577,0.19701883,0.5680053,0.5839413,0.41657567,0.6465055,0.6833803,0.8366653,0.6831254,0.7190037,0.28713268,0.7575594,0.24526975,0.6093527,0.64889616,0.3541639,0.27418822,0.6593691,0.58079416,0.18025854,0.6601803,0.64611924,0.33601114,0.70684093,0.54428554,0.49706197,0.43515903,0.3308837,0.776349,0.57513773,0.5478679,0.49642622,0.25109383,0.6578461,0.78548306,0.41645512,0.66984546,0.46649563,0.7358688,0.44092238
A2-A25F,0.37663078,0.7815989,0.6254009,0.8438921,0.55237406,0.19397432,0.8181179,0.41755772,0.7056581,0.5016707,0.3017206,0.8780098,0.8224149,0.18487324,0.5551303,0.8354976,0.84835196,0.19617283,0.56172067,0.24369851,0.78756076,0.8743329,0.7726101,0.78274226,0.27993798,0.3143006,0.4142919,0.23983142,0.7525591,0.3282388,0.66199183,0.19208848,0.37990054,0.80430245,0.33717307,0.13274747,0.105982766,0.48928714,0.1916695,0.25486165,0.6956031,0.24660788,0.25863403,0.6783059,0.55361646,0.42976403,0.79281545,0.6344852,0.43737143,0.5361451,0.5367017,0.66636395,0.6651585,0.20419767,0.6229293,0.5944908,0.41784573,0.7279631,0.29594573,0.27876198,0.80918247,0.7508855,0.12002601,0.62241375,0.18700452,0.6160625,0.8231443,0.43289083,0.16319203,0.36174282,0.43530136,0.59324336,0.8329081,0.5846705,0.32236448,0.41639042,0.5702056,0.26296157,0.46849057,0.46935403,0.827122,0.45365635,0.7672593,0.5834281,0.6578441,0.31173134,0.4669931,0.6844737,0.23704106,0.62325066,0.3155865,0.14778805,0.7493196,0.8241975,0.88003683,0.88213795,0.35234648,0.32388505,0.3827849,0.55404174
A2-A3KC,0.26903877,0.7153503,0.61939687,0.20653078,0.39070123,0.33495292,0.752612,0.59361833,0.27331504,0.5469584,0.42783746,0.52927023,0.4743923,0.81907904,0.6916639,0.5178096,0.7770714,0.2927153,0.81760424,0.5414427,0.70631325,0.37185332,0.2563457,0.4941738,0.5136021,0.5935703,0.76913124,0.6605647,0.74076617,0.7032181,0.5138589,0.6722846,0.5186408,0.67557836,0.31628335,0.43969107,0.71514595,0.56915283,0.6408896,0.19834141,0.70880806,0.23347461,0.80458385,0.7468642,0.37864903,0.27328566,0.2822363,0.73555773,0.7205693,0.51531595,0.24438763,0.5574452,0.38486707,0.34588587,0.7259902,0.412408,0.55999804,0.71140337,0.57560515,0.6272907,0.3598097,0.8452053,0.6312586,0.56051517,0.20028311,0.399217,0.6413336,0.2925035,0.5177964,0.4657857,0.74147755,0.41526657,0.6885748,0.3660407,0.54812264,0.67353773,0.5422294,0.7574848,0.76063037,0.7110051,0.485129,0.55241597,0.17632207,0.30414107,0.7952298,0.76832694,0.84166014,0.47997147,0.5760194,0.72827816,0.35942477,0.674515,0.67742217,0.4093238,0.5712149,0.7601654,0.4594533,0.69738656,0.6340393,0.567029
A2-A3KD,0.29941395,0.7369187,0.74708164,0.52652377,0.51590806,0.3846819,0.46474272,0.7350241,0.6671726,0.38693115,0.5627508,0.3320878,0.5957521,0.80249196,0.7140373,0.21266872,0.26582575,0.3784365,0.753299,0.5398587,0.5044565,0.26477534,0.28800243,0.36607805,0.627141,0.48889068,0.5233176,0.8387431,0.7193334,0.8503692,0.74217916,0.6810936,0.5496496,0.6713814,0.7426284,0.521592,0.7181105,0.4306631,0.709054,0.44693702,0.4946474,0.74282897,0.622393,0.5347731,0.43612203,0.308254,0.3628353,0.6557769,0.58481604,0.30819666,0.35610074,0.26039177,0.4610344,0.5960684,0.48094642,0.34293878,0.6820673,0.5917346,0.66102,0.59099996,0.3910551,0.5708882,0.8170545,0.30532205,0.7625487,0.60524786,0.33116817,0.43847632,0.64256716,0.7776896,0.80001265,0.3651069,0.3892269,0.43254334,0.69475687,0.71602094,0.41278502,0.66498035,0.7093778,0.61413354,0.43591124,0.55233276,0.4512087,0.6982027,0.5277265,0.67173207,0.77030003,0.6140835,0.49365136,0.30270007,0.40707263,0.5452721,0.40890285,0.61827403,0.36909682,0.42772365,0.4866327,0.56073546,0.78934205,0.3938575
A7-A0CD,0.50605106,0.584361,0.4383133,0.4324553,0.51315206,0.5880083,0.4495399,0.6405567,0.8253178,0.76284605,0.6078613,0.42545235,0.3507731,0.7454467,0.66338724,0.5284084,0.53893363,0.58170664,0.5791457,0.6255743,0.32301432,0.56018794,0.51424235,0.31583846,0.21924071,0.37494648,0.63649285,0.72618383,0.6256163,0.83065754,0.40165082,0.72081774,0.7857737,0.5077389,0.6972322,0.6846579,0.7911459,0.61897767,0.40159377,0.3152333,0.47498608,0.6115856,0.5870074,0.54367334,0.48839164,0.3941952,0.44066194,0.53084546,0.7834339,0.2440293,0.45303762,0.28593802,0.53859186,0.7622596,0.48885748,0.48736358,0.6514075,0.38330114,0.26136577,0.5451481,0.4200454,0.5043546,0.6963095,0.50320166,0.7234479,0.6890472,0.3861632,0.5150209,0.75511765,0.6736724,0.7577742,0.44712895,0.33214065,0.6664158,0.739491,0.6459501,0.3659406,0.7364974,0.75663495,0.4128573,0.6667659,0.3583815,0.46385,0.5307084,0.34282267,0.7346126,0.6786262,0.46354917,0.68270475,0.685264,0.31124794,0.71086353,0.46273872,0.39046434,0.34615436,0.5475533,0.6031476,0.41345942,0.6987137,0.32203457
A7-A0CE,0.80390984,0.74485093,0.33060235,0.72776306,0.18247074,0.32407892,0.6127337,0.5373679,0.7380788,0.83477736,0.4307443,0.5456116,0.7127881,0.6343251,0.2783917,0.49060464,0.8680994,0.5249815,0.27068755,0.49645042,0.5626579,0.16180524,0.24881226,0.5824392,0.71961606,0.93900514,0.5996256,0.34836107,0.31687123,0.4261131,0.82063794,0.44737414,0.3801412,0.71255076,0.17276378,0.5041296,0.6545087,0.61259633,0.62013507,0.566938,0.46712303,0.37421155,0.61478245,0.52918965,0.8290991,0.6306042,0.71675503,0.6596988,0.2266895,0.54648924,0.4734333,0.64484024,0.49219093,0.34111622,0.33276314,0.68567824,0.3852734,0.49150088,0.33604223,0.9294365,0.51610583,0.31094062,0.5760137,0.25450727,0.52092505,0.79780805,0.68751025,0.6065556,0.11866171,0.14427987,0.2823047,0.34448582,0.34732202,0.15425946,0.81763774,0.71678114,0.66540563,0.38540816,0.36771208,0.87422675,0.58891135,0.67637444,0.6188518,0.096198276,0.73700714,0.8749877,0.61078393,0.8141186,0.3863917,0.60967857,0.8603957,0.40301725,0.504792,0.86049306,0.7445202,0.45647818,0.32570875,0.5544986,0.34644073,0.85007524
A7-A0CG,0.2764492,0.34215978,0.5835105,0.6827924,0.69562984,0.369872,0.8612648,0.6430133,0.186972,0.2248006,0.3873886,0.49890557,0.5635449,0.81049967,0.728545,0.7078508,0.32459915,0.34208423,0.58939666,0.46669802,0.7413453,0.5497641,0.738256,0.5070698,0.5261854,0.57498,0.6627238,0.6849359,0.5237078,0.6966554,0.55617476,0.5749767,0.51120853,0.7577526,0.39072922,0.49761498,0.45999402,0.21215585,0.5476731,0.26139995,0.6906508,0.34357986,0.5729198,0.7470931,0.6444644,0.15093964,0.2754137,0.82873863,0.38113284,0.6269704,0.2973464,0.3908045,0.8061564,0.46340242,0.80934846,0.4860024,0.34333348,0.8303981,0.75370544,0.3304819,0.6007435,0.711925,0.60497403,0.7672878,0.67663765,0.53848356,0.6309846,0.18981695,0.4142943,0.68052197,0.6407213,0.6167747,0.6717912,0.4538954,0.22010687,0.7863127,0.7189521,0.4558286,0.7561767,0.64396954,0.4073336,0.30588576,0.3751234,0.5302579,0.51521903,0.62151825,0.7500801,0.47879457,0.26704803,0.23353705,0.7190797,0.5009852,0.6874512,0.7229934,0.2495289,0.75024873,0.20087028,0.42171818,0.5030981,0.6136008
A7-A0CH,0.6281934,0.2737349,0.74812937,0.48010153,0.66245496,0.5526638,0.4828602,0.65345883,0.5167482,0.35362673,0.6574632,0.26292273,0.33771852,0.69086426,0.5538235,0.3913869,0.38513798,0.48452312,0.4962824,0.6205565,0.5221369,0.6072756,0.5110279,0.32441685,0.42523545,0.4851274,0.7707487,0.6952377,0.3976305,0.7860711,0.41296297,0.62779933,0.5541979,0.642761,0.6434027,0.71768034,0.84112936,0.6510712,0.6770884,0.4284977,0.64776266,0.66673946,0.43085063,0.6438892,0.51306295,0.30964553,0.26286215,0.5133556,0.7778347,0.5920095,0.57647663,0.23753756,0.7512949,0.7815331,0.5004591,0.3669136,0.74768275,0.5522786,0.7411621,0.51422006,0.34433037,0.43541327,0.60238934,0.44254744,0.89620423,0.6296531,0.3939629,0.38630626,0.6502702,0.6955534,0.6843887,0.51336694,0.2696103,0.45120275,0.47499782,0.71523523,0.74081004,0.63950783,0.6738448,0.7919326,0.589581,0.68894166,0.3940385,0.74694777,0.24957444,0.7777762,0.66071576,0.2887625,0.5589292,0.3323088,0.4219972,0.6705816,0.64329916,0.55483675,0.15627673,0.36843917,0.3120305,0.59823215,0.67757773,0.31480727
A7-A0D9,0.5102053,0.7025641,0.4303695,0.47235593,0.16089417,0.53534716,0.46525177,0.53268826,0.5804789,0.6235231,0.6182622,0.44475192,0.69841254,0.5741806,0.8171356,0.5059589,0.4838513,0.4800304,0.54783463,0.59436595,0.17727704,0.42212853,0.323632,0.43023098,0.5603821,0.7740372,0.7519165,0.8196956,0.7405242,0.41963345,0.48683563,0.56471,0.6660269,0.7066794,0.17115873,0.7327155,0.50475013,0.7407447,0.463478,0.6338837,0.4019691,0.5196488,0.741552,0.50948906,0.51045537,0.7184895,0.7029004,0.44526166,0.72315013,0.22033852,0.7992908,0.5928441,0.36262637,0.5222081,0.76456517,0.3741272,0.31131,0.764629,0.4186894,0.50827545,0.6064509,0.5522772,0.69063705,0.46258432,0.23165739,0.6133546,0.79656756,0.67827016,0.618624,0.77527714,0.44861925,0.5639776,0.29417428,0.5190233,0.5448696,0.29040095,0.3940391,0.64574254,0.68774146,0.3650728,0.4740674,0.5891284,0.5074493,0.35649604,0.51999277,0.56992245,0.529879,0.5321586,0.49306035,0.36597472,0.6606047,0.474043,0.6158183,0.6334767,0.44113815,0.41317752,0.7703466,0.40354913,0.52782774,0.5469622
A7-A0DA,0.45933443,0.9188756,0.3585006,0.87879276,0.13287437,0.2106422,0.5445274,0.37156337,0.4961086,0.5557302,0.44891137,0.6631407,0.7075841,0.4860428,0.32143503,0.6884591,0.8328669,0.521093,0.396158,0.31502295,0.43946856,0.27977753,0.21404365,0.7117624,0.8363613,0.9213569,0.78569853,0.32005495,0.31059813,0.43497482,0.5620485,0.2322237,0.20441759,0.45080185,0.17656939,0.44751617,0.69648266,0.8836248,0.5981339,0.51747584,0.6142598,0.26338822,0.53519815,0.47128254,0.89397323,0.7848903,0.8555355,0.7029419,0.5669438,0.5467757,0.87192434,0.74746096,0.77152926,0.3505396,0.120687515,0.7408873,0.50802517,0.47984284,0.2269876,0.5758116,0.742373,0.45989484,0.26646537,0.36799347,0.52730674,0.8328301,0.59249866,0.64134943,0.24875167,0.31339145,0.31410405,0.2467579,0.47707778,0.19917762,0.81925213,0.58226186,0.84427756,0.41157842,0.19574794,0.91672707,0.49302572,0.88272023,0.8134396,0.13684928,0.7648132,0.8408338,0.8253597,0.757323,0.21628773,0.3713122,0.86696136,0.13556874,0.6548847,0.7361866,0.49653167,0.5419649,0.53041303,0.7497643,0.24097976,0.5802051
A7-A0DB,0.41772175,0.23718368,0.74070305,0.7469761,0.69984734,0.3702731,0.682937,0.6462809,0.2889668,0.29335633,0.48530227,0.20666166,0.50907445,0.7270027,0.66478467,0.63299537,0.3244858,0.29535526,0.56965256,0.56692845,0.57843614,0.65856135,0.5919604,0.3304979,0.3860372,0.44205537,0.72957283,0.622087,0.5258359,0.6218408,0.46705833,0.60491693,0.4498186,0.7527746,0.46221977,0.6593076,0.74594605,0.49525684,0.52119124,0.32202262,0.6341485,0.6403917,0.5588133,0.78749126,0.6323731,0.21740079,0.45302245,0.7082999,0.56213933,0.62242687,0.49902672,0.29213318,0.7384295,0.63749397,0.7243686,0.37202325,0.5646828,0.6961291,0.7820294,0.39166084,0.3998161,0.4417815,0.54776055,0.60980374,0.7176489,0.47793436,0.5168015,0.24337333,0.57311225,0.6308988,0.7611881,0.61917067,0.39125457,0.42858872,0.25205842,0.7982508,0.69498384,0.5391525,0.7482646,0.6556419,0.59401727,0.65633506,0.46886155,0.6777092,0.34914035,0.8011284,0.60717523,0.38464433,0.43604502,0.27349427,0.46315575,0.5404155,0.73683923,0.51839554,0.24963841,0.57550126,0.19731256,0.5202314,0.5934528,0.46063542
A7-A0DC,0.69056404,0.44338247,0.21833052,0.5712106,0.22326514,0.5521155,0.3615292,0.74924576,0.9665656,0.89531386,0.5625949,0.107842624,0.7575797,0.2500557,0.73587143,0.5294937,0.15747379,0.35232347,0.5235551,0.75241125,0.055355348,0.68986297,0.66451216,0.1660053,0.24301921,0.13897383,0.7356864,0.86987966,0.8081368,0.5444437,0.7003946,0.6703888,0.9223888,0.6316218,0.12589788,0.7646905,0.7352023,0.8569125,0.11534265,0.4460671,0.17168644,0.91830206,0.7297526,0.7332682,0.4015801,0.657637,0.89713705,0.16321114,0.86299944,0.09142032,0.7880314,0.16103363,0.2667746,0.5026251,0.7878,0.08559377,0.4806552,0.59771246,0.21842305,0.6615049,0.58713675,0.23493811,0.5989317,0.16181634,0.64849263,0.85862076,0.85487735,0.816437,0.77296674,0.8587538,0.6706966,0.6654392,0.07022488,0.5627728,0.4802367,0.28728014,0.3169096,0.69138074,0.87851775,0.085230894,0.9234592,0.52653843,0.4833832,0.68888223,0.2339705,0.84720385,0.3314765,0.36773664,0.62614405,0.6152888,0.28301328,0.41061005,0.38045016,0.6389284,0.48546943,0.6041129,0.36764187,0.1665247,0.854305,0.15463446
