Sample_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AR-A0U2,0.3348078,0.0824804,0.8062068,0.11908142,0.16287881,0.77425325,0.3687696,0.6881961,0.2486555,0.39702833,0.36190158,0.7536945,0.11682102,0.5576318,0.5589544,0.301046,0.18454087,0.4599665,0.5057013,0.16449513,0.23212445,0.61410093,0.7207565,0.6714061,0.80523,0.8655655,0.66793853,0.79937416,0.5210929,0.49607122,0.33399728,0.1357571,0.88887656,0.62730056,0.5987591,0.42272076,0.8058809,0.71718836,0.8549841,0.23246805,0.121887825,0.5635073,0.13272174,0.3741442,0.82032377,0.85238767,0.1332745,0.38451734,0.8441617,0.3617459,0.2095271,0.8348066,0.77186495,0.35502836,0.61806655,0.36678937,0.10110386,0.17652835,0.22555794,0.62560534,0.62368554,0.40178612,0.84361225,0.8430235,0.7344628,0.27210242,0.6809687,0.3722413,0.8101697,0.5236379,0.1165381,0.25090185,0.13394286,0.7691389,0.086739816,0.7476138,0.8744669,0.8257524,0.12547028,0.77790684,0.5465236,0.13836686,0.8619747,0.09271035,0.9160825,0.14656623,0.719995,0.49274996,0.16389655,0.1629815,0.5214661,0.91130954,0.1499401,0.39686,0.60350937,0.51093626,0.2261058,0.43023393,0.5190246,0.8700225
AR-A0U4,0.54205436,0.14264663,0.14393581,0.17053601,0.46789894,0.32524022,0.17679566,0.17292428,0.49888217,0.2042777,0.63354504,0.18161461,0.30507872,0.35564297,0.6304107,0.20067514,0.83867556,0.16213119,0.4985955,0.23767559,0.08411999,0.771279,0.8771744,0.17643668,0.91609675,0.39348048,0.70622385,0.17744438,0.47628114,0.6746874,0.18496984,0.73262054,0.1363472,0.8874305,0.45971212,0.24247442,0.82027936,0.70254797,0.7490894,0.1774833,0.8330728,0.39101946,0.2727921,0.120806195,0.5333939,0.3076263,0.15823773,0.51919097,0.25897554,0.7506997,0.18464209,0.44522825,0.734531,0.6574789,0.58942765,0.15465564,0.33164304,0.44807607,0.8410085,0.52811664,0.75030106,0.19010372,0.73177785,0.77909464,0.17749496,0.15803736,0.8285047,0.45800275,0.22499841,0.86425424,0.21983923,0.20986836,0.24419829,0.778785,0.81273705,0.87492675,0.17838384,0.10793728,0.25391263,0.216482,0.56531346,0.15849045,0.7303887,0.80657464,0.727332,0.30429274,0.8952864,0.8348494,0.70719904,0.21097697,0.20694453,0.8034993,0.79482144,0.6904265,0.35919744,0.5774614,0.15417528,0.41088092,0.61340576,0.8100566
AR-A1AH,0.43600458,0.6509657,0.4271455,0.6880411,0.5528973,0.64530796,0.8128118,0.881156,0.6733018,0.45745987,0.49288934,0.89863473,0.75919855,0.38344455,0.844394,0.2272067,0.48600897,0.6169533,0.75895923,0.47448874,0.8677143,0.59304434,0.25384465,0.58586204,0.8082408,0.34124395,0.42648783,0.47107428,0.7032382,0.25367135,0.61920977,0.17400391,0.6348056,0.60418856,0.792018,0.31829274,0.3151099,0.16989778,0.33785912,0.6545232,0.17103338,0.34928286,0.3465518,0.8115725,0.7416386,0.28921476,0.71266645,0.412944,0.27432984,0.34152105,0.40929058,0.3424391,0.8155321,0.16340293,0.3758199,0.3218356,0.6595362,0.5829629,0.36489546,0.28072298,0.3993856,0.7563167,0.69096524,0.25664425,0.32576248,0.16792893,0.47555444,0.47458205,0.21470739,0.68821156,0.4435322,0.36389804,0.37290302,0.726877,0.46781293,0.7405008,0.54149836,0.31371284,0.36590686,0.19736168,0.50607246,0.103705585,0.51473427,0.32661763,0.8198551,0.8230662,0.8498553,0.6871135,0.6265647,0.17870896,0.8844016,0.31622216,0.31113806,0.5011651,0.74411184,0.42383036,0.19684811,0.8227611,0.5417872,0.37008107
AR-A1AI,0.4549796,0.6734569,0.11873698,0.42452505,0.8260287,0.5354901,0.35582376,0.6464605,0.53694725,0.33886564,0.6108137,0.4719666,0.5692809,0.5804181,0.92149425,0.43476242,0.5377577,0.63303334,0.2444956,0.22302051,0.605481,0.5037027,0.49090946,0.24487019,0.6328531,0.26263723,0.56289506,0.42769077,0.8348747,0.31909186,0.3408501,0.55950683,0.5775739,0.3035543,0.74483573,0.2425028,0.6884705,0.5123634,0.8356527,0.738741,0.5071103,0.21489067,0.39852533,0.5169165,0.39811173,0.28412342,0.31113,0.43122452,0.11736006,0.69250166,0.47227743,0.41432393,0.34489092,0.68034625,0.6107698,0.24701618,0.40925354,0.38961917,0.17724785,0.35939488,0.73001033,0.34674925,0.39438045,0.29139537,0.4714968,0.306418,0.52341026,0.30266485,0.5385104,0.423246,0.77442634,0.6750153,0.13409111,0.5681922,0.40518683,0.83571315,0.36421207,0.23141943,0.5426651,0.26078418,0.4851677,0.26407853,0.3191667,0.3138615,0.52658314,0.6594468,0.77117413,0.2938126,0.5889676,0.43226737,0.25430658,0.45327803,0.48830244,0.6237747,0.4702009,0.5577186,0.51836985,0.5958372,0.46314242,0.21797064
AR-A1AJ,0.26653075,0.637508,0.19797239,0.4082534,0.43308282,0.37620685,0.6558832,0.5113572,0.6231914,0.1363983,0.38133764,0.24732453,0.49619257,0.17989613,0.8710946,0.52906704,0.32119194,0.58586323,0.63713473,0.3233643,0.7728229,0.4229386,0.36494347,0.24488631,0.7626868,0.22686481,0.33601782,0.32988444,0.59601533,0.72117674,0.5632974,0.734239,0.32747853,0.69337136,0.69018966,0.27346417,0.54504657,0.6622876,0.7955842,0.7647027,0.6354668,0.41258475,0.6265657,0.5116456,0.76636446,0.34833902,0.30149597,0.6017272,0.26507348,0.6118371,0.501475,0.5569279,0.5533615,0.3380193,0.263575,0.48110917,0.14266068,0.1628076,0.45804888,0.25737017,0.43017814,0.4008862,0.24741128,0.69462603,0.37972966,0.20060812,0.6225958,0.69121516,0.41533503,0.55729556,0.33098787,0.61171925,0.11189978,0.46849117,0.22085018,0.57040745,0.7272974,0.19962661,0.70381624,0.29141715,0.3467117,0.13521168,0.33463177,0.7195752,0.7674872,0.75964683,0.7824829,0.45391035,0.34859923,0.49224582,0.1594852,0.7200836,0.58643115,0.61811817,0.44454807,0.40627348,0.22238082,0.47261596,0.14132659,0.33137774
AR-A1AK,0.11928389,0.25951198,0.23361799,0.5746648,0.2712348,0.58330834,0.38952377,0.67741567,0.36140582,0.83386505,0.2934944,0.30552423,0.7344786,0.54602176,0.52629375,0.6515967,0.551018,0.50496304,0.40033135,0.241161,0.55044633,0.29682142,0.7020424,0.20710103,0.56240004,0.5441264,0.24266548,0.51052046,0.4455568,0.6968044,0.35554364,0.65877753,0.44373044,0.14189804,0.5429315,0.48803243,0.21207322,0.46648285,0.67003757,0.58454305,0.5738225,0.7509893,0.5041879,0.5025935,0.55146754,0.6488784,0.46860254,0.8063812,0.7083226,0.57820475,0.6464017,0.21905708,0.40039018,0.26274884,0.10958505,0.4017093,0.4852729,0.3214643,0.8338192,0.16640235,0.7118129,0.32787085,0.5079893,0.47194192,0.8343448,0.13455775,0.70602316,0.7943819,0.17231655,0.20550524,0.6079503,0.67492753,0.5054918,0.53302795,0.4670569,0.34132066,0.7802982,0.23336479,0.6224964,0.8370861,0.33170253,0.7868349,0.5169682,0.42850572,0.33099923,0.80868083,0.23246671,0.6951466,0.2740063,0.5211415,0.29785407,0.5689328,0.7534952,0.24009863,0.7588034,0.7195228,0.49940258,0.16977426,0.46521407,0.35366446
AR-A1AL,0.19293112,0.4305272,0.82433075,0.39814994,0.3819457,0.72978824,0.6484157,0.52840036,0.3070392,0.19927606,0.3237101,0.3975992,0.42903107,0.3975092,0.40933922,0.7610529,0.37828112,0.33691382,0.49388325,0.15892532,0.64226127,0.40625763,0.249943,0.41926798,0.42404073,0.64065564,0.2215585,0.45622584,0.5591898,0.5325986,0.44327822,0.49239033,0.32892543,0.67298585,0.81896293,0.28398466,0.31907973,0.60999024,0.41217148,0.7929204,0.23819725,0.621759,0.5330365,0.4737162,0.61206514,0.46052346,0.5146907,0.78109914,0.5265974,0.27129728,0.4490118,0.68599164,0.39803645,0.4820372,0.50178444,0.44904405,0.37517068,0.27235782,0.7061173,0.46800837,0.3319165,0.41891316,0.580039,0.709583,0.6187099,0.5760957,0.29815733,0.36038658,0.6405151,0.5531477,0.5037199,0.31971008,0.5222035,0.76263547,0.44856042,0.25696516,0.46703878,0.196736,0.32698056,0.7075562,0.20715362,0.269031,0.4620452,0.65360355,0.49277398,0.4069582,0.41720212,0.4727765,0.5199849,0.65797246,0.69417894,0.6636117,0.2693416,0.50676113,0.31960878,0.3485934,0.60787106,0.36990762,0.43799782,0.44053742
AR-A1AQ,0.46391276,0.789221,0.36344695,0.5141602,0.75184095,0.41826028,0.61676824,0.5305655,0.59269124,0.32795814,0.6358924,0.5300215,0.43314454,0.4434532,0.8294535,0.37705547,0.23487985,0.8219767,0.76382387,0.45807692,0.7841854,0.46747088,0.6136058,0.22297774,0.47808215,0.22073188,0.637964,0.58649904,0.6692555,0.44801033,0.23619321,0.3755892,0.45484933,0.38107643,0.72039044,0.6311952,0.76541007,0.21770652,0.68536866,0.47642264,0.48764738,0.44109723,0.38814458,0.6377987,0.648595,0.62083054,0.20651448,0.28960606,0.32193378,0.5604806,0.45869637,0.12632588,0.60622174,0.68234855,0.40849245,0.14910936,0.4843559,0.5402102,0.37088418,0.3735765,0.6337879,0.23960994,0.40432927,0.20287709,0.44734603,0.22416377,0.51618403,0.583151,0.2997261,0.4997386,0.7291356,0.7283878,0.2813217,0.43738022,0.37164906,0.6487103,0.63975555,0.18308903,0.83199155,0.26578584,0.24915066,0.26588485,0.21572189,0.35391527,0.6614895,0.65762687,0.613502,0.562537,0.5492788,0.5533407,0.2902363,0.6157196,0.37501645,0.6767315,0.563628,0.609592,0.21097507,0.6458042,0.48088047,0.46767193
AR-A1AS,0.77058494,0.6428576,0.4828585,0.4020768,0.58704054,0.31894422,0.35311106,0.57319266,0.68587124,0.59441495,0.6023859,0.54393065,0.5690534,0.2658953,0.40695417,0.708985,0.27982455,0.63212246,0.48287246,0.5515937,0.6302135,0.33801305,0.5026988,0.58598757,0.26956335,0.30052876,0.25852945,0.50069666,0.13686913,0.1406829,0.13537006,0.49577323,0.45703137,0.6271484,0.40516174,0.4978666,0.31059244,0.41676456,0.3869493,0.67226654,0.63150984,0.57887745,0.7391352,0.4692536,0.23040749,0.32898483,0.4476498,0.34102216,0.56667006,0.49002495,0.44638482,0.6270292,0.3999343,0.17573725,0.3595213,0.7339248,0.5040772,0.7230471,0.77901006,0.6493131,0.48374698,0.6531169,0.43361574,0.47920838,0.41775653,0.48289442,0.13957539,0.6035669,0.5940665,0.28265986,0.801418,0.4458928,0.5061236,0.25829655,0.6618108,0.63749427,0.18852815,0.7108139,0.5519778,0.83909094,0.4873489,0.80777574,0.53099364,0.43782213,0.48512772,0.5085133,0.7133422,0.25022897,0.52657807,0.41456556,0.49658573,0.42228088,0.25936103,0.5914185,0.31040636,0.40391797,0.46697593,0.6773138,0.50483984,0.46546817
AR-A1AU,0.14063492,0.49968132,0.19715574,0.3700069,0.17658675,0.775272,0.3048464,0.475773,0.44850534,0.3485582,0.48054594,0.42588344,0.55166423,0.18659103,0.19656475,0.6780528,0.6779019,0.44192258,0.21603061,0.4704061,0.7089693,0.36631444,0.273512,0.32855305,0.8391148,0.7529513,0.3804696,0.12361228,0.34106526,0.51314056,0.43311703,0.5918111,0.31267208,0.5559145,0.8743803,0.38786712,0.29558912,0.8350051,0.13737497,0.7968219,0.5500216,0.53501326,0.6408286,0.38856545,0.57681733,0.5649101,0.3542014,0.3540823,0.48742694,0.6244887,0.22098304,0.6580089,0.49617344,0.3140691,0.32904112,0.37127998,0.37106407,0.4492036,0.46890542,0.4302166,0.62770116,0.67179346,0.5414699,0.69251406,0.55974346,0.18069844,0.13043804,0.6535938,0.67888445,0.5488395,0.23867688,0.39532837,0.81457496,0.37182984,0.23972079,0.58116204,0.44638833,0.5983826,0.3252231,0.43591604,0.12766907,0.3920743,0.64468795,0.7686454,0.5249711,0.30460584,0.11572938,0.35516322,0.57903594,0.6973252,0.554213,0.14915483,0.3047453,0.545357,0.46936312,0.25744516,0.85715014,0.27601424,0.53892606,0.58393854
AR-A1AX,0.11674675,0.5719623,0.7828203,0.13707207,0.44188952,0.76336247,0.65539336,0.5368919,0.20286247,0.23002198,0.15553118,0.49980706,0.37129715,0.51699626,0.45359662,0.6739529,0.47685522,0.47952682,0.21429656,0.37477472,0.6787641,0.5043746,0.28515908,0.22355126,0.5270006,0.6466075,0.5419322,0.61494577,0.5975069,0.71074814,0.4357054,0.6301779,0.51932645,0.66447127,0.86218846,0.23855864,0.41043842,0.83992827,0.74030817,0.52514493,0.53070855,0.6891733,0.38980708,0.2312169,0.81742847,0.84238076,0.21631788,0.71493924,0.462059,0.5505921,0.61395353,0.66048425,0.47883418,0.29859596,0.68188953,0.25530455,0.51061016,0.26646057,0.4707271,0.43607217,0.30658504,0.19429807,0.23483413,0.8198809,0.8781857,0.19451725,0.52959245,0.27118582,0.60993963,0.61468554,0.26518956,0.28240335,0.26457387,0.5594893,0.32683438,0.27990746,0.735708,0.13288736,0.52689224,0.37435052,0.41478285,0.26751113,0.5973095,0.5628429,0.68056524,0.38400465,0.24176556,0.30591032,0.43987694,0.52139014,0.5575136,0.32397786,0.3041212,0.51902616,0.1339023,0.16517124,0.7268393,0.22560725,0.19765279,0.41747466
AR-A1AY,0.27697492,0.5423174,0.69548625,0.26495224,0.45421273,0.47878423,0.61622816,0.843457,0.7067125,0.23608133,0.61052036,0.17163299,0.6485727,0.3836941,0.86896217,0.24319537,0.400831,0.7758549,0.35212094,0.3063506,0.7204928,0.7869101,0.20832446,0.26461318,0.31632128,0.12330705,0.22607034,0.5400188,0.69758344,0.43370232,0.57496804,0.6731043,0.5467114,0.38404623,0.86177504,0.6031023,0.7462056,0.4492755,0.39063028,0.72938955,0.68111664,0.51414573,0.47150454,0.6669962,0.30571377,0.36146563,0.23450422,0.4370881,0.48950687,0.6407093,0.21616843,0.561168,0.72384673,0.6227496,0.24885331,0.6378851,0.6457456,0.38473335,0.16315125,0.5110287,0.5125722,0.61535364,0.60968524,0.23894514,0.56317085,0.5067372,0.22389783,0.3154261,0.5628851,0.58915937,0.38223428,0.202248,0.42901108,0.29832003,0.36028028,0.841786,0.33693567,0.23013794,0.7511969,0.34570396,0.4017152,0.18536212,0.437583,0.6607227,0.20549849,0.7615051,0.72050864,0.51645005,0.44891852,0.34337267,0.30524224,0.41551337,0.27873605,0.5200054,0.42539045,0.13005665,0.3542054,0.7520987,0.34739316,0.3339673
AR-A24K,0.5458403,0.42492726,0.23897295,0.38317174,0.6131349,0.4775574,0.23172827,0.5937408,0.5884026,0.8340728,0.564758,0.8105078,0.5733991,0.27970976,0.26713493,0.4629764,0.31167665,0.2047128,0.4345568,0.4349613,0.7740304,0.34459466,0.27041006,0.6678364,0.40621802,0.12252575,0.46673903,0.22925597,0.29688677,0.21057257,0.4545461,0.50181276,0.46252936,0.34953448,0.622445,0.8546313,0.44050005,0.8194195,0.36261907,0.70711666,0.20481284,0.48976383,0.2656398,0.45034277,0.35182092,0.38024008,0.66108674,0.798807,0.34162933,0.7263348,0.34604207,0.25036532,0.30398887,0.23702893,0.39653137,0.11678754,0.19813852,0.40065652,0.75631744,0.73136944,0.5101755,0.6275227,0.22277956,0.42497107,0.35284153,0.679783,0.21650064,0.5182544,0.6012547,0.26402503,0.5547586,0.5816584,0.5902531,0.24576822,0.4282127,0.3530626,0.19762248,0.620484,0.15777686,0.5723733,0.64788884,0.5732341,0.3882103,0.25191647,0.27776986,0.68238026,0.6879809,0.24438155,0.7957351,0.20359582,0.3977752,0.24080299,0.38816953,0.5287818,0.6596555,0.35388973,0.54781824,0.5556061,0.6917609,0.49834907
AR-A24L,0.2921925,0.2907276,0.40289235,0.529699,0.2443292,0.2481122,0.4032033,0.8809764,0.7920362,0.229169,0.60319453,0.45785245,0.80852956,0.6361125,0.56840557,0.5209363,0.41285485,0.5765672,0.43822306,0.15218116,0.29047495,0.57937473,0.73616093,0.39863703,0.52229375,0.6822773,0.2979776,0.41483206,0.31759447,0.6641982,0.38114586,0.1186927,0.57622576,0.5125765,0.36633083,0.35881898,0.17457828,0.27177808,0.56262165,0.6978871,0.4850028,0.48532012,0.5866989,0.46511635,0.39158916,0.5830564,0.77188325,0.4965464,0.46367562,0.22974199,0.39754748,0.7724043,0.5777326,0.32987437,0.1646005,0.46078897,0.08373034,0.34948716,0.6984959,0.17737818,0.20688604,0.8230399,0.33870447,0.5017976,0.82221395,0.73635244,0.17035474,0.6382369,0.5526125,0.7721298,0.4424909,0.70825744,0.52293444,0.09537229,0.44472077,0.379229,0.54801905,0.6561843,0.6383589,0.7086619,0.37902588,0.1472296,0.41798288,0.20468742,0.56374896,0.36741334,0.5869975,0.24740976,0.5765425,0.5725817,0.79281855,0.124802426,0.45817456,0.3983044,0.5868254,0.37996814,0.22756511,0.3027523,0.6221295,0.8643741
AR-A24M,0.27582797,0.3933375,0.6974146,0.4377402,0.40908146,0.25085488,0.6100957,0.5816025,0.6190108,0.46528488,0.548553,0.54041654,0.5541906,0.32481623,0.5878178,0.52316916,0.3235842,0.41673154,0.3904156,0.29936722,0.67648995,0.30990008,0.6218908,0.47450575,0.33700094,0.50176936,0.2522887,0.7121962,0.59152097,0.40178698,0.37114477,0.5060649,0.5857863,0.6337039,0.3925102,0.6209164,0.32087904,0.5798906,0.37391046,0.3420675,0.22763261,0.5685755,0.40225753,0.3757249,0.33260423,0.40670344,0.69146997,0.5149378,0.623622,0.2925438,0.38442925,0.6953521,0.2769818,0.58550346,0.45381045,0.60923755,0.3213944,0.44581497,0.7301573,0.45004898,0.3711721,0.46210232,0.2852335,0.6197408,0.71502304,0.65643644,0.26260746,0.14955415,0.29491574,0.33691368,0.6947496,0.54730153,0.6214576,0.22046053,0.41221264,0.415039,0.15887682,0.55454355,0.49490115,0.6864467,0.3660213,0.7462692,0.15856843,0.1059683,0.4675407,0.25663012,0.60440123,0.5667476,0.4955366,0.63812816,0.73728484,0.6993983,0.61162907,0.78068346,0.4990422,0.6378328,0.35344675,0.6429829,0.324462,0.33348003
AR-A24N,0.47211716,0.4699195,0.51584774,0.45932347,0.4179199,0.31789798,0.16597824,0.5114108,0.47301692,0.78678286,0.6684762,0.49466237,0.412384,0.42363232,0.48715204,0.41607803,0.27008042,0.42073914,0.26068228,0.44960916,0.63497996,0.5522507,0.60053223,0.5659289,0.5298344,0.39389086,0.2648556,0.5190479,0.33208895,0.46962285,0.4798067,0.5782519,0.6739439,0.73181444,0.42909715,0.7001568,0.42192686,0.8198006,0.5488408,0.508614,0.50800645,0.62051386,0.6051532,0.55354196,0.837495,0.5058098,0.31054133,0.7810955,0.36598018,0.5656176,0.41902176,0.2117178,0.25004095,0.3318062,0.5258852,0.12964079,0.28356612,0.17527755,0.7215138,0.7075069,0.34290493,0.709233,0.34471872,0.5358687,0.6407817,0.54723626,0.33913094,0.5279325,0.46130782,0.3076748,0.63730067,0.43650103,0.4374357,0.18283996,0.26783884,0.24822612,0.23144382,0.41824618,0.347843,0.58020526,0.39111286,0.75935394,0.2552232,0.36740658,0.46783713,0.5738702,0.3835328,0.3928568,0.46114942,0.23491926,0.4298116,0.27975518,0.25046897,0.17618787,0.7024453,0.58737624,0.3825552,0.577568,0.44658965,0.49907812
AR-A24O,0.19370659,0.19642612,0.4393721,0.6494209,0.5076389,0.47993752,0.4612065,0.4850398,0.37482026,0.4047131,0.3219008,0.30033693,0.62093496,0.42329708,0.43435043,0.6293852,0.49610338,0.42765412,0.4835337,0.22829078,0.637108,0.48469546,0.3036987,0.40875876,0.59042495,0.4886466,0.30325806,0.5100969,0.4023835,0.40255755,0.45750836,0.48650426,0.56723267,0.49981952,0.5632783,0.39928648,0.39233276,0.423521,0.54353887,0.53683805,0.3665032,0.5662686,0.7010962,0.19983852,0.54275566,0.5657978,0.5826225,0.86071634,0.5415348,0.32282442,0.3240911,0.6228683,0.35356116,0.7325897,0.1858626,0.5565935,0.36891374,0.336546,0.7357365,0.38550466,0.25564057,0.39872485,0.3177915,0.48288795,0.684385,0.5163894,0.38031727,0.34140852,0.39637083,0.58086544,0.49232805,0.56823707,0.68213606,0.4834255,0.29609048,0.31602904,0.45448172,0.45439315,0.5470251,0.35504583,0.24201724,0.64761454,0.39410368,0.5915569,0.5663086,0.5476131,0.3368673,0.346335,0.5381787,0.5261038,0.54639363,0.82694966,0.42709327,0.49473342,0.7075668,0.46122444,0.49689192,0.32270592,0.40912747,0.2920391
AR-A24P,0.38418686,0.6760812,0.40673688,0.44298232,0.43902335,0.41101563,0.32981598,0.65479404,0.4533383,0.5849928,0.738055,0.44665542,0.5692815,0.47904414,0.38918057,0.55702364,0.27398637,0.4954992,0.3716464,0.284472,0.71875435,0.35201073,0.60513,0.45865348,0.573495,0.2800246,0.23331667,0.46703917,0.49980778,0.52094996,0.4324244,0.65773463,0.713834,0.6936781,0.4414947,0.67945516,0.29774475,0.5913654,0.34521118,0.59394574,0.35690308,0.650681,0.7377926,0.49422714,0.60505956,0.40372288,0.5369831,0.59284836,0.484217,0.6797405,0.32305682,0.4108989,0.42554516,0.49119404,0.41929924,0.28734934,0.16864797,0.30376923,0.80622655,0.4520288,0.33257532,0.48861074,0.35690227,0.47852552,0.6272038,0.5838237,0.10168053,0.64131933,0.52245843,0.34217495,0.5695438,0.6345267,0.46360296,0.47032988,0.41613552,0.3517464,0.3888551,0.6256312,0.24202596,0.5771351,0.25318024,0.5293763,0.28669336,0.28483844,0.48536518,0.60966814,0.26169676,0.25300974,0.636431,0.35848153,0.44388738,0.48878747,0.37286818,0.39284295,0.6782317,0.25405636,0.2258789,0.3872879,0.49457982,0.450118
AR-A24Q,0.34049648,0.34970683,0.27377188,0.12486813,0.37489045,0.46160132,0.24721628,0.786583,0.80149615,0.50053835,0.35719714,0.25265995,0.5937929,0.52895427,0.38568285,0.3016666,0.752914,0.691152,0.8314025,0.16596468,0.683929,0.7796285,0.85230374,0.22781229,0.74029094,0.16770017,0.16399692,0.5144711,0.7826591,0.746023,0.8148972,0.2920756,0.83421755,0.93554676,0.55803394,0.18614322,0.78084105,0.48398912,0.4479731,0.59495723,0.3994466,0.74357444,0.24438572,0.63992923,0.5923721,0.5078174,0.41569135,0.51318794,0.51264036,0.33124486,0.36604795,0.4154767,0.22992544,0.72320575,0.42158115,0.52979267,0.8755228,0.20362921,0.12301602,0.37296507,0.4914192,0.67614216,0.6027439,0.3015549,0.66401356,0.69387156,0.68834585,0.20821907,0.42861256,0.9027443,0.57694393,0.5191788,0.7718487,0.5017937,0.63776505,0.13495848,0.89858836,0.5710286,0.43132833,0.26411903,0.69287336,0.17331831,0.10939984,0.2529414,0.33723632,0.1814058,0.50968164,0.7578179,0.59046215,0.48884353,0.3950979,0.3657975,0.24469161,0.8041385,0.42686823,0.27881455,0.15823533,0.8565587,0.76138556,0.27427623
AR-A24R,0.5327063,0.22099386,0.30394036,0.6856783,0.587787,0.44047752,0.35244218,0.7997603,0.32516113,0.73368424,0.7297932,0.18201011,0.8752041,0.7413814,0.449133,0.60968876,0.13954443,0.56057,0.44490287,0.3644162,0.6251648,0.5773391,0.57840663,0.6946972,0.72904325,0.14509161,0.55070317,0.20110865,0.17988017,0.5878024,0.6279492,0.43194914,0.90683603,0.77405614,0.7024158,0.59475577,0.24790107,0.28729746,0.59833604,0.43753833,0.49971512,0.736012,0.38552403,0.5344584,0.7129693,0.59462845,0.5913251,0.45179015,0.12759537,0.5545237,0.2516082,0.23338395,0.7032076,0.12408035,0.32659653,0.3858729,0.07455996,0.2015136,0.79412717,0.35620156,0.4671087,0.51965237,0.58538914,0.22964029,0.5054285,0.7159887,0.36714616,0.8586102,0.27407464,0.18548253,0.3183277,0.88012034,0.4531547,0.42630216,0.39483124,0.506696,0.6885338,0.8259871,0.44629097,0.68973565,0.390708,0.62332463,0.8140876,0.47319138,0.18690589,0.6564344,0.22464877,0.35007805,0.36460653,0.74128973,0.5874479,0.60132027,0.39254683,0.49180385,0.40834033,0.6312846,0.11897456,0.17345835,0.5049616,0.80619365
AR-A24S,0.35300004,0.43383,0.5518923,0.23904641,0.2972262,0.5080608,0.7095935,0.35111213,0.42201585,0.7462682,0.5427066,0.27529573,0.4979617,0.51042956,0.65513283,0.20007011,0.26395816,0.574635,0.52191514,0.121407904,0.43898305,0.6220633,0.26586717,0.53295785,0.58278984,0.17538226,0.6623343,0.62536925,0.18567358,0.42426553,0.5387266,0.42781115,0.5237013,0.8741657,0.45928293,0.3264165,0.60776347,0.49058333,0.70104945,0.50638694,0.491806,0.65347666,0.46902737,0.17481229,0.36321378,0.44393733,0.82850844,0.8703999,0.66652733,0.63613176,0.512401,0.25001466,0.3331832,0.54692495,0.3718042,0.51489526,0.33481476,0.46772373,0.6837729,0.16619839,0.14784937,0.6995392,0.3710355,0.5425792,0.6251906,0.15533297,0.7619844,0.5517394,0.28281516,0.46050298,0.5545126,0.5282996,0.41792494,0.34704298,0.5280214,0.66470605,0.7668302,0.47985247,0.4654597,0.4671266,0.46922377,0.77667016,0.25340164,0.32526028,0.7976423,0.25723565,0.7580307,0.078532666,0.5893193,0.19303747,0.31578732,0.40140304,0.6246203,0.3622733,0.5944988,0.3812908,0.85874003,0.21252403,0.4297126,0.19321626
AR-A24T,0.19495438,0.5709211,0.5186096,0.389095,0.28664303,0.37882185,0.3861832,0.5647993,0.4903664,0.25549957,0.8323807,0.19304441,0.60717463,0.33352196,0.29881877,0.52527755,0.49822864,0.30556765,0.5182245,0.10204636,0.23858342,0.29529732,0.5160889,0.6673529,0.464275,0.6126317,0.6965583,0.43124682,0.48161367,0.4652602,0.37041464,0.57537466,0.21660063,0.5146551,0.36818284,0.3662705,0.19311325,0.63527584,0.59057635,0.5594059,0.1585268,0.6356025,0.36377513,0.34044635,0.5625246,0.82206416,0.61231625,0.40180647,0.52333575,0.40272155,0.43167305,0.7656,0.54701847,0.71498394,0.14388108,0.45653278,0.2961506,0.46992537,0.5473065,0.4024034,0.2682359,0.49298036,0.2315616,0.7137867,0.4454478,0.5219783,0.7297039,0.29789072,0.31040764,0.52822167,0.69725585,0.52263296,0.6822908,0.4263791,0.53109616,0.20898265,0.2898137,0.2983967,0.32492855,0.27313453,0.46033078,0.4247097,0.68112415,0.3457697,0.76071924,0.3687191,0.24917997,0.3813738,0.514243,0.44698793,0.72075516,0.5014052,0.23022255,0.17791356,0.13498694,0.5864097,0.5683294,0.45099849,0.60754776,0.2430087
