Sample_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
A1-A0SF,0.3792181,0.5226302,0.23630707,0.66835195,0.7998391,0.1409826,0.3134392,0.7156469,0.39156455,0.2801766,0.24784487,0.62520456,0.7321939,0.13767375,0.12566574,0.27141762,0.6170974,0.8135555,0.84425217,0.48430935,0.20164403,0.2952453,0.15365109,0.12608391,0.55474466,0.5459282,0.5747592,0.4189733,0.30270416,0.67738354,0.28987545,0.14498127,0.50229156,0.5351608,0.5154181,0.5446011,0.5489088,0.11336999,0.6421711,0.6832467,0.56640184,0.2863447,0.33130345,0.6601776,0.41529208,0.46883586,0.53959304,0.4856003,0.49515927,0.6999811,0.92644125,0.44446766,0.46088305,0.20499587,0.64978534,0.75550544,0.32419774,0.29314613,0.65312886,0.4427009,0.6889057,0.6988797,0.54430693,0.5472195,0.2987548,0.82248974,0.301089,0.23674595,0.8101774,0.55448425,0.47267315,0.26973158,0.29837602,0.49499086,0.21432209,0.35328892,0.5679078,0.66622543,0.7357461,0.3332335,0.5584318,0.5251664,0.44867557,0.36163497,0.7207575,0.64636135,0.4271613,0.5374843,0.7851732,0.44521484,0.25059617,0.33708227,0.23037171,0.8529051,0.5859475,0.3076237,0.316689,0.22503152,0.6808524,0.7450518,0.4608903,0.081601255,0.45789564,0.58554673,0.27528208,0.4430079,0.4189914,0.49727556,0.45845595,0.3931715,0.4105989,0.2966906,0.341979,0.41073555,0.27164105,0.5904885,0.44441432,0.31591526,0.57249194,0.5770353,0.42042732,0.41924882,0.34531325,0.2624354,0.3814605,0.4133339,0.27249694,0.4527605,0.34437525,0.24181475,0.4760629,0.3607026,0.5186021,0.38162738,0.38307932,0.5556085,0.4158203,0.6261295,0.6792558,0.7380577,0.5034493,0.40322953,0.50675505,0.49371052,0.46013945,0.4996676,0.59145755,0.36134803,0.3361593,0.39032868,0.48319978,0.51868135,0.15515512,0.5676812,0.4822824,0.53525376,0.5138004,0.38677773,0.3670727,0.21997733,0.6336022,0.55972815,0.58009076,0.26313946,0.5661162,0.22264469,0.4630278,0.69400907,0.7767143,0.27959597,0.6524671,0.17381297,0.5445555,0.46529555,0.30692258,0.19175264,0.43797186,0.58520305,0.25194135,0.3571213,0.5823543,0.5641667,0.56348634,0.35284525,0.65155256,0.40612438,0.60197324,0.52738166,0.30611455,0.4893552,0.47979483,0.5846122,0.55474466,0.42059565,0.51673514,0.4271536,0.42907518,0.6630694,0.35039482,0.22286116,0.19606316,0.7448321,0.41072085,0.44375548,0.28336382,0.4729747,0.54910755,0.35191336,0.56449944,0.49678582,0.28349647,0.3946411,0.4378647,0.45050672,0.32224643,0.5701722,0.5158241,0.46544906,0.32514125,0.49127844,0.49117276,0.39630598,0.53177303,0.3818122,0.48000216,0.33556962,0.3730922,0.5052062,0.39632595,0.4958521,0.56755847,0.37306407,0.5440913,0.6900602,0.53717595,0.48003402,0.46440002,0.38454437,0.58963615,0.2961449,0.33963355,0.67889726,0.47103778,0.56907994,0.38734567,0.41675806,0.5146999,0.54155827,0.45585236,0.37383282,0.24566372,0.38137692,0.30046925,0.46564957,0.6599693,0.5046224,0.5058792,0.4645008,0.21485426,0.3674342,0.4091502,0.453951,0.5742518,0.5108557,0.3762785,0.33220372,0.44012415,0.29458353,0.36137864,0.64391005,0.31899822,0.51344097,0.49207932,0.35131925,0.5557001,0.26002684,0.45741197,0.39993787,0.64181453,0.4980731,0.2032175,0.41235402,0.25319698,0.26881284,0.31308663,0.43182662,0.4809866,0.42074606,0.30977735,0.6415267,0.7056329,0.39791852,0.4083666,0.45896158,0.6653456,0.43299708,0.34917754,0.6666841,0.3635163,0.46229005
A1-A0SJ,0.09613239,0.27839133,0.5140991,0.41580632,0.4236761,0.6279799,0.8924004,0.85677475,0.35191128,0.2682654,0.19768858,0.7122961,0.3537251,0.23053008,0.10216269,0.38010463,0.44897583,0.51430553,0.6234024,0.5078343,0.18472679,0.5169391,0.24885353,0.50741076,0.12889461,0.6181347,0.51589453,0.5297545,0.14372438,0.80719084,0.39564696,0.52236515,0.11034634,0.3830262,0.37235197,0.32295996,0.6217315,0.1897291,0.8313208,0.6348312,0.85739946,0.61414915,0.28969246,0.8749318,0.5455831,0.7402781,0.55790085,0.45166734,0.60764116,0.44500625,0.8038914,0.31134313,0.7424839,0.35312858,0.8549973,0.25903893,0.35777196,0.67087835,0.45688722,0.40382814,0.23624519,0.88583654,0.5318255,0.08542697,0.5687469,0.34831452,0.7499581,0.31826508,0.4054112,0.6387831,0.33049148,0.3612628,0.770583,0.50439864,0.7381765,0.40890315,0.38107863,0.5874535,0.6770246,0.08963642,0.28596485,0.15579048,0.45243064,0.087803505,0.4120497,0.59481263,0.4790165,0.8309587,0.5747097,0.52183783,0.57532585,0.5639587,0.32944843,0.6136425,0.5199109,0.51482624,0.4712022,0.30399546,0.32551175,0.54888076,0.365434,0.524112,0.7571796,0.72853345,0.37502933,0.46806663,0.3758704,0.3667974,0.39279056,0.25201383,0.63654405,0.7092811,0.2246168,0.21127775,0.5759583,0.4352412,0.16835934,0.57388675,0.4678025,0.5855104,0.41740274,0.57741505,0.35722053,0.41015992,0.5916864,0.30422178,0.6819439,0.45554292,0.62560713,0.44638875,0.51998675,0.24083258,0.48248097,0.3626226,0.8071786,0.5136613,0.30140713,0.44239017,0.48705676,0.5566315,0.31095597,0.5876091,0.54791814,0.724345,0.37573323,0.3928329,0.47815153,0.38219738,0.3455957,0.22451101,0.38490227,0.26657942,0.42613482,0.4156568,0.30983004,0.6219267,0.53278375,0.33376756,0.46728164,0.20117654,0.6676458,0.51446944,0.4107386,0.6392357,0.23824394,0.19454698,0.6977064,0.21303442,0.15240796,0.6619394,0.5797539,0.73136675,0.42919704,0.17379408,0.6859556,0.66073513,0.28202096,0.3820915,0.3513363,0.2931164,0.58870584,0.3845711,0.6534603,0.51594925,0.16090065,0.31730756,0.5269912,0.34026244,0.41286308,0.5157948,0.4115309,0.3441249,0.4434541,0.44711515,0.3479327,0.63725656,0.43386394,0.4440205,0.40907887,0.3026218,0.268065,0.44893014,0.39763924,0.2807128,0.4861046,0.13503954,0.48237586,0.21463731,0.15850556,0.29821953,0.20094734,0.1378427,0.3143301,0.30048218,0.16545142,0.4829796,0.44536456,0.6366568,0.3275747,0.7041854,0.21088439,0.24980688,0.2883219,0.2676929,0.593492,0.6178207,0.45762637,0.15121794,0.50168896,0.62176716,0.8124416,0.20324561,0.37767687,0.7328644,0.65273,0.3228433,0.76249546,0.10946009,0.20727086,0.8387682,0.349299,0.7977741,0.32146162,0.490362,0.600601,0.48535287,0.5912902,0.45017916,0.580287,0.12298921,0.41440803,0.2317508,0.33260918,0.5768664,0.67169875,0.46847606,0.30566287,0.67586607,0.59717375,0.63251716,0.6135008,0.47877002,0.092101716,0.49355328,0.37619877,0.38228896,0.48791543,0.45956993,0.5022628,0.4322004,0.45872813,0.48199794,0.22788765,0.32859096,0.36430046,0.55136913,0.37053004,0.32935566,0.8718999,0.40760335,0.47567427,0.28600815,0.29611793,0.64954865,0.36592582,0.23092794,0.44319683,0.50213283,0.7525413,0.32413918,0.41225672,0.232546,0.7391403,0.5783157,0.5116091,0.45440263,0.20800401,0.3918123,0.77578205,0.24093634
A1-A0SK,0.12149596,0.2761168,0.11353769,0.8564011,0.9498495,0.07919101,0.68729526,0.055989325,0.19833556,0.35820952,0.77868354,0.44878364,0.31461257,0.7312582,0.40990937,0.24430287,0.51228255,0.6144573,0.72999185,0.29550084,0.18258268,0.22097936,0.82744616,0.5068547,0.13873306,0.91330564,0.1158806,0.102278285,0.1834207,0.17792162,0.68880314,0.520911,0.88967294,0.9317688,0.3700155,0.6320186,0.14749455,0.26996982,0.78662026,0.92581326,0.7640578,0.12835033,0.6858437,0.7859337,0.41562164,0.3976746,0.45796403,0.8420226,0.7180592,0.04412513,0.85365707,0.22387457,0.06354682,0.07785371,0.45145136,0.2730545,0.92588335,0.90101534,0.9136681,0.23862402,0.25581765,0.6125905,0.9318944,0.14538068,0.11930329,0.101341456,0.60868037,0.84766704,0.11965849,0.09757858,0.5145459,0.08768583,0.26888254,0.6285771,0.91165566,0.02138649,0.07442039,0.10741135,0.42302933,0.6198449,0.7490169,0.8925838,0.7749349,0.060232207,0.16007356,0.4349717,0.87310445,0.85817426,0.78315306,0.38737532,0.13604955,0.17700274,0.1729147,0.46017548,0.06293428,0.20746857,0.06928046,0.25012127,0.1347369,0.58930475,0.094499305,0.7400327,0.44660845,0.29348436,0.3374129,0.104999006,0.3694359,0.64971894,0.08491258,0.14690715,0.12795326,0.431418,0.62578756,0.46951938,0.20866698,0.39467478,0.4455173,0.8624441,0.6475774,0.8483593,0.1375502,0.18216892,0.12415213,0.8538032,0.28346348,0.18844275,0.4615444,0.84600836,0.2830354,0.12878849,0.29455796,0.091643676,0.06797738,0.2321318,0.17787294,0.24215546,0.34087434,0.7585049,0.501961,0.13942683,0.3612743,0.52077526,0.5955444,0.67761505,0.89222854,0.12158384,0.12327259,0.26564902,0.6519719,0.7019739,0.13888566,0.526165,0.8624634,0.075124085,0.73316336,0.094986565,0.60231805,0.17740853,0.50978506,0.6678699,0.84611917,0.7205776,0.24617922,0.86995894,0.80412626,0.14040981,0.0999136,0.1378301,0.44343832,0.25850162,0.45425484,0.6640662,0.715758,0.86999106,0.117542766,0.3587191,0.1651159,0.4801003,0.80828214,0.11952817,0.29947168,0.13706298,0.7969179,0.06032495,0.11218047,0.5178146,0.55939335,0.11866708,0.68954015,0.08831496,0.524017,0.25678506,0.30868244,0.14409775,0.50921464,0.15239727,0.22748013,0.4158326,0.44278696,0.3625676,0.09069683,0.047237467,0.85539854,0.19561985,0.69096124,0.3164889,0.6192338,0.15442139,0.12641615,0.17469215,0.41657278,0.83759886,0.78246415,0.19763225,0.39016908,0.21210018,0.5958015,0.8209446,0.28544244,0.3397867,0.5651565,0.14375149,0.24167888,0.8639277,0.78429973,0.8416392,0.61772007,0.4290462,0.3798072,0.6504523,0.1516801,0.45752025,0.77000296,0.567711,0.17645238,0.79549867,0.09685587,0.23442447,0.7805112,0.5954631,0.12971237,0.2974765,0.7959276,0.6738404,0.5364472,0.1582464,0.71094793,0.7131608,0.2569602,0.497319,0.6507941,0.22636898,0.61887693,0.25017646,0.13966745,0.17861763,0.16434905,0.3519295,0.5444461,0.7235299,0.19658963,0.62734425,0.42943496,0.10525146,0.59946215,0.7579057,0.8585007,0.75431675,0.7614725,0.27909186,0.1206346,0.84591275,0.13513213,0.78167784,0.5844528,0.8863415,0.5500468,0.820394,0.34184158,0.71897256,0.17556667,0.87439114,0.36700457,0.23414421,0.15786229,0.15782335,0.12363985,0.25389472,0.3640873,0.47229537,0.72013986,0.10145398,0.25799793,0.19019984,0.23745562,0.6649006,0.07004495,0.10326803,0.18939814,0.7668044
A1-A0SO,0.3729485,0.068909936,0.81140816,0.046839487,0.93285984,0.14206642,0.7349673,0.4958287,0.21825938,0.10971886,0.41039646,0.071512036,0.108969815,0.3102754,0.7191113,0.70624244,0.63871944,0.8458538,0.96130544,0.35712817,0.20314929,0.15256482,0.45165846,0.051328965,0.18810679,0.2548985,0.09210463,0.054336634,0.20180897,0.655691,0.91304964,0.75292426,0.81436473,0.68513227,0.27131495,0.075514756,0.35535422,0.09347935,0.16757737,0.6536338,0.92210704,0.7803433,0.5627448,0.8826317,0.6130219,0.28837448,0.49370867,0.4546565,0.61927056,0.055780333,0.43244606,0.8927185,0.04692418,0.3044008,0.17488596,0.88880056,0.75845474,0.8889131,0.1799803,0.06801628,0.13196535,0.08794585,0.83664876,0.29944584,0.05090732,0.17730016,0.48660958,0.58385724,0.11616401,0.9705625,0.09311471,0.35846263,0.866577,0.14870982,0.072760396,0.31353047,0.2515735,0.04982135,0.24668685,0.9044444,0.5244165,0.6940886,0.84837157,0.26912317,0.58879524,0.8973114,0.7005182,0.8766528,0.06447227,0.3878304,0.9368738,0.3856289,0.81654036,0.22123197,0.054634742,0.6550451,0.07116629,0.05671483,0.10804782,0.40548187,0.109484516,0.8415851,0.061227124,0.24138157,0.61582494,0.64564764,0.11160295,0.052014586,0.2779911,0.6814014,0.13248241,0.78623486,0.8547252,0.25649804,0.74593836,0.6327644,0.21996288,0.52095026,0.6367477,0.6713124,0.150121,0.05491115,0.7901997,0.8673456,0.065175526,0.8136737,0.82349366,0.8286704,0.16203092,0.61909294,0.06589227,0.79701936,0.11398311,0.8819161,0.18109454,0.19749187,0.19820482,0.12900247,0.0840839,0.07516903,0.6623724,0.12373635,0.048487213,0.76692855,0.7238721,0.27995414,0.110694654,0.8579742,0.058691893,0.61137044,0.0754415,0.9232656,0.7953489,0.4216605,0.70527315,0.82910556,0.09051131,0.46023482,0.8969167,0.78268015,0.062871054,0.11969984,0.37289053,0.81236064,0.83567065,0.69786936,0.83289194,0.4620053,0.91939855,0.103485085,0.14733791,0.94611216,0.117386274,0.32870707,0.83348185,0.9509864,0.89802665,0.86602694,0.5889832,0.10645473,0.067493714,0.24894293,0.12893395,0.77300507,0.11935713,0.38207707,0.1066008,0.89689434,0.88506985,0.19306669,0.097180516,0.1842415,0.08560264,0.0994124,0.25162095,0.40201893,0.10115639,0.13316695,0.08271572,0.07934509,0.10096613,0.6777157,0.59969556,0.14374809,0.7925611,0.2280759,0.31123793,0.600067,0.5752519,0.2150905,0.2887651,0.6667489,0.28881085,0.3633801,0.35567722,0.19356194,0.19891061,0.2686315,0.19929369,0.47988415,0.29620677,0.4571904,0.7438003,0.5198564,0.32149056,0.39697358,0.4823278,0.26545274,0.3445703,0.31609464,0.19071324,0.2956409,0.48085082,0.23510098,0.37917522,0.70047563,0.20293258,0.46498075,0.6614427,0.14084181,0.7412111,0.41290608,0.15062425,0.4443354,0.21080649,0.34959245,0.7047206,0.6489888,0.24816705,0.39041573,0.23115623,0.4743767,0.39540875,0.28791076,0.10607696,0.14867733,0.42273483,0.56401044,0.60925746,0.71425074,0.21673702,0.36698243,0.38347614,0.23676236,0.7493515,0.72458684,0.5283199,0.6827861,0.5243924,0.26036987,0.40154833,0.5767519,0.16032046,0.58784896,0.6295267,0.6656986,0.4628651,0.62768793,0.61647654,0.55680406,0.5662682,0.6562594,0.53769684,0.80094755,0.11371915,0.3023563,0.4355181,0.2214375,0.59750754,0.5656835,0.68189234,0.6020852,0.30186424,0.12906232,0.46266454,0.6473591,0.29241323,0.497114,0.4764323,0.5299118
A1-A0SQ,0.17797321,0.59884536,0.22659867,0.70977414,0.8197022,0.22995582,0.6528909,0.68743235,0.23360828,0.26325837,0.097455144,0.8243852,0.5301461,0.5166144,0.70806366,0.14315422,0.2621053,0.28594133,0.64324987,0.5869095,0.28739327,0.36576936,0.49691442,0.17205986,0.21692656,0.39431247,0.14443104,0.80423677,0.088420935,0.6369706,0.85582477,0.6673305,0.2626584,0.43275926,0.31142536,0.8715882,0.4627774,0.42715386,0.8658403,0.24239488,0.58306587,0.9242987,0.75209075,0.6020861,0.86021996,0.8413368,0.43762127,0.15988567,0.5991794,0.48265734,0.5973505,0.27383295,0.06510415,0.07008071,0.6181344,0.76407903,0.3800407,0.4217274,0.49094132,0.4394752,0.45482862,0.73502654,0.06638732,0.37177336,0.1579699,0.558971,0.81917566,0.38629526,0.73575115,0.82109326,0.12377335,0.23713395,0.834158,0.19420055,0.12303139,0.03845602,0.24974866,0.43202585,0.8389549,0.48693463,0.1070801,0.8537315,0.10150326,0.18163693,0.08425478,0.7325047,0.639511,0.55881596,0.39074722,0.48084587,0.87881684,0.89536417,0.30951172,0.6690363,0.70721173,0.34226397,0.3800974,0.44730368,0.26006868,0.49104792,0.432224,0.2278561,0.5726648,0.7647767,0.44632444,0.45273337,0.456118,0.18561928,0.32051632,0.5904432,0.8629023,0.4267077,0.47419333,0.22113226,0.20814157,0.6262367,0.11595825,0.16088817,0.48637664,0.4062026,0.43240926,0.27118784,0.46273753,0.6226402,0.6028059,0.4354859,0.6133835,0.43065897,0.7706481,0.6180124,0.63823134,0.4566094,0.62456405,0.21073298,0.6929401,0.2204337,0.5797236,0.1086482,0.49498367,0.44162884,0.357974,0.57396317,0.34811598,0.50957674,0.4471072,0.63218194,0.34033737,0.3751475,0.3359815,0.5971732,0.13192363,0.14865239,0.46217415,0.24115965,0.25002858,0.23819679,0.438363,0.21429993,0.18650025,0.6486466,0.6246297,0.39947307,0.48376775,0.33473074,0.32727465,0.42425147,0.66693854,0.16353868,0.505088,0.46501663,0.6170159,0.3560195,0.6649154,0.553068,0.52883095,0.58328915,0.19472164,0.18228492,0.43180284,0.30194765,0.4389884,0.42485765,0.36433223,0.4687414,0.41756064,0.34550595,0.18459073,0.20845804,0.55075574,0.23432301,0.4264848,0.52886474,0.52869385,0.55350465,0.26452208,0.39586794,0.6042704,0.6894526,0.3854903,0.1756995,0.1862039,0.5407891,0.55797803,0.63636667,0.6081816,0.5041692,0.42938936,0.17979336,0.23131329,0.2465277,0.4447098,0.23477197,0.3590454,0.35982263,0.15974884,0.76595485,0.22441396,0.26164672,0.45440358,0.44222984,0.4142284,0.60915047,0.45791575,0.5690538,0.5063827,0.23521563,0.32915944,0.17475204,0.3833936,0.52869564,0.8240087,0.16185485,0.3869163,0.5585879,0.31791884,0.43454924,0.7078467,0.17654714,0.26733765,0.3790588,0.43157,0.59885156,0.26894116,0.6021047,0.18468195,0.5592282,0.56646144,0.19080813,0.083362095,0.30655596,0.11596203,0.6793704,0.5097127,0.7926673,0.635346,0.5473629,0.36627623,0.62297213,0.22013459,0.47155803,0.569067,0.31531638,0.35952738,0.47395396,0.40168908,0.520822,0.49573144,0.5932197,0.65001637,0.54062074,0.43759224,0.20227407,0.40129188,0.48278815,0.71209806,0.33890003,0.47044605,0.23325711,0.75327986,0.2142658,0.3374218,0.19117302,0.2050157,0.59608245,0.1896736,0.2491846,0.46226454,0.60394347,0.7315246,0.6309722,0.75629294,0.14494085,0.38867518,0.28490463,0.56659186,0.47260344,0.43233794,0.3425082,0.52506924,0.13868038
A2-A04N,0.5645505,0.4586766,0.25336492,0.31472188,0.45615697,0.15507622,0.51560897,0.43957397,0.57614124,0.5028701,0.62307477,0.33654183,0.6572314,0.30073026,0.3505488,0.71060485,0.20237462,0.5022303,0.6940664,0.8329796,0.48133096,0.15171447,0.17012751,0.35268185,0.2757222,0.81351453,0.7878288,0.22683547,0.5128165,0.6937975,0.32783625,0.20061913,0.63141155,0.35439512,0.5291066,0.16415845,0.6936513,0.3030037,0.1674553,0.46598613,0.6777687,0.22734262,0.66325605,0.41360664,0.4194554,0.34992537,0.4507727,0.817498,0.60900676,0.35685828,0.53493696,0.3150201,0.23605993,0.31025645,0.7738493,0.5780463,0.22773115,0.2662799,0.722423,0.58821064,0.42373785,0.55373883,0.784818,0.7360527,0.30711523,0.5231058,0.5835385,0.13620621,0.29544657,0.43498823,0.6284658,0.35156164,0.2527728,0.817015,0.8102782,0.5731983,0.3661679,0.80738294,0.49491742,0.6037573,0.48959723,0.7323263,0.4186151,0.15564004,0.8785439,0.25750756,0.580676,0.5075785,0.32304722,0.72597164,0.5071603,0.217865,0.59644115,0.54609364,0.54907894,0.513845,0.21445544,0.31243294,0.4812259,0.50108016,0.41213745,0.5788723,0.47706142,0.5296311,0.46145466,0.39884084,0.56301,0.44926962,0.6207302,0.4783573,0.49917868,0.46456093,0.3762056,0.36214676,0.37950504,0.49619135,0.4721208,0.4127052,0.418667,0.38100347,0.47075936,0.5102301,0.50550836,0.2781814,0.46616027,0.26870346,0.46989244,0.29180056,0.57301307,0.33705768,0.50737506,0.37190476,0.34398377,0.41798204,0.55560637,0.35998505,0.46408597,0.4436909,0.5025772,0.50445664,0.4241012,0.52419406,0.47121495,0.4736045,0.48435274,0.2905008,0.4886174,0.32111084,0.4144249,0.44466808,0.46031827,0.3360706,0.27337775,0.50331044,0.44754928,0.4510406,0.39311102,0.28480175,0.4496802,0.3945043,0.46157435,0.4656747,0.5078551,0.4678032,0.33599025,0.48530963,0.48727134,0.4524965,0.2921874,0.47404787,0.45548692,0.3468166,0.3722545,0.41953015,0.3629252,0.46122232,0.46338707,0.48905158,0.39903378,0.4562839,0.38114527,0.40724728,0.3163795,0.36328542,0.36450183,0.36329043,0.44829303,0.38384145,0.33178964,0.44175926,0.397809,0.47356564,0.57715654,0.33831453,0.53622246,0.48579642,0.43792984,0.56252724,0.504382,0.4600271,0.48482642,0.25331172,0.36263558,0.4338528,0.35109755,0.41442928,0.58871186,0.52358305,0.36395097,0.6220114,0.41734543,0.6452141,0.7174562,0.28455874,0.22446334,0.51152694,0.7116989,0.61953366,0.26793334,0.59480053,0.6094577,0.17557088,0.7473423,0.3648766,0.69114685,0.31109273,0.27851823,0.6576706,0.56611735,0.22089082,0.4181929,0.46905133,0.34347352,0.38041848,0.58445686,0.4722901,0.32649505,0.5521788,0.36894384,0.7079416,0.30411413,0.40781137,0.54741347,0.5546867,0.40085265,0.54994047,0.48857635,0.5457931,0.798025,0.7151855,0.5868257,0.735769,0.33493942,0.52528715,0.47181085,0.40787593,0.2647307,0.2845222,0.47112498,0.74618083,0.35047022,0.18056898,0.4700443,0.29660812,0.4813636,0.15430935,0.37948614,0.2610572,0.55258244,0.47875637,0.26072538,0.52918637,0.67835355,0.37979287,0.47445342,0.656733,0.50023,0.7826084,0.28468755,0.66046417,0.36998498,0.53152543,0.21779731,0.2001099,0.7587383,0.5298497,0.34418094,0.44239452,0.35255447,0.4672021,0.29968014,0.30655047,0.31148145,0.38545123,0.26714313,0.22468138,0.23901293,0.34863833,0.5529727,0.39031246
A2-A04P,0.6370963,0.34369567,0.6994629,0.0978993,0.13582255,0.30165184,0.20517762,0.9208454,0.58655787,0.10476168,0.87398505,0.12275771,0.38999072,0.22122987,0.86113745,0.8196588,0.8080138,0.6502456,0.1334316,0.3197777,0.27558142,0.027879281,0.11224015,0.15164278,0.2562774,0.18690701,0.5614066,0.26963663,0.501711,0.067052245,0.069405906,0.12275133,0.1860319,0.64604646,0.24761231,0.0978854,0.20855513,0.70562804,0.25058717,0.057667952,0.51562715,0.077483244,0.23113827,0.11852322,0.1365033,0.15099475,0.76455116,0.18818021,0.7755242,0.7215214,0.7342703,0.1152314,0.51072085,0.09916643,0.17593795,0.50461876,0.38113353,0.27403554,0.09996464,0.19704518,0.8893799,0.26646537,0.5349322,0.29041392,0.7118367,0.17128934,0.14519678,0.8637152,0.84218717,0.19512634,0.5381698,0.11190039,0.24704452,0.13548146,0.11913987,0.74375665,0.15817226,0.07441756,0.1246829,0.25035408,0.8445857,0.90228593,0.19823161,0.0666162,0.1864171,0.26105204,0.05722888,0.798524,0.68677545,0.14892396,0.10154608,0.5021555,0.49432755,0.29900742,0.9008955,0.07855646,0.6672715,0.40421194,0.52200866,0.53648096,0.31076452,0.13676567,0.8325378,0.118043296,0.101791576,0.80649203,0.6634441,0.75663596,0.5034255,0.47073063,0.07477512,0.25857046,0.8679022,0.84432584,0.074433036,0.78046626,0.83504415,0.13195863,0.55947,0.4023341,0.069996715,0.2820557,0.7299641,0.6545307,0.20651422,0.84637415,0.68956536,0.77323717,0.6392693,0.2663612,0.09430172,0.774329,0.8276192,0.5237958,0.1138343,0.62112117,0.21397515,0.06787702,0.07872721,0.5871374,0.8212652,0.27058408,0.8509577,0.49088487,0.43498746,0.55602235,0.51573795,0.4563014,0.14996243,0.23672931,0.7166028,0.7122116,0.7369039,0.77047014,0.82213175,0.14938636,0.8944458,0.6843275,0.14054638,0.10028039,0.36170128,0.61538,0.7075816,0.78420454,0.8231983,0.14324386,0.18145598,0.35188055,0.8807832,0.7225455,0.12438456,0.10808082,0.80925363,0.29347083,0.331417,0.8012653,0.31202936,0.28958225,0.78276604,0.21078531,0.5027023,0.849167,0.9190293,0.40184864,0.72499573,0.8549379,0.18148045,0.21306388,0.32714185,0.23586321,0.6438658,0.12123669,0.57629305,0.7787217,0.2232307,0.19937107,0.58191967,0.07700891,0.378431,0.32236055,0.42059782,0.38840163,0.51190954,0.23120868,0.4669149,0.22108139,0.73953646,0.2070072,0.46930745,0.32453853,0.5292659,0.5493256,0.47958225,0.10612611,0.50256234,0.13013111,0.5912542,0.4129743,0.17913629,0.38219282,0.7064281,0.5822945,0.65082765,0.796774,0.6433492,0.7129975,0.45229095,0.089277826,0.32272968,0.36411285,0.26724482,0.12387834,0.6040134,0.12864934,0.6988375,0.28641158,0.071808286,0.24578516,0.7560431,0.35477313,0.75116867,0.21114072,0.23969835,0.637781,0.8199442,0.66908073,0.7615605,0.7651426,0.63665,0.82901067,0.30655336,0.52311486,0.21806291,0.35335153,0.16908485,0.217926,0.20758069,0.64211273,0.28651035,0.740989,0.25202903,0.38619462,0.5138958,0.42291275,0.44813132,0.32499865,0.2528782,0.3770973,0.7117437,0.37244684,0.21332794,0.2489694,0.15605082,0.55845284,0.20891076,0.47990012,0.79866177,0.7421306,0.21074009,0.3852007,0.31312624,0.14545162,0.44284055,0.64816475,0.1891452,0.5119068,0.7689614,0.3995793,0.5466793,0.6509919,0.7473017,0.59847516,0.37772837,0.42366403,0.32472894,0.36219016,0.09931078,0.113464765,0.38852793,0.66324854
