mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.8975480769230769,0.015594570962072804,0.8527823236407155,0.033738804306282795,12.660478217898628,3.276939470456215,0.010410173064860233,0.008365748981685291,0.6459877004984411,0.07945823898566233,0.18326024333998595,0.04171014899324406,13.0,1.5491933384829668
