mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.8508653846153846,0.05110796272157887,0.822180469510182,0.055547285905880886,8.679035802018344,2.349809621412859,0.054329418062212254,0.046265515641371144,0.70204029454229,0.12031300399699207,0.1636484222678578,0.046019375500719266,21.0,4.9396356140913875
