mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_best_epoch,sd_best_epoch
0.8603365384615385,0.03642251339828871,0.8227482907488455,0.05120717150378589,13.031383468258621,1.961948557834288,0.006280953373977686,0.0040656327886751656,0.6312854551117625,0.1481245125501101,18.0,4.774934554525329
