mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_best_epoch,sd_best_epoch
0.906875,0.025608172061499433,0.8676314105238383,0.0452395962973046,12.894420167526832,1.8203911339344399,0.006541762441367259,0.004226105193025306,0.6042195290060387,0.1349792827077014,14.6,3.6110940170535577
