mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.8913461538461538,0.02592991307374235,0.8727890088109886,0.039850519122838095,10.583349580693259,0.7869464750408018,0.015114731721629433,0.005147346688000052,0.6701803145749455,0.06662272146611965,0.2219811395946362,0.07513611177110742,18.6,5.748043145279966
