mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.9472596153846154,0.021029244043226702,0.9327126348084722,0.033791736051186586,11.368556868976754,0.6247580851486523,0.01033144203642479,0.0032668640593531816,13.4,2.870540018881465
