mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.9132211538461539,0.04718181149340087,0.878417858941336,0.07939101890535745,16.097889637787283,1.2301858516729665,0.0013146914415809265,0.0009468605921007816,24.6,6.406246951218787
