mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.9256249999999999,0.03258877838046955,0.9084705020515926,0.055535368596644805,14.658411574755888,1.4036071003162092,0.0026292505301913397,0.0016695546912680848,20.0,7.0710678118654755
