mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch
0.841826923076923,0.06262764332608949,0.8024469660177465,0.0948761703593606,11.498957283287973,3.827064010779874,0.04059891980891755,0.06612343351117991,0.6364388419889565,0.16036840890678883,0.19694147042950266,0.05963938498039134,18.4,5.817215828899594
