mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value,mean_best_epoch,sd_best_epoch
0.928701923076923,0.030013865139160534,0.9126820216365548,0.04343287908081637,14.495901926709532,1.4976395604152413,0.0029783424934526088,0.0022996891552778402,15.8,2.6381811916545836
