model,mean_c_index,sd_c_index,mean_ibs,sd_ibs,mean_best_epoch,sd_best_epoch,mean_acc,sd_acc,mean_f1,sd_f1,mean_chisqr,sd_chsqr,mean_p_value,sd_p_value
mt_gat,0.6364388419889565,0.1603684089067888,0.1969414704295026,0.0596393849803913,18.4,5.817215828899594,0.841826923076923,0.0626276433260894,0.8024469660177465,0.0948761703593606,11.498957283287972,3.827064010779874,0.0405989198089175,0.0661234335111799
mt_gcn,0.70204029454229,0.120313003996992,0.1636484222678578,0.0460193755007192,21.0,4.939635614091388,0.8508653846153846,0.0511079627215788,0.822180469510182,0.0555472859058808,8.679035802018344,2.349809621412859,0.0543294180622122,0.0462655156413711
mt_mlp,0.6522741780897807,0.0557166726793031,0.1800184033800616,0.0383065976053596,23.2,6.305553108173779,0.8760096153846154,0.0555421437624423,0.8280643650741274,0.0674000755981179,14.8301617513932,3.152938558090188,0.0069197236342473,0.0114392617611362
surv_gat,0.6955371546051496,0.099282405855816,0.1983116642734907,0.0703903341785427,15.6,4.454211490264018,,,,,,,,
surv_gcn,0.6460913272913534,0.0980357575394425,0.1792278543061848,0.0559181204145185,15.0,2.280350850198276,,,,,,,,
surv_mlp,0.6531423078250741,0.0990109492449222,0.1720270305973063,0.0420168839466113,11.6,0.8,,,,,,,,
